source_id,source_crisno,source_sentence_number,source_crisis_title_raw,crisis_title,text,source_type_string,gt_event_type
458_22,458,22,Russo-Georgian War,Russo-Georgian War,A preliminary ceasefire agreement was signed by the parties that same day.,action|speech,Mixed
458_23,458,23,Russo-Georgian War,Russo-Georgian War,"Based on the proposal presented by Sarkozy, he and Russian President Dmitry Medvedev drafted the six principles of a peace plan.",,No Event
458_24,458,24,Russo-Georgian War,Russo-Georgian War,"On 13 August, Georgia requested revisions of the terms of the plan, to which Russia agreed.",,No Event
458_25,458,25,Russo-Georgian War,Russo-Georgian War,"On 15 August, Georgian President Mikheil Saakashvili signed the revised peace agreement during a visit by the U.S. Secretary of State.",action,Action
458_26,458,26,Russo-Georgian War,Russo-Georgian War,Medvedev signed the agreement the following day.,action,Action
458_27,458,27,Russo-Georgian War,Russo-Georgian War,This terminated the crisis for both sides.,thought,Thought
458_28,458,28,Russo-Georgian War,Russo-Georgian War,The peace agreement was unanimously supported by all members of the EU.,,No Event
458_29,458,29,Russo-Georgian War,Russo-Georgian War,The agreement was sent to the UNSC to be formalized.,,No Event
458_30,458,30,Russo-Georgian War,Russo-Georgian War,"The UNSC had attempted to agree on a statement calling for a truce while the fighting was ongoing during the crisis, but it failed.",,No Event
458_31,458,31,Russo-Georgian War,Russo-Georgian War,"Most of the Russian forces stationed in Abkhazia and South Ossetia remained there under bilateral agreements with the corresponding governments until 2010, when Russia began troop withdrawals.",,No Event
458_32,458,32,Russo-Georgian War,Russo-Georgian War,"Moscow claimed that the Five-Day War killed more than 2,000 civilians, but the official EU report estimated that the casualties were around 850 with over 2,000 wounded.",,No Event
295_1,295,1,CRISNO 295 BEAGLE CHANNEL II,BEAGLE CHANNEL II,A second crisis for Chile and Argentina over the Beagle Channel lasted from 16 October 1978 to 8 January 1979.,,No Event
295_2,295,2,CRISNO 295 BEAGLE CHANNEL II,BEAGLE CHANNEL II,The first crisis over the Beagle Channel ended in February 1978 with a moratorium of 180 days in an attempt to settle the dispute.,,No Event
295_3,295,3,CRISNO 295 BEAGLE CHANNEL II,BEAGLE CHANNEL II,"During that period six rounds of negotiations took place, with little progress.",action,Action
295_4,295,4,CRISNO 295 BEAGLE CHANNEL II,BEAGLE CHANNEL II,"Soon after, Argentina began overt military preparations.",,No Event
295_5,295,5,CRISNO 295 BEAGLE CHANNEL II,BEAGLE CHANNEL II,"On 16 October a crisis for Chile was triggered by Argentina's call-up of 50,000 reservists.",thought,Thought
295_6,295,6,CRISNO 295 BEAGLE CHANNEL II,BEAGLE CHANNEL II,"Tank and troop movements, with minor clashes, were later reported near the Chilean border.",action,Action
295_7,295,7,CRISNO 295 BEAGLE CHANNEL II,BEAGLE CHANNEL II,"Chile responded on the 24th by sending troops to the border and canceling naval maneuvers with the U.S. and Peru, due to take place 1,500 miles north of Chile, in the event that Argentina might try to occupy the disputed islands in the Beagle Channel.",action,Action
295_8,295,8,CRISNO 295 BEAGLE CHANNEL II,BEAGLE CHANNEL II,"On the day of the deadline, 2 November, the two states announced that they had reached an agreement on joint economic development of the Beagle region, but that the distribution of the maritime zones had still not been resolved.",speech,Speech
295_9,295,9,CRISNO 295 BEAGLE CHANNEL II,BEAGLE CHANNEL II,"Chile's Foreign Minister, Herman Cubillos Sallato, proposed mediation by a friendly government.",speech,Speech
295_10,295,10,CRISNO 295 BEAGLE CHANNEL II,BEAGLE CHANNEL II,Argentina agreed on the 8th.,speech,Speech
295_11,295,11,CRISNO 295 BEAGLE CHANNEL II,BEAGLE CHANNEL II,"On 11 December Sallato met with Argentina's Foreign Minister, Carlos Washington Paston, to designate a mediator, and they chose Pope John Paul II. but the talks collapsed after Chile rejected an Argentinian plan.",action|speech,Mixed
295_12,295,12,CRISNO 295 BEAGLE CHANNEL II,BEAGLE CHANNEL II,"On 16 December a crisis for Argentina was triggered when Chile put 45,000 troops on full alert.",thought,Thought
295_13,295,13,CRISNO 295 BEAGLE CHANNEL II,BEAGLE CHANNEL II,It responded on the 21st with a complaint to the UN Security Council that Chile was creating a military imbalance in the disputed area by illegally deploying troops and artillery.,speech,Speech
295_14,295,14,CRISNO 295 BEAGLE CHANNEL II,BEAGLE CHANNEL II,The same day Chile asked for an urgent meeting of the OAS to prevent Argentina from attacking the islands; and the Pope announced that he would act as mediator.,speech,Speech
295_15,295,15,CRISNO 295 BEAGLE CHANNEL II,BEAGLE CHANNEL II,The offer was accepted by both states.,speech,Speech
295_16,295,16,CRISNO 295 BEAGLE CHANNEL II,BEAGLE CHANNEL II,On the 26th Cardinal Sumore arrived in Buenos Aires to start a mediation mission.,action,Action
295_17,295,17,CRISNO 295 BEAGLE CHANNEL II,BEAGLE CHANNEL II,The Popes mediation efforts contributed significantly to a reduction of tension and a decreased willingness to resort to violence as a means of crisis management.,thought,Thought
295_18,295,18,CRISNO 295 BEAGLE CHANNEL II,BEAGLE CHANNEL II,"The crisis ended for both actors with the signing of the Declaration of Montevideo on 8 January 1979, in which the two parties accepted the Pope's mediation and committed themselves not to use force in their relations with one another.",action|speech|thought,Mixed
295_19,295,19,CRISNO 295 BEAGLE CHANNEL II,BEAGLE CHANNEL II,The Security Council discussed the problem but did not pass a resolution.,action,Action
295_20,295,20,CRISNO 295 BEAGLE CHANNEL II,BEAGLE CHANNEL II,On 10 November 1978 the United States called on the OAS to offer its services to the parties in order to avoid a violent conflict; but it did not become more deeply involved in the crisis despite U.S. and Chilean requests.,speech,Speech
295_21,295,21,CRISNO 295 BEAGLE CHANNEL II,BEAGLE CHANNEL II,The issue remained unresolved until 1984 when a Vatican-mediated treaty was signed by Argentina and Chile.,action,Action
295_22,295,22,CRISNO 295 BEAGLE CHANNEL II,BEAGLE CHANNEL II,"The accord granted Chile sovereignty over the islands but limited its maritime rights to the Pacific waters, while Argentina won control of the waters on the Atlantic side of the Beagle Channel.",action,Action
295_23,295,23,CRISNO 295 BEAGLE CHANNEL II,BEAGLE CHANNEL II,There was no USSR involvement in this crisis.,,No Event
74_66,74,66,CRISNO 74 ENTRY INTO WWII,ENTRY INTO WWII,Neutrality was declared by Belgium and the Netherlands on 3 September.,action,Action
74_67,74,67,CRISNO 74 ENTRY INTO WWII,ENTRY INTO WWII,"Australia, Britain, France, and New Zealand declared war against Germany on 3 September.",,No Event
74_68,74,68,CRISNO 74 ENTRY INTO WWII,ENTRY INTO WWII,"South Africa joined the war on the 6th, and Canada on the 10th.",action,Action
74_69,74,69,CRISNO 74 ENTRY INTO WWII,ENTRY INTO WWII,Germany fought in Poland for 17 days.,speech,Speech
74_70,74,70,CRISNO 74 ENTRY INTO WWII,ENTRY INTO WWII,The conquest was completed on 17 September.,action|thought,Mixed
74_71,74,71,CRISNO 74 ENTRY INTO WWII,ENTRY INTO WWII,"That day the Soviet Union invaded Poland from the east, meeting the advancing German troops near Brest-Litovsk two days later.",speech,Speech
74_72,74,72,CRISNO 74 ENTRY INTO WWII,ENTRY INTO WWII,"The last actor to perceive crisis termination was the Soviet Union, on 28 September 1939.",action,Action
74_73,74,73,CRISNO 74 ENTRY INTO WWII,ENTRY INTO WWII,"Despite the signing of the Pact, bad faith continued to exist between Germany and the USSR until additional agreements were signed on the 28th when the German and Soviet governments divided Poland.",action|speech|thought,Mixed
74_74,74,74,CRISNO 74 ENTRY INTO WWII,ENTRY INTO WWII,"By the end of this crisis, Australia, Canada, France, New Zealand, South Africa, and the U.K. were at war with Germany.",speech,Speech
74_75,74,75,CRISNO 74 ENTRY INTO WWII,ENTRY INTO WWII,Poland had been conquered.,action|speech,Mixed
74_76,74,76,CRISNO 74 ENTRY INTO WWII,ENTRY INTO WWII,"The Scandinavian countries, the Baltic states, and Belgium, Luxembourg, Romania, Switzerland, and Holland had declared neutrality.",thought,Thought
74_77,74,77,CRISNO 74 ENTRY INTO WWII,ENTRY INTO WWII,Japan was at war in Asia with China.,thought,Thought
74_78,74,78,CRISNO 74 ENTRY INTO WWII,ENTRY INTO WWII,And Moscow was serene in the misconception that Germany would not attack the USSR.,speech,Speech
74_79,74,79,CRISNO 74 ENTRY INTO WWII,ENTRY INTO WWII,"The League of Nations, although formally still in existence until 1946, had become moribund by 1939 and was not involved in any crisis during the long-war World War II PC.",action,Action
281_1,281,1,CRISNO 281 EGYPT-LIBYA CLASHES,EGYPT-LIBYA CLASHES,Border clashes between Libya and Egypt created a crisis for these two north African states from 14 July to 10 September 1977.,,No Event
281_2,281,2,CRISNO 281 EGYPT-LIBYA CLASHES,EGYPT-LIBYA CLASHES,The problem of undemarcated boundaries between Egypt and Libya was long-standing.,,No Event
281_3,281,3,CRISNO 281 EGYPT-LIBYA CLASHES,EGYPT-LIBYA CLASHES,"The personal enmity between President Sadat and Colonel Qaddhafi increased after the conclusion of the October 1973 war between Egypt and Israel, when the Libyan leader accused Sadat of working toward a thaw in Egypt/Israel relations, as well as developing stronger ties with the United States.",speech,Speech
281_4,281,4,CRISNO 281 EGYPT-LIBYA CLASHES,EGYPT-LIBYA CLASHES,"Egypt, on the other hand, resented the increasing Muslim fundamentalism in Libya and feared the spread of Soviet influence then prevalent in that country.",thought,Thought
281_5,281,5,CRISNO 281 EGYPT-LIBYA CLASHES,EGYPT-LIBYA CLASHES,For several years the two African neighbors had accused each other of acts of sabotage and had carried on an almost unbroken propaganda campaign.,speech,Speech
281_6,281,6,CRISNO 281 EGYPT-LIBYA CLASHES,EGYPT-LIBYA CLASHES,A crisis was triggered for Libya when Egyptian armed forces attacked a Libyan border police fort on 14 July 1977.,thought,Thought
281_7,281,7,CRISNO 281 EGYPT-LIBYA CLASHES,EGYPT-LIBYA CLASHES,"The Libyan response, on 19 July, was artillery fire on an Egyptian border post killing nine soldiers and capturing 14.",action,Action
281_8,281,8,CRISNO 281 EGYPT-LIBYA CLASHES,EGYPT-LIBYA CLASHES,This triggered a crisis for Egypt.,thought,Thought
281_9,281,9,CRISNO 281 EGYPT-LIBYA CLASHES,EGYPT-LIBYA CLASHES,"On the 21st Egyptian forces, supported by tanks and aircraft, crossed the border into Libya.",action,Action
281_10,281,10,CRISNO 281 EGYPT-LIBYA CLASHES,EGYPT-LIBYA CLASHES,"During August intermittent clashes continued, with each side accusing the other of aggression.",action|speech,Mixed
281_11,281,11,CRISNO 281 EGYPT-LIBYA CLASHES,EGYPT-LIBYA CLASHES,"Yasser Arafat, leader of the Palestine Liberation Organization, along with President Boumedienne of Algeria, President Gnassingbe Eyadema of Togo and Foreign Minister Shaikh Sabah al Ahmad al Jabir as Sabah of Kuwait, succeeded in mediating the crisis.",action,Action
281_12,281,12,CRISNO 281 EGYPT-LIBYA CLASHES,EGYPT-LIBYA CLASHES,"The mediators traveled to both countries, worked out a peace formula and called for a cease-fire on 24 July that was upheld.",action|speech,Mixed
281_13,281,13,CRISNO 281 EGYPT-LIBYA CLASHES,EGYPT-LIBYA CLASHES,"On 10 September Egyptian and Libyan troops withdrew from the border, terminating the crisis for both actors.",thought,Thought
281_14,281,14,CRISNO 281 EGYPT-LIBYA CLASHES,EGYPT-LIBYA CLASHES,"The United States provided arms and weapons to Egypt, as did the Soviet Union to Libya.",action,Action
281_15,281,15,CRISNO 281 EGYPT-LIBYA CLASHES,EGYPT-LIBYA CLASHES,"Libya brought the matter before the United Nations, the Arab League, and the OAU, but no discussion took place.",speech,Speech
290_1,290,1,CRISNO 290 CHAD-LIBYA III,CHAD-LIBYA III,"France, Libya, and Chad were the crisis actors in the third eruption during the protracted Chad/Libya conflict from 15 April to 29 August 1978.",,No Event
290_2,290,2,CRISNO 290 CHAD-LIBYA III,CHAD-LIBYA III,The Benghazi Accords of 27 March 1978 provided a brief respite in the ongoing struggle between President Malloum's regime and the Libya-backed rebels led by Goukouni Oueddei for control over the territory and government of Chad.,,No Event
290_3,290,3,CRISNO 290 CHAD-LIBYA III,CHAD-LIBYA III,"The cease-fire, authorized by the Benghazi Accords to take effect on 10 April, broke down almost at once.",action,Action
290_4,290,4,CRISNO 290 CHAD-LIBYA III,CHAD-LIBYA III,"On 15 April FROLINAT forces, led by Goukouni Oueddei, seized Salal and advanced south to within 100 miles of Chad's capital, N'Djamena.",action,Action
290_5,290,5,CRISNO 290 CHAD-LIBYA III,CHAD-LIBYA III,"This created a crisis for France by threatening its continued influence in equatorial Africa generally and, in particular, its secure access to the uranium resources of neighboring Niger, vital for France's force de frappe.",thought,Thought
290_6,290,6,CRISNO 290 CHAD-LIBYA III,CHAD-LIBYA III,"France, which, since 1960, had assumed a proprietary right to protect former French colonies -- and French interests -- in Africa against external threats, responded on the 26th to an appeal by Malloum with an airlift of 1,700 troops, a heavy bombardment of rebel convoys, and the creation of a defense perimeter around the capital, thereby preventing the fall of Malloum's regime.",action|speech,Mixed
290_7,290,7,CRISNO 290 CHAD-LIBYA III,CHAD-LIBYA III,French intervention in April-May 1978 and its success in halting Goukouni's advance was perceived by Libya in mid-May as a serious threat to its hegemony in Chad.,action|thought,Mixed
290_8,290,8,CRISNO 290 CHAD-LIBYA III,CHAD-LIBYA III,"Qaddhafi responded on 22 June with an invasion by 800 Libyan troops, who overran several provinces in northern and central Chad.",action,Action
290_9,290,9,CRISNO 290 CHAD-LIBYA III,CHAD-LIBYA III,"Libya's escalation of hostilities, in turn, created a crisis for Chad.",thought,Thought
290_10,290,10,CRISNO 290 CHAD-LIBYA III,CHAD-LIBYA III,President Malloum responded on 20 July with an appeal to the OAU to denounce Libya's intervention and to press for the withdrawal of Libya's forces from Chad's territory.,speech,Speech
290_11,290,11,CRISNO 290 CHAD-LIBYA III,CHAD-LIBYA III,"While an OAU commission was investigating Chad's charges, France and Libya concluded a secret agreement in late July 1978 providing for a de facto partition of Chad at the 16th Parallel into two spheres of influence.",action,Action
290_12,290,12,CRISNO 290 CHAD-LIBYA III,CHAD-LIBYA III,The formation of a virtual condominium over Chad ended the crisis for these two actors.,thought,Thought
290_13,290,13,CRISNO 290 CHAD-LIBYA III,CHAD-LIBYA III,"Chad's crisis ended on 29 August, when an agreement was reached in Khartoum creating a National Unity Government, with Habr as Prime Minister and Malloum continuing as President and their military forces formally integrated.",thought,Thought
290_14,290,14,CRISNO 290 CHAD-LIBYA III,CHAD-LIBYA III,"The UN, the U.S., and the USSR remained aloof from this crisis.",,No Event
136_1,136,1,CRISNO 136 SUEZ CANAL,SUEZ CANAL,"This crisis lasted from 30 July 1951 to 30 January 1952 and involved two crisis actors, Egypt and the United Kingdom.",,No Event
136_2,136,2,CRISNO 136 SUEZ CANAL,SUEZ CANAL,At the end of World War II Egypt had demanded the abrogation of the 1936 Anglo-Egyptian treaty on the Suez Canal and its unification with Sudan.,speech,Speech
136_3,136,3,CRISNO 136 SUEZ CANAL,SUEZ CANAL,"When Britain promised self-determination to Sudan, Egypt's relations with the U.K. worsened, and talks between the two countries to renew the treaty allowing a British presence in the Canal Zone ran into difficulties.",speech,Speech
136_4,136,4,CRISNO 136 SUEZ CANAL,SUEZ CANAL,A shift toward radicalization in Egypt's political life occurred.,,No Event
136_5,136,5,CRISNO 136 SUEZ CANAL,SUEZ CANAL,On 30 July 1951 a crisis was triggered for Egypt by the U.K.'s reaffirmation of its rights to the Canal under the 1936 treaty and a call for U.S. support.,speech|thought,Mixed
136_6,136,6,CRISNO 136 SUEZ CANAL,SUEZ CANAL,Cairo viewed this as an implied threat of force and an explicit threat to Egypt's sovereignty over the Canal Zone.,thought,Thought
136_7,136,7,CRISNO 136 SUEZ CANAL,SUEZ CANAL,"Egypt's response, on 8 October 1951, which triggered a crisis for the U.K., was a draft proposal to the Egyptian parliament calling for the abrogation of the treaty and demanding British evacuation of the Suez Canal Zone.",speech|thought,Mixed
136_8,136,8,CRISNO 136 SUEZ CANAL,SUEZ CANAL,"The U.K. responded on 16 October by declaring a state of emergency for its forces in Egypt and a decision to reinforce troops in the Canal Zone, as well as to prohibit the export of arms to Egypt.",action,Action
136_9,136,9,CRISNO 136 SUEZ CANAL,SUEZ CANAL,Attempts to force the evacuation of British troops by a popular resistance movement caused prolonged and serious clashes.,action,Action
136_10,136,10,CRISNO 136 SUEZ CANAL,SUEZ CANAL,Guerrilla warfare in Egypt against the British continued for some time until the country was in near-total disorder.,action,Action
136_11,136,11,CRISNO 136 SUEZ CANAL,SUEZ CANAL,Egypt's crisis ended on 27 January 1952 when King Farouk appointed a new government.,thought,Thought
136_12,136,12,CRISNO 136 SUEZ CANAL,SUEZ CANAL,The crisis for the U.K. ended on 30 January when the Egyptian prime minister called upon the British ambassador and agreed to resume talks.,thought,Thought
136_13,136,13,CRISNO 136 SUEZ CANAL,SUEZ CANAL,The United States strongly supported the British position.,action,Action
136_14,136,14,CRISNO 136 SUEZ CANAL,SUEZ CANAL,The USSR was not involved.,,No Event
136_15,136,15,CRISNO 136 SUEZ CANAL,SUEZ CANAL,"Egypt appealed to the UN in November 1951, and an inquiry committee was set up.",action|speech,Mixed
136_16,136,16,CRISNO 136 SUEZ CANAL,SUEZ CANAL,The Political Committee of the Arab League passed a resolution on 3 September 1951 expressing full support for Egypt.,action,Action
291_1,291,1,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,Fighting between South African forces and guerrillas based in Angola led to a crisis for South Africa and Angola from 3 to 17 May 1978.,,No Event
291_2,291,2,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,"For much of the period since the SWAPO guerrilla war against the SADF stationed in Namibia began in 1966, its raids had been carried out from neighboring states.",,No Event
291_3,291,3,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,"Since its civil war in 1975-76, Angola had become the main staging area for SWAPO raids.",,No Event
291_4,291,4,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,In the early months of 1978 there was an intensification of SWAPO activity.,action,Action
291_5,291,5,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,SADF losses were reported in periodic clashes in the northern Namibian border region.,,No Event
291_6,291,6,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,In February 1978 Angola complained to the UN Secretary-General of South African violations of its territory and airspace.,speech,Speech
291_7,291,7,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,A SWAPO attack on the Ruacana hydroelectric power station in Namibia's border area with Angola on 3 May triggered a crisis for South Africa.,thought,Thought
291_8,291,8,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,"The South African foreign minister and the army chief of operations reported that a raid of approximately 700 South African troops into Angola, on 4 May, was a response to the upsurge of guerrilla activity and the SWAPO raid the day before.",action,Action
291_9,291,9,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,That act catalyzed a crisis for Angola.,thought,Thought
291_10,291,10,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,"Angolan sources stated that the SADF occupied the town of Cassinga, 230 kilometers north of the border, which South Africa claimed to be SWAPO's main operational base.",action,Action
291_11,291,11,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,The town of Chetequera was also attacked.,action,Action
291_12,291,12,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,"South Africa's raid was the largest since 1975-76, when its forces were involved on the side of UNITA in the Angolan civil war.",,No Event
291_13,291,13,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,"In the operations at Cassinga, which lasted for 12 hours, six South African soldiers and about 1,000 refugees were reportedly killed.",,No Event
291_14,291,14,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,"In addition to ground forces, aircraft were alleged to have been involved.",,No Event
291_15,291,15,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,Angolan troops met the attacking forces.,,No Event
291_16,291,16,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,On 5 May Angola appealed to the United Nations for support.,speech,Speech
291_17,291,17,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,"The following day a resolution was passed by the Security Council unanimously condemning South Africa and warning that ""more effective measures might be taken.""",speech,Speech
291_18,291,18,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,"With the resolution, and the end of the raid, the crisis ended for Angola on 6 May.",thought,Thought
291_19,291,19,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,"The ambassadors of Canada, France, the U.K., the U.S., and West Germany in South Africa formed a committee, known as the Contact Group, to investigate and propose solutions to the problem.",action,Action
291_20,291,20,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,"On 17 May, for the first time since the raid, the South African foreign minister met with the Contact Group.",action,Action
291_21,291,21,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,"This meeting, signaling a major reduction in stress, ended the crisis over Cassinga for South Africa.",thought,Thought
291_22,291,22,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,U.S. activity was confined to the political realm.,,No Event
291_23,291,23,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,On 6 May the United States expressed grave concern and urgently requested that South Africa explain its behavior.,speech,Speech
291_24,291,24,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,The U.S. also participated in the Contact Group.,,No Event
291_25,291,25,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,"The USSR was a major supplier of arms to Angola through Cuba, as well as arms and advisors to SWAPO.",,No Event
291_26,291,26,CRISNO 291 CASSINGA INCIDENT,CASSINGA INCIDENT,The OAU condemned South Africa on 9 May 1978 and called for the withdrawal of South African troops from Namibia.,speech,Speech
423_1,423,1,CRISNO 423 CYPRUS-TURKEY MISSILE CRISIS,CYPRUS-TURKEY MISSILE CRISIS,A crisis between Cyprus and Turkey began on 24 January 1998 and was terminated on 29 December 1998.,,No Event
423_2,423,2,CRISNO 423 CYPRUS-TURKEY MISSILE CRISIS,CYPRUS-TURKEY MISSILE CRISIS,"and Pre-CrisisIn January 1997, the Cypriot government placed an order for the purchase of Russian made S-300 surface to air missiles.",action,Action
423_3,423,3,CRISNO 423 CYPRUS-TURKEY MISSILE CRISIS,CYPRUS-TURKEY MISSILE CRISIS,"The S-300 has a range of about 140 kms, and would reportedly overturn the air superiority of the Turkish forces in the island.",,No Event
423_4,423,4,CRISNO 423 CYPRUS-TURKEY MISSILE CRISIS,CYPRUS-TURKEY MISSILE CRISIS,"Several European governments, the US and the UN urged the Cypriot government to cancel the purchase to avoid further tensions with Turkey.",speech,Speech
423_5,423,5,CRISNO 423 CYPRUS-TURKEY MISSILE CRISIS,CYPRUS-TURKEY MISSILE CRISIS,"While refusing to cancel the order, the Greek Cypriot government stated that there was no fixed date for the missile deployment.",speech,Speech
423_6,423,6,CRISNO 423 CYPRUS-TURKEY MISSILE CRISIS,CYPRUS-TURKEY MISSILE CRISIS,It added that the purchase was partly intended to focus international attention on the need for a solution to the wider Cyprus problem.,,No Event
423_7,423,7,CRISNO 423 CYPRUS-TURKEY MISSILE CRISIS,CYPRUS-TURKEY MISSILE CRISIS,The trigger to the crisis was the completion of a military airfield base alongside the civil airport in Paphos on 24 January 1998.,thought,Thought
423_8,423,8,CRISNO 423 CYPRUS-TURKEY MISSILE CRISIS,CYPRUS-TURKEY MISSILE CRISIS,The site was to be protected by the S-300 missiles.,thought,Thought
423_9,423,9,CRISNO 423 CYPRUS-TURKEY MISSILE CRISIS,CYPRUS-TURKEY MISSILE CRISIS,"The completion of the airbase triggered a crisis for Turkey, which perceived it as a potential military threat to its airspace.",thought,Thought
423_10,423,10,CRISNO 423 CYPRUS-TURKEY MISSILE CRISIS,CYPRUS-TURKEY MISSILE CRISIS,The Turkish government warned that it may use force to prevent the deployment of the missiles.,speech,Speech
423_11,423,11,CRISNO 423 CYPRUS-TURKEY MISSILE CRISIS,CYPRUS-TURKEY MISSILE CRISIS,The threat of military action by Turkey triggered a crisis for Cyprus in late January 1998.,thought,Thought
423_12,423,12,CRISNO 423 CYPRUS-TURKEY MISSILE CRISIS,CYPRUS-TURKEY MISSILE CRISIS,"Greece, although not an actor in this crisis, said that it would regard such an attack as cause for war with Turkey.",speech,Speech
423_13,423,13,CRISNO 423 CYPRUS-TURKEY MISSILE CRISIS,CYPRUS-TURKEY MISSILE CRISIS,"Concerned with the volatile situation, the EU threatened to suspend its accession talks with Cyprus if the weapons deployment were to occur.",speech,Speech
423_14,423,14,CRISNO 423 CYPRUS-TURKEY MISSILE CRISIS,CYPRUS-TURKEY MISSILE CRISIS,"Following intense pressure from the EU, the US and the UN, and detailed discussions with Greece, Cyprus announced on 29 December 1998 that it was canceling its plans.",speech,Speech
423_15,423,15,CRISNO 423 CYPRUS-TURKEY MISSILE CRISIS,CYPRUS-TURKEY MISSILE CRISIS,"The missiles would now be deployed on the Greek island of Crete, which meant that the Turkish airspace would no longer be threatened by the weapons.",speech,Speech
423_16,423,16,CRISNO 423 CYPRUS-TURKEY MISSILE CRISIS,CYPRUS-TURKEY MISSILE CRISIS,This was the end of the crisis.,action|thought,Mixed
423_17,423,17,CRISNO 423 CYPRUS-TURKEY MISSILE CRISIS,CYPRUS-TURKEY MISSILE CRISIS,"However, the Turkish government claimed that the deployment of the missiles in Crete would aggravate relations between NATO allies, Turkey and Greece.",speech,Speech
423_18,423,18,CRISNO 423 CYPRUS-TURKEY MISSILE CRISIS,CYPRUS-TURKEY MISSILE CRISIS,"The United Nations, the European Union and the United States expressed concern over the situation.",speech,Speech
423_19,423,19,CRISNO 423 CYPRUS-TURKEY MISSILE CRISIS,CYPRUS-TURKEY MISSILE CRISIS,The UN called for a cancellation of the missile order.,speech,Speech
423_20,423,20,CRISNO 423 CYPRUS-TURKEY MISSILE CRISIS,CYPRUS-TURKEY MISSILE CRISIS,There was no mediation in the case.,,No Event
94_1,94,1,CRISNO 94 D-DAY,D-DAY,An intrawar crisis for Germany was triggered by the Allied landing in Western Europe on 6 June 1944.,,No Event
94_2,94,2,CRISNO 94 D-DAY,D-DAY,It lasted until Germany's surrender on 7 May 1945.,,No Event
94_3,94,3,CRISNO 94 D-DAY,D-DAY,By 1944 the tide of war had definitely turned in the Allies' favor.,,No Event
94_4,94,4,CRISNO 94 D-DAY,D-DAY,The end of Axis resistance in North Africa had been achieved by 13 May 1943.,,No Event
94_5,94,5,CRISNO 94 D-DAY,D-DAY,"For many months careful and elaborate plans for the invasion of France had been made by the Supreme Headquarters of the Allied Expeditionary Forces, commanded by General Eisenhower.",,No Event
94_6,94,6,CRISNO 94 D-DAY,D-DAY,The chief base for the concentration of troops and war materials was the U.K.; and the plan of the campaign had been rehearsed and prepared to the finest detail.,,No Event
94_7,94,7,CRISNO 94 D-DAY,D-DAY,"An IWC was triggered for Germany on 6 June 1944 when British, American and Canadian forces invaded Nazi-occupied Western Europe.",thought,Thought
94_8,94,8,CRISNO 94 D-DAY,D-DAY,"The German response was immediate: wherever they encountered Allied troops they fought back, hoping to prevent a firm Allied foothold on the Normandy coast.",action,Action
94_9,94,9,CRISNO 94 D-DAY,D-DAY,"Within one week, however, a strip of beach 60 miles long had been occupied and artificial harbors were constructed -- to offset the lack of port facilities for disembarkation.",action,Action
94_10,94,10,CRISNO 94 D-DAY,D-DAY,With the capture of Cherbourg on 27 June the Allies gained a major port.,action,Action
94_11,94,11,CRISNO 94 D-DAY,D-DAY,"Throughout the summer they advanced into France and Belgium, and, on 2 September 1944, the U.S. First Army crossed the German frontier.",action,Action
94_12,94,12,CRISNO 94 D-DAY,D-DAY,"The advance was halted when an Allied attempt to outflank the West Wall through the flat Dutch territory in the north failed, and survivors of an Allied airborne division, which had been dropped in Holland at Arnhem, had to be withdrawn.",action,Action
94_13,94,13,CRISNO 94 D-DAY,D-DAY,On 16 December the Germans broke through U.S. defense lines in the Belgian and Luxembourg sector.,action,Action
94_14,94,14,CRISNO 94 D-DAY,D-DAY,"The Battle of the Bulge inflicted heavy losses, and the Allied forces were driven back to the Meuse.",action,Action
