source_an,source_form_codebook,source_form_numeric,source_form_raw,text,gt_protest_form
SZ-20140510-KRBWR-141,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstranten,Demonstration / Assembly
SZ-20140510-KRBWR-141,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ-20140510-KRBWR-141,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,Sachbeschädigung,Attack with Damage to Property
SZ-20140513-PBBR-80,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event","riesige Brunch-Tafel aufgebaut, an der gemeinsam gespeist und getrunken wurde",Non-verbal Protest / Cultural Event
SZ-20140520-PFNBU-215,"14 Unterschriftensammlung, Petition",14.0,petition,sammelt nun stadtweit Unterschriften,Petition
SZ-20140520-PFNBU-215,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
SZ-20140520-PFNBU-215,"14 Unterschriftensammlung, Petition",14.0,petition,mit Unterschriftenlisten unterwegs,Petition
SZ-20140602-PMEFF-749,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event","Auch wenn es nicht möglich war, die Regenbogenflagge als Symbol des CSD vor dem Rathaus zu hissen, so habe doch die Stadt ein Hochhaus zur Verfügung gestellt",Non-verbal Protest / Cultural Event
SZ-20140602-PMEFF-749,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Protestplakate hoch,Leaflet / Resolution / Open Letter
SZ-20140607-EPPPZ-171,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,Banderolen der Bürgerinitiative Pillnitzer Parkeintritt (BI) zerstört,Attack with Damage to Property
SZ-20140607-EPPPZ-171,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,mit einem scharfen Gegenstand zerschnitten,Attack with Damage to Property
SZ-20140617-KBP-197,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",ein selbst verfasstes Protestschreiben,Leaflet / Resolution / Open Letter
SZ-20140617-KBP-197,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",nahm Brief und Bilder der Kinder,Leaflet / Resolution / Open Letter
SZ-20140619-AIR-771,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",NPD-Demo,Demonstration / Assembly
SZ-20140620-LPUEVZ-378,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",NPD-Kundgebung,Demonstration / Assembly
SZ-20140623-PZLDD-157,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
SZ-20140623-PZLDD-157,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Marsches,Demonstration / Assembly
SZ-20140625-KAELSN-612,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Protestplakate,Leaflet / Resolution / Open Letter
SZ-20140704-EPVL-120,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Eltern-Protest,Demonstration / Assembly
SZ-20140704-EPVL-120,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrierten,Demonstration / Assembly
SZ-20140707-DGA-132,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrieren,Demonstration / Assembly
SZ-20140707-DGA-132,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ-20140715-LPWA-664,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
SZ-20140721-SSSUEP-277,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ-20140721-SSSUEP-277,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
SZ-20140730-JDGDF-433,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",öffentlichen Versammlung,Demonstration / Assembly
SZ-20140802-HDF-1650,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrierten,Demonstration / Assembly
SZ-20140802-ZDUNR-439,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ-20141002-SPIL-394,10 Streik,10.0,strike,Warnstreik,Strike
SZ-20141004-SSSSU-143,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Auftritten,Non-verbal Protest / Cultural Event
SZ-20141004-SSSSU-143,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20141004-SSSSU-143,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriftenlisten,Petition
SZ-20141015-JKFHF-148,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ-20141015-JKFHF-148,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",zogen,Demonstration / Assembly
SZ-20141015-JKFHF-148,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20141017-FEFDP-823,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Vor dem Amtsgericht demonstrieren,Demonstration / Assembly
SZ-20141104-ESFDR-587,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Spaziergang,Demonstration / Assembly
SZ-20141104-ESFDR-587,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Abendspaziergangs,Demonstration / Assembly
SZ-20141104-ESFDR-587,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
SZ-20141104-ESFDR-587,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20141105-PPSFM-344,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Warnaktion vor dem Werktor,Demonstration / Assembly
SZ-20141110-HWPGI-139,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ-20141111-KDAR-362,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrierten am Rathaus,Demonstration / Assembly
SZ-20141111-KDAR-362,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",gingen sie gestern auf die Straße,Demonstration / Assembly
SZ-20141111-KDAR-362,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly","Menschen versammelt, um zu demonstrieren",Demonstration / Assembly
SZ-20141111-KDAR-362,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrierten am Rathaus,Demonstration / Assembly
SZ-20141111-KDAR-362,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",gingen sie gestern auf die Straße,Demonstration / Assembly
SZ-20141111-KDAR-362,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly","Menschen versammelt, um zu demonstrieren",Demonstration / Assembly
SZ-20141117-BEA-428,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demozug,Demonstration / Assembly
SZ-20141117-BEA-428,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemo,Demonstration / Assembly
SZ-20141117-DDBNA-1014,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",vor dem Rathaus in der Kieler Straße versammelt,Demonstration / Assembly
SZ-20141121-DISD-1816,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Protesttrupp,Demonstration / Assembly
SZ-20141121-DISD-1816,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Kleidertauschbörse,Non-verbal Protest / Cultural Event
SZ-20141125-BBDGI-245,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",versammelten sich,Demonstration / Assembly
SZ-20141125-BBDGI-245,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ-20141125-BBDGI-245,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemonstranten skandierten am Theaterplatz,Demonstration / Assembly
SZ-20141126-NAFAAE-178,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Aufmarsch,Demonstration / Assembly
SZ-20141202-PPOE-2075,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20141202-PPOE-2075,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Protestmarsch,Demonstration / Assembly
SZ-20141202-PPOE-2075,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Pegida-Protestzug,Demonstration / Assembly
SZ-20141203-EDWDA-87,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstrationen,Demonstration / Assembly
SZ-20141203-EDWDA-87,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",säumten rund 40 Bewohner die Karl-Marx-Straße,Demonstration / Assembly
SZ-20141203-EDWDA-87,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",zeigten als Lichterkette,Non-verbal Protest / Cultural Event
SZ-20141206-HHUE-101,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event","mischten sich Vertreter der Partei \\""\""\""\""\""\""\""Die Partei\""\""\""\""\""\""\""\"" unter die Demonstranten und entrollten ihr eigenes Plakat""",Non-verbal Protest / Cultural Event
SZ-20141209-PEPAO-199,"14 Unterschriftensammlung, Petition",14.0,petition,Prinz-Eugen-Petition,Petition
SZ-20141209-PEPAO-199,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
SZ-20141216-DDDCR-373,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
SZ-20141216-DDDCR-373,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemonstranten,Demonstration / Assembly
SZ-20141216-DDDCR-373,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstranten,Demonstration / Assembly
SZ-20141218-PSEID-776,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ-20141218-PSEID-776,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ-20141222-PWAB-2181,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly","demonstriert,",Demonstration / Assembly
SZ-20141222-PWAB-2181,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
SZ-20141222-PWAB-2181,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Pegida-Demo,Demonstration / Assembly
SZ-20141222-PWAB-2181,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Pegida-Kundgebung,Demonstration / Assembly
SZ-20141223-MOEBW-706,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Liederabend,Non-verbal Protest / Cultural Event
SZ-20141223-MOEBW-706,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Protestierer,Demonstration / Assembly
SZ-20150106-LUS-581,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Abendspaziergang,Demonstration / Assembly
SZ-20150106-LUS-581,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Spaziergang,Demonstration / Assembly
SZ-20150106-LUS-581,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20150106-LUS-581,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegenkundgebungen,Demonstration / Assembly
SZ-20150106-LUS-581,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",zogen,Demonstration / Assembly
SZ-20150106-LUS-581,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegenkundgebungen,Demonstration / Assembly
SZ-20150106-LUS-581,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",versammelt,Demonstration / Assembly
SZ-20150106-LUS-581,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",lauschten zunächst den Bands Banda Comunale und Yellow Umbrella,Demonstration / Assembly
SZ-20150106-LUS-581,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",zur Cockerwiese zu laufen,Demonstration / Assembly
SZ-20150106-LUS-581,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",symbolisch den Platz der Pegida-Kundgebung zu reinigen,Non-verbal Protest / Cultural Event
SZ-20150210-SRUAP-303,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",lagen gestern plötzlich 176 Gebetsteppiche,Non-verbal Protest / Cultural Event
SZ-20150216-PGN-590,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Zug,Demonstration / Assembly
SZ-20150216-PGN-590,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Abschlusskundgebung,Demonstration / Assembly
SZ-20150216-PGN-590,"11 Blockade, Sit in",11.0,"blockade, sit-in",Sitzblockade,Blockade / Sit-in
SZ-20150216-PGN-590,"11 Blockade, Sit in",11.0,"blockade, sit-in",setzten sich dann bereits mehr auf die Straße,Blockade / Sit-in
SZ-20150216-PGN-590,"11 Blockade, Sit in",11.0,"blockade, sit-in",besetzt war,Blockade / Sit-in
SZ-20150216-PGN-590,"11 Blockade, Sit in",11.0,"blockade, sit-in",Blockaden,Blockade / Sit-in
SZ-20150216-PGN-590,"11 Blockade, Sit in",11.0,"blockade, sit-in",Blockade,Blockade / Sit-in
SZ-20150216-PGN-590,"11 Blockade, Sit in",11.0,"blockade, sit-in",Blockade,Blockade / Sit-in
SZ-20150216-PGN-590,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegenprotest,Demonstration / Assembly
SZ-20150224-ZUEVRC-604,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Spaziergang,Demonstration / Assembly
SZ-20150224-ZUEVRC-604,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstranten,Demonstration / Assembly
SZ-20150303-PMFUEW-249,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",marschiert,Demonstration / Assembly
SZ-20150303-PMFUEW-249,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",liefen,Demonstration / Assembly
SZ-20150303-PMFUEW-249,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Pegida-Demonstration,Demonstration / Assembly
SZ-20150305-SCLSS-687,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
SZ-20150310-PKNKI-249,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Abendspaziergang,Demonstration / Assembly
SZ-20150310-PKNKI-249,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Marsch,Demonstration / Assembly
SZ-20150310-PKNKI-249,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Zug,Demonstration / Assembly
SZ-20150310-PKNKI-249,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20150331-EWTBP-185,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Pegida-Spaziergänger,Demonstration / Assembly
SZ-20150331-EWTBP-185,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Konzert,Non-verbal Protest / Cultural Event
SZ-20150414-EKSUG-1563,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20150414-EKSUG-1563,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Pegidademo,Demonstration / Assembly
SZ-20150414-EKSUG-1563,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegenkundgebung,Demonstration / Assembly
SZ-20150414-EKSUG-1563,"11 Blockade, Sit in",11.0,"blockade, sit-in",blockieren,Blockade / Sit-in
SZ-20150414-EKSUG-1563,"11 Blockade, Sit in",11.0,"blockade, sit-in",Blockade,Blockade / Sit-in
SZ-20150414-EKSUG-1563,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",ökumenischen Friedensgebot,Non-verbal Protest / Cultural Event
SZ-20150414-EKSUG-1563,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",dahinter skandieren Hunderte Gegendemonstranten,Demonstration / Assembly
SZ-20150414-EKSUG-1563,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Sternmarsch-Aufzüge,Demonstration / Assembly
SZ-20150502-BDWI-620,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",gingen rund 9 000 Dresdner auf die Straße,Demonstration / Assembly
SZ-20150502-BDWI-620,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Sternlauf,Demonstration / Assembly
SZ-20150508-ZBEB-795,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,lässt sie ein Stück des Elberadweges wegreißen,Attack with Damage to Property
SZ-20150508-ZBEB-795,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Die Menge um sie herum,Demonstration / Assembly
SZ-20150528-ETIBP-788,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",lässt auf dem Neumarkt Riesenballons mit den Konterfeis der G7-Staats-und Regierungschefs schweben,Non-verbal Protest / Cultural Event
SZ-20150528-ETIBP-788,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstranten,Demonstration / Assembly
SZ-20150528-ETIBP-788,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
SZ-20150618-GADA-151,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gedenken an,Demonstration / Assembly
SZ-20150618-GADA-151,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrierte,Demonstration / Assembly
SZ-20150618-GADA-151,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemonstranten,Demonstration / Assembly
SZ-20150725-HSZAD-1276,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",protestierte,Demonstration / Assembly
SZ-20150725-HSZAD-1276,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
SZ-20150725-HSZAD-1276,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemo,Demonstration / Assembly
SZ-20150820-DSZDS-1042,"11 Blockade, Sit in",11.0,"blockade, sit-in",protestiert mit einer Sitzblockade,Blockade / Sit-in
SZ-20150820-DSZDS-1042,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ-20150820-DSZDS-1042,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",zu einem Protestcamp von Flüchtlingen auf dem Theaterplatz strömen,Demonstration / Assembly
SZ-20150825-PGPAK-229,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Pegida-Demo,Demonstration / Assembly
SZ-20150825-PGPAK-229,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Abendspaziergang,Demonstration / Assembly
SZ-20150825-PGPAK-229,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",mehrere Meter große Transparent,Leaflet / Resolution / Open Letter
SZ-20150901-PGLA-189,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Umzug,Demonstration / Assembly
SZ-20150901-PGLA-189,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20150901-PGLA-189,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemo,Demonstration / Assembly
SZ-20150901-PGLA-189,"11 Blockade, Sit in",11.0,"blockade, sit-in",wurde von Gegnern blockiert,Blockade / Sit-in
SZ-20150916-DTVDZ-412,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",tanzen vor dem Zeltlager\nDresdner und Flüchtlinge,Non-verbal Protest / Cultural Event
SZ-20150916-DTVDZ-412,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",die gut 300 Dresdner mit den Flüchtlingen zu tanzen begannen,Non-verbal Protest / Cultural Event
SZ-20150916-DTVDZ-412,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrieren,Demonstration / Assembly
SZ-20150916-DTVDZ-412,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",NPD-Demo,Demonstration / Assembly
SZ-20150919-DUNAI-164,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",auf die Straße,Demonstration / Assembly
SZ-20150919-DUNAI-164,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20150919-DUNAI-164,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",auf die Straße,Demonstration / Assembly
SZ-20150919-DUNAI-164,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",versammelten sich,Demonstration / Assembly
SZ-20150919-DUNAI-164,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",protestierten,Demonstration / Assembly
SZ-20151019-AMISN-165,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
SZ-20151019-AMISN-165,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemonstranten mit Schildern,Demonstration / Assembly
SZ-20151019-AMISN-165,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Flugblätter,Leaflet / Resolution / Open Letter
SZ-20151027-PDWID-134,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrierten,Demonstration / Assembly
SZ-20151027-PDWID-134,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",marschierte die Menschenmenge durch die Stadt,Demonstration / Assembly
SZ-20151027-PDWID-134,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",mit Plakaten und auf einer großen Videowand,Leaflet / Resolution / Open Letter
SZ-20151028-DFAII-553,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,fackelten die Unbekannten gegen 21 Uhr drei Autos,Attack with Damage to Property
SZ-20151028-DFAII-553,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,Auch diese Fahrzeuge wurden vernichtet und drei weitere beschädigt,Attack with Damage to Property
SZ-20151028-DFAII-553,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,drei Autos angezündet,Attack with Damage to Property
SZ-20151103-PIUS-168,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",auf dem Neumarkt versammelt,Demonstration / Assembly
SZ-20151103-PIUS-168,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegenkundgebung,Demonstration / Assembly
SZ-20151107-VIADM-467,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Pegida-Aufmarsches,Demonstration / Assembly
SZ-20151109-VFPAT-345,"14 Unterschriftensammlung, Petition",14.0,petition,Online-Petition,Petition
SZ-20151124-PUCVD-197,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
SZ-20151124-PUCVD-197,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrieren,Demonstration / Assembly
SZ-20151201-PPEA-166,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Pegida-Demonstration,Demonstration / Assembly
SZ-20151201-PPEA-166,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
SZ-20151201-PPEA-166,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemonstranten,Demonstration / Assembly
SZ-20151208-IARB-328,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
SZ-20151209-SVRDI-473,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
SZ-20151219-ANZBN-347,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrieren,Demonstration / Assembly
SZ-20151219-ANZBN-347,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",NPD-Kundgebung,Demonstration / Assembly
SZ-20151228-FUESD-1228,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,"fliegen am 9. Oktober Steine, Bengalos brennen",Attack with Damage to Property
SZ-20151228-FUESD-1228,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,"attackierten das Willkommensfest \\""\""\""\""\""\""\""Herz statt Hetze\""\""\""\""\""\""\""\""""",Attack with Damage to Property
