source_id,source_party,source_year,source_original_id,source_major_topic,source_subtopic,source_words,text,gt_policy_topic
cap_party_republican_14029,Republican,2004.0,14029,19,1921.0,28.0,"Three years ago, al Qaedaââ Â¬Â¥s secure home base was in Afghanistan, a country ruled by the Taliban, one of the most backward and brutal regimes of modern history.",International Affairs
cap_party_republican_14030,Republican,2004.0,14030,19,1921.0,5.0,Schooling was denied to girls.,International Affairs
cap_party_republican_14031,Republican,2004.0,14031,19,1921.0,7.0,Women were whipped and executed in public.,International Affairs
cap_party_republican_14032,Republican,2004.0,14032,19,1921.0,4.0,Millions lived in fear.,International Affairs
cap_party_republican_14033,Republican,2004.0,14033,19,1927.0,30.0,"With protection from the Taliban, al Qaeda and its associates trained, indoctrinated, and sent forth thousands of killers to set up terror cells in dozens of countries, including our own.",International Affairs
cap_party_republican_14034,Republican,2004.0,14034,19,1921.0,12.0,"Today, Afghanistan is a world away from the nightmare of the Taliban.",International Affairs
cap_party_republican_14035,Republican,2004.0,14035,19,1921.0,5.0,Twenty-eight million people are free.,International Affairs
cap_party_republican_14036,Republican,2004.0,14036,19,1921.0,8.0,That country has a good and just president.,International Affairs
cap_party_republican_14037,Republican,2004.0,14037,19,1921.0,6.0,Boys and girls are being educated.,International Affairs
cap_party_republican_14038,Republican,2004.0,14038,19,1921.0,3.0,Women are respected.,International Affairs
cap_party_republican_14039,Republican,2004.0,14039,19,1921.0,18.0,"Many refugees have returned home to rebuild their country, and a presidential election is scheduled for this fall.",International Affairs
cap_party_republican_14040,Republican,2004.0,14040,19,1921.0,21.0,The terror camps are closed and the Afghan government is helping us to hunt the Taliban and terrorists in remote regions.,International Affairs
cap_party_republican_14041,Republican,2004.0,14041,19,1927.0,18.0,"Today, because we acted to liberate Afghanistan, a threat has been removed, and the American people are safer.",International Affairs
cap_party_republican_14042,Republican,2004.0,14042,19,1921.0,18.0,"Three years ago, Pakistan was one of the few countries in the world that recognized the Taliban regime.",International Affairs
cap_party_republican_14043,Republican,2004.0,14043,19,1927.0,8.0,Al Qaeda was active and recruiting in Pakistan.,International Affairs
cap_party_republican_14044,Republican,2004.0,14044,19,1927.0,16.0,Pakistan served as a transit point for al Qaeda terrorists leaving Afghanistan on missions of murder.,International Affairs
cap_party_republican_14045,Republican,2004.0,14045,19,1927.0,35.0,The United States could not count on the support of Pakistanââ Â¬Â¥s military and civilian leaders ââ Â¬Ãª the very people we would need to help shut down al Qaeda operations in that part of the world.,International Affairs
cap_party_republican_14046,Republican,2004.0,14046,19,1927.0,17.0,"Today, the governments of the United States and Pakistan are working closely in the fight against terror.",International Affairs
cap_party_republican_14047,Republican,2004.0,14047,19,1927.0,18.0,"Pakistan has helped capture Khalid Sheik Mohammed, the operational planner behind the September 11 attacks, and other terrorists.",International Affairs
cap_party_republican_14048,Republican,2004.0,14048,19,1927.0,11.0,Pakistani forces are rounding up terrorists along their nationââ Â¬Â¥s western border.,International Affairs
cap_party_republican_14049,Republican,2004.0,14049,19,1927.0,23.0,"Today, because we are working with Pakistani leaders, Pakistan is an ally in the War on Terror, and the American people are safer.",International Affairs
cap_party_republican_14050,Republican,2004.0,14050,19,1927.0,9.0,"Three years ago, terrorists were well-established in Saudi Arabia.",International Affairs
cap_party_republican_14051,Republican,2004.0,14051,19,1927.0,19.0,"Inside that country, fundraisers and other facilitators gave al Qaeda financial and logistical help with little scrutiny or opposition.",International Affairs
cap_party_republican_14052,Republican,2004.0,14052,19,1927.0,18.0,"Today, after the attacks in Riyadh and elsewhere, the Saudi government knows that al Qaeda is its enemy.",International Affairs
cap_party_republican_14053,Republican,2004.0,14053,19,1927.0,15.0,Saudi Arabia is working hard to shut down the facilitators and financial supporters of terrorism.,International Affairs
cap_party_republican_14054,Republican,2004.0,14054,19,1927.0,17.0,The government has captured or killed many first-tier leaders of the al Qaeda organization in Saudi Arabia.,International Affairs
cap_party_republican_14055,Republican,2004.0,14055,19,1927.0,20.0,"Today, because Saudi Arabia has seen the danger and has joined the War on Terror, the American people are safer.",International Affairs
cap_party_republican_14056,Republican,2004.0,14056,19,1921.0,31.0,"Three years ago, the ruler of Iraq was a sworn enemy of America who provided safe haven for terrorists, used weapons of mass destruction, and turned his nation into a prison.",International Affairs
cap_party_republican_14057,Republican,2004.0,14057,19,1921.0,7.0,Saddam Hussein was not just a dictator;,International Affairs
cap_party_republican_14058,Republican,2004.0,14058,19,1921.0,15.0,he was a proven mass murderer who refused to account for weapons of mass murder.,International Affairs
cap_party_republican_14059,Republican,2004.0,14059,19,1921.0,33.0,"He defied the international community and seventeen United Nations resolutions over the course of twelve years, giving no indication that Iraq would ever disarm and comply with the just demands of the world.",International Affairs
cap_party_republican_14060,Republican,2004.0,14060,19,1921.0,36.0,"In 2002 ââ Â¬Ãª in Resolution 1441 ââ Â¬Ãª the United Nations Security Council unanimously voted that Saddam Hussein had one final chance to comply with his obligations to the international community, or there would be serious consequences.",International Affairs
cap_party_republican_14061,Republican,2004.0,14061,19,1921.0,11.0,"As he had for over a decade, he refused to comply.",International Affairs
cap_party_republican_14062,Republican,2004.0,14062,19,1921.0,14.0,"Every responsible nation recognized this threat, and knew it could not go on forever.",International Affairs
cap_party_republican_14063,Republican,2004.0,14063,19,1921.0,36.0,"Today, the dictator who caused decades of death and turmoil, who twice invaded his neighbors, who harbored terrorist leaders, who used chemical weapons on innocent men, women, and children, finally stands before the bar of justice.",International Affairs
cap_party_republican_14064,Republican,2004.0,14064,19,1921.0,21.0,"Iraq, which once had the worst government in the Middle East, is now becoming an example of reform to the region.",International Affairs
cap_party_republican_14065,Republican,2004.0,14065,19,1921.0,22.0,Iraqi security forces are fighting beside coalition troops to defeat the terrorists and foreign fighters who threaten their nation and the world.,International Affairs
cap_party_republican_14066,Republican,2004.0,14066,19,1921.0,39.0,"Today, because America and our coalition helped to end the violent regime of Saddam Hussein, and because we are helping to raise a peaceful democracy in its place, 25 million Iraqis are free and the American people are safer.",International Affairs
cap_party_republican_14067,Republican,2004.0,14067,16,1605.0,21.0,"Three years ago, the nation of Libya, a longtime supporter of terror, was spending millions to acquire chemical and nuclear weapons.",Defense
cap_party_republican_14068,Republican,2004.0,14068,16,1605.0,9.0,"Today, thousands of Libyaââ Â¬Â¥s chemical munitions have been destroyed.",Defense
cap_party_republican_14069,Republican,2004.0,14069,16,1605.0,21.0,Libyaââ Â¬Â¥s nuclear equipment that could ultimately have threatened the lives of hundreds of thousands is stored away in the United States.,Defense
cap_party_republican_14070,Republican,2004.0,14070,16,1605.0,23.0,"Today, because the Libyan government saw the seriousness of the civilized world, and correctly judged its own interests, the American people are safer.",Defense
cap_party_republican_14071,Republican,2004.0,14071,16,1605.0,14.0,"Three years ago, a private weapons proliferation network was doing business around the world.",Defense
cap_party_republican_14072,Republican,2004.0,14072,16,1605.0,32.0,"This network, operated by the Pakistani nuclear scientist A.Q. Khan, was selling nuclear plans and equipment to the highest bidder, and found willing buyers in places like Libya, Iran, and North Korea.",Defense
cap_party_republican_14073,Republican,2004.0,14073,16,1605.0,9.0,"Today, the A.Q. Khan network is out of business.",Defense
cap_party_republican_14074,Republican,2004.0,14074,16,1605.0,20.0,"We have ended one of the most dangerous sources of proliferation in the world, and the American people are safer.",Defense
cap_party_republican_14075,Republican,2004.0,14075,19,1927.0,25.0,"Republicans applaud President Bush, Vice President Cheney, and those who have supported them in the Congress for the steady leadership that led to these successes.",International Affairs
cap_party_republican_14076,Republican,2004.0,14076,19,1927.0,5.0,America must stay the course.,International Affairs
cap_party_republican_14077,Republican,2004.0,14077,19,1927.0,31.0,"In Afghanistan and Iraq, our enemies have seen the results of what civilized nations can, and will, do against regimes that harbor, support, and use terrorism to achieve their political goals.",International Affairs
cap_party_republican_14078,Republican,2004.0,14078,19,1900.0,31.0,"Republicans believe that America and the world must keep our commitments to the people of those countries, who are building the worldââ Â¬Â¥s newest democracies and counting on the world to help.",International Affairs
cap_party_republican_14079,Republican,2004.0,14079,19,1900.0,10.0,Delivering these nations from tyranny has required sacrifice and loss.,International Affairs
cap_party_republican_14080,Republican,2004.0,14080,19,1900.0,13.0,We must honor that sacrifice by finishing the great work we have begun.,International Affairs
cap_party_republican_14081,Republican,2004.0,14081,19,1900.0,22.0,"Republicans appreciate the military, financial, and technical assistance provided by the dozens of nations contributing to the reconstruction of Afghanistan and Iraq.",International Affairs
cap_party_republican_14082,Republican,2004.0,14082,19,1900.0,22.0,"The success of free and stable governments in Afghanistan, Iraq, and elsewhere will further shrink the space in which terrorists can operate.",International Affairs
cap_party_republican_14083,Republican,2004.0,14083,19,1927.0,33.0,"As the entire region sees the promise of freedom in its midst, the terrorist ideology will become more and more irrelevant, until that day when it is viewed with contempt or ignored altogether.",International Affairs
cap_party_republican_14084,Republican,2004.0,14084,19,1927.0,20.0,The forces of many nations are working with Afghans to find and defeat Taliban remnants and eliminate al Qaeda terrorists.,International Affairs
cap_party_republican_14085,Republican,2004.0,14085,19,1921.0,28.0,We applaud the work of American forces and coalition partners in helping to build the new Afghan national army and to train new Afghan police and border patrol.,International Affairs
cap_party_republican_14086,Republican,2004.0,14086,19,1927.0,20.0,"Together, Afghan and international forces will maintain the peace, secure Afghanistanââ Â¬Â¥s borders, and deny terrorists any foothold in that country.",International Affairs
cap_party_republican_14087,Republican,2004.0,14087,19,1921.0,48.0,"We applaud President Bushââ Â¬Â¥s announcement of U.S. support for five new initiatives that will help the Afghan people achieve the peace, stability, and prosperity they deserve ââ Â¬Ãª through support for the development of democracy, educational assistance, cultural exchanges, enhanced bilateral economic ties, and increased economic opportunity for women.",International Affairs
cap_party_republican_14088,Republican,2004.0,14088,19,1921.0,10.0,The road ahead for Afghanistan is still long and difficult.,International Affairs
cap_party_republican_14089,Republican,2004.0,14089,19,1921.0,17.0,Yet the Afghan people can know that their country will never be abandoned to terrorists and killers.,International Affairs
cap_party_republican_14090,Republican,2004.0,14090,19,1921.0,32.0,"The world and the United States look forward to elections this year in Afghanistan and stand with the Afghan people as partners in their quest for peace and prosperity, stability, and democracy.",International Affairs
cap_party_republican_14091,Republican,2004.0,14091,16,1619.0,20.0,"As Republicans, we do not equivocate, as others have done, about whether America should have gone to war in Iraq.",Defense
cap_party_republican_14092,Republican,2004.0,14092,16,1619.0,14.0,The best intelligence available at the time indicated that Saddam Hussein was a threat.,Defense
cap_party_republican_14093,Republican,2004.0,14093,16,1619.0,16.0,"On that point, President Bush, members of both parties in Congress, and the United Nations agreed.",Defense
cap_party_republican_14094,Republican,2004.0,14094,16,1619.0,38.0,"While the stockpiles of weapons of mass destruction we expected to find in Iraq have not yet materialized, we have confirmed that Saddam Hussein had the capability to reconstitute his weapons programs and the desire to do so.",Defense
cap_party_republican_14095,Republican,2004.0,14095,16,1619.0,35.0,"Our nation did the right thing, and the American people are now safer because we and our allies ended the brutal dictatorship of Saddam Hussein, halting his decades-long pursuit of chemical, biological, and nuclear weapons.",Defense
cap_party_republican_14096,Republican,2004.0,14096,16,1619.0,13.0,President Bush had a choice to make: Trust a madman or defend America.,Defense
cap_party_republican_14097,Republican,2004.0,14097,16,1619.0,4.0,He chose defending America.,Defense
cap_party_republican_14098,Republican,2004.0,14098,16,1602.0,66.0,"Supported by brave coalition allies such as the United Kingdom, Australia, Italy, Poland, and Denmark, and displaying courage, skill, and resourcefulness on the battlefield, the men and women of our Armed Forces removed the dictator of Iraq, a declared enemy of America who had the capability and intent to produce weapons of mass murder, and could have passed that capability to terrorists bent on killing Americans.",Defense
cap_party_republican_14099,Republican,2004.0,14099,16,1619.0,8.0,That was a risk we could not take.,Defense
cap_party_republican_14100,Republican,2004.0,14100,16,1608.0,15.0,Americaââ Â¬Â¥s men and women in uniform have been unrelenting in the performance of their duty.,Defense
cap_party_republican_14101,Republican,2004.0,14101,16,1608.0,16.0,"Our nation has asked much of our military, and there is still much hard work ahead.",Defense
cap_party_republican_14102,Republican,2004.0,14102,16,1608.0,30.0,"We are proud of the sacrifice made by all who have served and are serving, and we are immensely grateful for the sacrifices made by their families and loved ones.",Defense
cap_party_republican_14103,Republican,2004.0,14103,16,1608.0,17.0,"Further, we honor the memories of those who have died in combat serving the cause of freedom.",Defense
cap_party_republican_14104,Republican,2004.0,14104,16,1608.0,18.0,Defending our homeland with their ultimate sacrifice on behalf of all Americans merits our prayers and our thanksgiving.,Defense
cap_party_republican_14105,Republican,2004.0,14105,16,1608.0,21.0,"We also commit to continued honor and care for our wounded veterans, and support for all who return home from service.",Defense
cap_party_republican_14106,Republican,2004.0,14106,16,1619.0,30.0,"Together, we look forward to that day when the War on Terror is won and our military can return home, no longer at risk, our world and our country safer.",Defense
cap_party_republican_14107,Republican,2004.0,14107,16,1602.0,6.0,We also salute our coalition allies.,Defense
cap_party_republican_14108,Republican,2004.0,14108,16,1602.0,20.0,Their efforts with us to shape a world where freedom is honored and liberty is cherished deserves respect and admiration;,Defense
cap_party_republican_14109,Republican,2004.0,14109,16,1602.0,10.0,"their sacrifice, too, does not go without notice and appreciation.",Defense
cap_party_republican_14110,Republican,2004.0,14110,16,1619.0,24.0,"We are ever mindful that American troops remain on the ground in Iraq, working steadfastly to help the Iraqi people achieve stability and democracy.",Defense
cap_party_republican_14111,Republican,2004.0,14111,16,1619.0,24.0,"We therefore welcome declarations from responsible political leaders of both parties that our nation will persevere in our mission there, not cut and run.",Defense
cap_party_republican_14112,Republican,2004.0,14112,16,1619.0,8.0,The American people need to hear this message.,Defense
cap_party_republican_14113,Republican,2004.0,14113,16,1619.0,9.0,People in Baghdad and beyond need to hear it.,Defense
cap_party_republican_14114,Republican,2004.0,14114,16,1619.0,6.0,The enemy needs to hear it.,Defense
cap_party_republican_14115,Republican,2004.0,14115,16,1619.0,17.0,"Most importantly, American soldiers, sailors, airmen, and Marines risking their lives in Iraq need to hear it.",Defense
cap_party_republican_14116,Republican,2004.0,14116,16,1619.0,11.0,"We condemn inconsistent, ambiguous, and politically expedient statements on that point.",Defense
cap_party_republican_14117,Republican,2004.0,14117,16,1619.0,20.0,"To the extent such wavering encourages our adversaries to fight harder, our men and women in uniform suffer the consequences.",Defense
cap_party_republican_14118,Republican,2004.0,14118,16,1619.0,5.0,Their mission is difficult enough.,Defense
cap_party_republican_14119,Republican,2004.0,14119,16,1619.0,12.0,Uncertainty about Americaââ Â¬Â¥s commitment to that mission makes it immeasurably more difficult.,Defense
cap_party_republican_14120,Republican,2004.0,14120,16,1619.0,14.0,"In Iraq, America is serving the cause of liberty, peace, and our own security.",Defense
cap_party_republican_14121,Republican,2004.0,14121,16,1619.0,7.0,America accepted a difficult task in Iraq.,Defense
cap_party_republican_14122,Republican,2004.0,14122,16,1619.0,12.0,"We know that for all these reasons, we will finish that task.",Defense
cap_party_republican_14123,Republican,2004.0,14123,16,1619.0,22.0,We also know that Iraqi sovereignty is a tribute to the will of the Iraqi people and the courage of Iraqi leaders.,Defense
cap_party_republican_14124,Republican,2004.0,14124,16,1619.0,11.0,It is a proud moral achievement for members of our coalition.,Defense
cap_party_republican_14125,Republican,2004.0,14125,16,1619.0,19.0,We have full confidence in the plan for Iraqi self-government that is currently being implemented by Iraqââ Â¬Â¥s interim government.,Defense
cap_party_republican_14126,Republican,2004.0,14126,16,1619.0,17.0,"That government has gained broad international support, and has been endorsed by the United Nations Security Council.",Defense
cap_party_republican_14127,Republican,2004.0,14127,16,1619.0,31.0,"The United States and our coalition partners are helping prepare Iraqis for the defense of their own country, including through the work of the NATO mission to train Iraqi security forces.",Defense
cap_party_republican_14128,Republican,2004.0,14128,16,1619.0,24.0,"We are helping Iraqis rebuild their countryââ Â¬Â¥s infrastructure, and Iraq is continuing to move toward free elections, with important assistance from the United Nations.",Defense
cap_party_republican_14129,Republican,2004.0,14129,16,1619.0,37.0,We applaud President Bush for establishing a visionary and resolute policy ââ Â¬Ãª a Forward Strategy of Freedom in the Middle East ââ Â¬Ãª to stand with the people of that region as they seek their future in freedom.,Defense
cap_party_republican_14130,Republican,2004.0,14130,19,1921.0,39.0,"Republicans support President Bushââ Â¬Â¥s policy of working with every government in the Middle East dedicated to destroying the terrorist networks, while in the longer term expecting a higher standard of reform and democracy from our friends in the region.",International Affairs
cap_party_republican_14131,Republican,2004.0,14131,19,1921.0,26.0,"We believe that democracy and reform will make those nations stronger and more stable, and make the world more secure by undermining terrorism at its source.",International Affairs
cap_party_republican_14132,Republican,2004.0,14132,19,1921.0,24.0,"As a result of President Bushââ Â¬Â¥s leadership, G-8 members adopted the Broader Middle East and North Africa Initiative at this yearââ Â¬Â¥s Sea Island Summit.",International Affairs
cap_party_republican_14133,Republican,2004.0,14133,19,1921.0,24.0,"We applaud the commitment of the worldââ Â¬Â¥s leading industrial nations to this historic initiative to support political, economic, and social reform throughout the region.",International Affairs
cap_party_republican_14134,Republican,2004.0,14134,19,1927.0,26.0,Republicans agree with the Bush Administration that there is no greater danger to our people than the nexus of terrorists and weapons of mass destruction (WMD).,International Affairs
cap_party_republican_14135,Republican,2004.0,14135,19,1927.0,9.0,That judgment is shared by leading allies and friends.,International Affairs
cap_party_republican_14136,Republican,2004.0,14136,19,1927.0,28.0,"As President Bush and his fellow G-8 leaders declared in 2003, the spread of weapons of mass destruction and international terrorism constitute ââ âÃ§the pre-eminent threat to international security.ââ âÂ±",International Affairs
cap_party_republican_14137,Republican,2004.0,14137,19,1927.0,15.0,The risks posed by this dangerous relationship cannot be contained or deterred by traditional means.,International Affairs
cap_party_republican_14138,Republican,2004.0,14138,16,1605.0,38.0,We applaud President Bush for pursuing from the beginning of his Administration a comprehensive strategy through which the United States works with its allies to: ensure that international agreements against the proliferation of WMD are observed and enforced;,Defense
cap_party_republican_14139,Republican,2004.0,14139,16,1605.0,11.0,"detect, disrupt, and block the spread of dangerous weapons and technology;",Defense
cap_party_republican_14140,Republican,2004.0,14140,16,1605.0,14.0,confront emerging threats from any person or state before those threats have fully materialized;,Defense
cap_party_republican_14141,Republican,2004.0,14141,16,1605.0,18.0,and improve our capabilities to respond to the use of WMD and minimize the consequences of an attack.,Defense
cap_party_republican_14142,Republican,2004.0,14142,16,1605.0,27.0,"Over the last two years, under President Bushââ Â¬Â¥s leadership and working with like-minded nations, America has: ended Saddam Husseinââ Â¬Â¥s decades-long pursuit of chemical, biological, and nuclear weapons;",Defense
cap_party_republican_14143,Republican,2004.0,14143,16,1605.0,10.0,achieved the elimination of Libyaââ Â¬Â¥s WMD and ballistic missile programs;,Defense
cap_party_republican_14144,Republican,2004.0,14144,16,1605.0,8.0,shut down the A.Q. Khan nuclear proliferation network;,Defense
cap_party_republican_14145,Republican,2004.0,14145,16,1605.0,14.0,led the Proliferation Security Initiative to interdict dangerous WMD and their means of delivery;,Defense
cap_party_republican_14146,Republican,2004.0,14146,16,1605.0,16.0,strengthened efforts to secure weapons-usable materials and sensitive technologies in the former Soviet Union and elsewhere;,Defense
cap_party_republican_14147,Republican,2004.0,14147,16,1605.0,20.0,"insisted on confronting the threat from North Korea through Six-Party Talks involving the Republic of Korea, Japan, China, and Russia;",Defense
cap_party_republican_14148,Republican,2004.0,14148,16,1605.0,18.0,supported the work of the International Atomic Energy Agency to hold the Iranian regime to its treaty obligations;,Defense
cap_party_republican_14149,Republican,2004.0,14149,16,1605.0,8.0,strengthened international non-proliferation export control and treaty regimes;,Defense
cap_party_republican_14150,Republican,2004.0,14150,16,1605.0,20.0,"secured unanimous passage of United Nations Security Council Resolution 1540, which requires states to enact legislation that criminalizes proliferation activities;",Defense
cap_party_republican_14151,Republican,2004.0,14151,16,1605.0,25.0,and achieved agreement among the G-8 nations to refrain for one year from initiating new transfers of uranium enrichment and reprocessing technology to additional states.,Defense
cap_party_republican_14152,Republican,2004.0,14152,16,1605.0,55.0,"Republicans applaud these achievements, as well as the successes of President Bush and Vice President Cheney, backed by the Republican Congress, here at home to make America safer from the threat of weapons of mass destruction ââ Â¬Ãª including: creating Biodefense for the 21st Century, a national strategy for meeting the full range of biological threats;",Defense
cap_party_republican_14153,Republican,2004.0,14153,16,1605.0,23.0,"signing into law Project BioShield, which provides new tools to improve medical countermeasures protecting Americans against a chemical, biological, radiological, or nuclear attack;",Defense
cap_party_republican_14154,Republican,2004.0,14154,16,1605.0,7.0,putting in place major new biodefense capabilities;,Defense
cap_party_republican_14155,Republican,2004.0,14155,16,1605.0,13.0,creating the Container Security Initiative to screen cargo destined for the United States;,Defense
cap_party_republican_14156,Republican,2004.0,14156,16,1605.0,14.0,and deploying missile defenses to defend the United States and its friends and allies.,Defense
cap_party_republican_14157,Republican,2004.0,14157,16,1605.0,21.0,Libyaââ Â¬Â¥s decision to disclose and dismantle its WMD programs is a product of the Presidentââ Â¬Â¥s strategy that gives regimes a choice.,Defense
cap_party_republican_14158,Republican,2004.0,14158,16,1605.0,14.0,"They can choose to pursue WMD at great peril and cost, including international isolation.",Defense
cap_party_republican_14159,Republican,2004.0,14159,16,1605.0,27.0,"Or they can choose to renounce these weapons, take steps to rejoin the international community, and have its help in creating a better future for their citizens.",Defense
cap_party_republican_14160,Republican,2004.0,14160,16,1605.0,49.0,"The Libya case also demonstrates the Presidentââ Â¬Â¥s success in forging increased international cooperation to prevent the spread of WMD technology through his groundbreaking Proliferation Security Initiative, a broad international partnership to coordinate actions to interdict proliferation shipments of WMD and related materials and shut down proliferation networks and entities.",Defense
cap_party_republican_14161,Republican,2004.0,14161,16,1605.0,27.0,Republicans applaud the support of more than 60 nations in this crucial multilateral effort to stop the trade in weapons of mass destruction and their related components.,Defense
cap_party_republican_14162,Republican,2004.0,14162,16,1605.0,51.0,"We commend the Presidentââ Â¬Â¥s leadership in expanding greatly the resources to prevent proliferation, including record-level U.S. and multilateral resources devoted to the Nunn-Lugar programs and other nonproliferation assistance, including that made available through the creation of the G-8 Global Partnership, which will provide $20 billion to this effort over 10 years.",Defense
cap_party_republican_14163,Republican,2004.0,14163,16,1605.0,38.0,"We hail the commitment of the other G-8 nations (the United Kingdom, Japan, Italy, Canada, Germany, France, and Russia) to this vital initiative, as well as commitments by other countries, including Poland, Finland, Norway, Sweden, Switzerland, and Australia.",Defense
cap_party_republican_14164,Republican,2004.0,14164,16,1605.0,33.0,"Republicans share President Bushââ Â¬Â¥s understanding that in an age in which the enemies of civilization openly and actively seek the worldââ Â¬Â¥s most destructive technologies, the United States cannot remain idle while dangers gather.",Defense
cap_party_republican_14165,Republican,2004.0,14165,16,1619.0,21.0,"We therefore believe that to forestall or prevent hostile acts by our adversaries, the United States must, if necessary, act preemptively.",Defense
cap_party_republican_14166,Republican,2004.0,14166,16,1602.0,20.0,Republicans recognize that our progress in the War on Terror has been achieved with the help of other responsible nations.,Defense
cap_party_republican_14167,Republican,2004.0,14167,16,1602.0,15.0,We hail the strong and broad-based cooperation of Americaââ Â¬Â¥s allies in the War on Terror.,Defense
cap_party_republican_14168,Republican,2004.0,14168,16,1602.0,24.0,"We are grateful to the more than 30 nations with forces serving in Iraq, and the nearly 40 nations with forces serving in Afghanistan.",Defense
cap_party_republican_14169,Republican,2004.0,14169,16,1602.0,14.0,"In the fight against terror, America has asked our allies to do hard things.",Defense
cap_party_republican_14170,Republican,2004.0,14170,16,1602.0,16.0,They have taken up these responsibilities in a spirit of solidarity that America should never forget.,Defense
cap_party_republican_14171,Republican,2004.0,14171,16,1602.0,38.0,"We applaud President Bush for his success in mobilizing such international cooperation in the War on Terror, which the 9/11 Commission judges to be ââ âÃ§on a vastly enlarged scaleââ âÂ± and to have expanded dramatically since September 11, 2001.",Defense
cap_party_republican_14172,Republican,2004.0,14172,16,1602.0,44.0,"We also question the credibility of our opponents, who claim to support global alliances while nominating a candidate who has insulted our allies by calling the nations fighting in Iraq ââ âÃ§window-dressingââ âÂ± and referring to them as a ââ âÃ§coalition of the coerced and the bribed.ââ âÂ±",Defense
cap_party_republican_14173,Republican,2004.0,14173,16,1602.0,13.0,Directing ugly rhetoric at Americaââ Â¬Â¥s allies in a time of war is irresponsible.,Defense
cap_party_republican_14174,Republican,2004.0,14174,16,1602.0,32.0,It does not represent the gratitude and respect the vast majority of Americans have for the men and women from other nations who are risking their lives to make the world safer.,Defense
cap_party_republican_14175,Republican,2004.0,14175,16,1602.0,13.0,"Republicans welcome the enlargement of NATO, which has strengthened historyââ Â¬Â¥s most successful Alliance.",Defense
cap_party_republican_14176,Republican,2004.0,14176,16,1602.0,21.0,"The Atlantic Alliance has widened the circle of its friends, while also creating a new chapter in our relationship with Russia.",Defense
cap_party_republican_14177,Republican,2004.0,14177,16,1605.0,36.0,"Under President Bushââ Â¬Â¥s leadership, the United States is working with responsible governments and international institutions to convince the leaders of North Korea and Iran that their nuclear weapons ambitions are deeply contrary to their own interests.",Defense
cap_party_republican_14178,Republican,2004.0,14178,19,1921.0,31.0,"With allies, America has launched the Broader Middle East Initiative, to encourage reform and democracy throughout the region, a project that will shape the history of our times for the better.",International Affairs
cap_party_republican_14179,Republican,2004.0,14179,19,1901.0,21.0,"Our nation is helping governments fight poverty and disease, so they do not become failed states and future havens for terror.",International Affairs
cap_party_republican_14180,Republican,2004.0,14180,12,1201.0,17.0,The major institutions of American national security were designed in a different era to meet different requirements.,Law and Crime
cap_party_republican_14181,Republican,2004.0,14181,12,1201.0,17.0,All of them are being transformed to meet the challenge of defending America in a new era.,Law and Crime
cap_party_republican_14182,Republican,2004.0,14182,12,1201.0,45.0,"In this endeavor, America will rely ââ Â¬Ãª as always ââ Â¬Ãª on the character and skill of our citizens, especially the bravery, pride, and hard work of Americaââ Â¬Â¥s men and women in the military, our first responders, our diplomats, and our law enforcement and intelligence agents.",Law and Crime
cap_party_republican_14183,Republican,2004.0,14183,12,1201.0,10.0,The freedom we enjoy also makes us vulnerable to attack.,Law and Crime
cap_party_republican_14184,Republican,2004.0,14184,12,1201.0,33.0,"Since September 11, 2001, President Bush, Vice President Cheney, the Congress, and governors across the nation have taken significant steps to: streamline the federal government to make it more effective at combating terrorism;",Law and Crime
cap_party_republican_14185,Republican,2004.0,14185,12,1201.0,10.0,"tighten security at entry points like ports, airports, and borders;",Law and Crime
cap_party_republican_14186,Republican,2004.0,14186,12,1201.0,12.0,strengthen protections at critical infrastructure landmarks such as power and water plants;,Law and Crime
cap_party_republican_14187,Republican,2004.0,14187,12,1201.0,8.0,and reduce the threats of bioterrorism and cyberterrorism.,Law and Crime
cap_party_republican_14188,Republican,2004.0,14188,2,208.0,26.0,"Through all their actions, President Bush and Congress have been careful to protect the rights and liberties that make America a beacon of freedom and justice.",Civil Rights
cap_party_republican_14189,Republican,2004.0,14189,12,1201.0,14.0,The President and Congress have also provided unprecedented resources to support local first responders.,Law and Crime
cap_party_republican_14190,Republican,2004.0,14190,12,1201.0,35.0,"The men and women of the Department of Homeland Security, and the first responders at the state and local level with whom they have partnered, vigilantly safeguard the security of America each and every day.",Law and Crime
cap_party_republican_14191,Republican,2004.0,14191,12,1201.0,31.0,"They have moved swiftly but thoughtfully to direct enhanced resources to counter the dangers of the new and shifting threats we face, and they have proved themselves equal to the task.",Law and Crime
cap_party_republican_14192,Republican,2004.0,14192,12,1201.0,14.0,The Republican Party salutes the work of the: Coast Guard in protecting our shores;,Law and Crime
cap_party_republican_14193,Republican,2004.0,14193,12,1201.0,8.0,Customs and Border Patrol who police our borders;,Law and Crime
cap_party_republican_14194,Republican,2004.0,14194,10,1003.0,17.0,Air marshals and baggage screeners of the Transportation Security Administration in safeguarding our airports and our skies;,Transportation
cap_party_republican_14195,Republican,2004.0,14195,12,1201.0,18.0,Immigrations and Customs Enforcement in ensuring that the identity of foreign citizens who enter our borders is known;,Law and Crime
cap_party_republican_14196,Republican,2004.0,14196,12,1201.0,31.0,Directorate of Information Analysis and Infrastructure Protection and the Secret Service for partnering with private industry to protect millions of Americans by enhancing security at chemical plants and other critical infrastructure;,Law and Crime
