text,gt_event_type
"The body of an unidentified man was found in steel box left unattended in Kotlakhpat-Baba Farid Colony on Thursday. Police said that middle aged man and women came in a car who hired a van for bringing the steelbox, but due to potholes on kathchajail,the driver refused. The middle aged couple flee from the scene. Later it was found that the body was poisoned to death",ASSASSINATION
"As a result of the assassination of JSQM activist Lal Buksh Noorani, activists of JSQM demonstrated outside Mehrabpur Police Station and some protesters attacked some shops and set ablaze a welding shop on Saturday.",VIOLENT_POLITICAL_DEMONSTRATION
Badhber police with the help of the bomb disposal squad defused a home-made bomb in the fields of Mashugagar village.,TERRORISM
The decapitated bodies of Malik Dost Mohammad and Malik Umer were found. The two tribal elders were kidnapped from Sheraki area of Darra Adamkhel a few days prior to their bodies being found. The TTP had warned the elders of the area to not allow food and water to be supplied to security personnel at checkposts but the warning was ignored.  ,ASSASSINATION
5 children were killed in a bombexplosion in Khan Mahi Village on Monday. The device was a booby trap that exploded when children picked it up thinking it was a toy.,TERRORISM
"Syed Shahanshah Hussain, a former student leader and a city lawyer was shot dead by unidentified gunmen while he was going to Sadar in a taxi. The reason behind the killnig is not known.",ASSASSINATION
"A renowned trader, Syed Inayat Ali Kazmi was killed by his nephew insdie the ward of the hsopital where he was admitted. The accused slit open his uncle's throat. The nephew was arrested but the reason behind the killing could not be ascertained.",ASSASSINATION
The body of a 35-year old was found near the stadium in Korangi No. 5. It bore torture marks and had been stuffed in a gunny bag.,OTHER
"Suspected militants blew up Khobai Educational Academy, a private high school, in Khobai area of Sabqadar. They had planted improvised devices which went off one after the other, destroying the school building, and damaging a mosque and houses in the vicinity. ",TERRORISM
"An angry mob burnt a minibus and set a few hotels on fire after the driver of a bus, after hitting a small girl, exchanged rude words with the child's mother. The infuriated mob (some taking advantage of the situation) set hotels on fire too.",VIOLENT_POLITICAL_DEMONSTRATION
3 people were killed and 6 others wounded when troops fired artillery rounds near Sadda when some combatants refused to vacate their positions. This attack was in relation to the violence that was occuring in the area between two rival groups that had claimed a number of lives.,GOV_ATTACK_ON_NONSTATE_COMBATANTS
Students of the Government Islamia College Civil Lines torched three buses and damaged 15 others after their college fellow aws killed by a bus on Lower Mall. The police reached the spot but to no avail. The protesters finally dispersed when a senior police officer assured them that a morder case would be registered against the driver and bus company owner.,VIOLENT_POLITICAL_DEMONSTRATION
"Saifullah Siddique, a Haqiqi worker, was shot dead near Gole market in Nazimabad.",ASSASSINATION
At least 11 people were killed and 60 were injured when the angry protesters were trying to demolish a Hindu Temple near Jamia Khairul Madaras on Tuesday.,VIOLENT_POLITICAL_DEMONSTRATION
A man was killed while two others sustained injuries when four people attacked them with clubs at Jatoi town in muzaffargarh district on Wednesday,ASSASSINATION
"An armed clash between two student groups, one of which was PkSF, left 6 people injured including 3 passer-bys and a policeman. Following a clash between two student groups, an injured member of the PkSF was taken to Liaquat National Hospital where he was allegedly denied 'proper treatment'. This led to the hospital being attacked by armed youths who ransacked the building and fired shots in the air to force the suspension of several services including the emergency unit. A later report implies that the other group involved was the APMSO (\10 more killed as 'ethnic violence' continues in Karachi\"", Dawn, 16-Jun-11, page 2)""",RIOT
At least one person was killed and three were injured in Indian shelling along LoC in Tarroti Village on Tuesday,ATTACK_ON_STATE
"Bullet-riddled bodies of two militants were found from the Zor Mandi area, Batkhela.",GOV_ATTACK_ON_NONSTATE_COMBATANTS
"In an attack on the People's Peace Committee's office, 2 activists were gunned down by members of the Ghaffar Zikri gang which led to a series of scattered incidents of violence. Other than the two PPC activists, 5 other people were killed and 7 were injured. A heavy contingent of police and Rangers took about 12 hours after the clashes started to move into the area. Follow-up: Intermittent firing continued over night and through the next day. During the night rockets were fired at Ali Muhammad Mohalla and Band Mohalla and firing became intense again in the following afternoon. 2 more people, Aqeel son of Faqir Mohammad and Nasir son of Rafi, were killed and one injured person, Shahid alias Dhobi, from the previous day succumbed to his injuries. ",RIOT
"A prominent PML leader, Abdul Aziz Qureshi, was killed when unidentified armed men opened fire on him as soon as he opened the door to his house in Bagh Hayat Ali Shah, and fled on motorcycles. ",ASSASSINATION
The Jagirani tribesmen killed two members of the Jatoi clan to avenge the killing of a woman by the Jatois.,RIOT
"Saeed Akhtar, a local cloth merchant, was shot and killed by unidentified people. The assailants knocked on his door and opened fire as soon as he answered it. ",ASSASSINATION
"Mukhtar, Rafaqat and Akhtar opened fire on Naveed, Asif and Irfan as they were going to the house of Aslam. Naveed died on the spot, and according to his father, the accused had forcefully occupied their land and he along with the village elders requested the them to hand over the land. The Chhanga Manga police have registered a case and arrested the accused.",ASSASSINATION
A woman was injured in Indian firing across the LoC,ATTACK_ON_STATE
"An alleged 'terrorist' in a shoot out with the police when a gang of terrorists were asked to stop for checking near Piyala Hotel, Federal B Area. ",OTHER
"A woman in her 20s was axed to death by her uncle, Faiz Bakhsh. It was alleged that she had developed 'illicit relations' with someone. ",ASSASSINATION
A militant was killed in an encounter while he was trying to sneak into Buner district. ,GOV_ATTACK_ON_NONSTATE_COMBATANTS
"Unprovoked Indian shelling on the Tchowar, Thokhmus and Pyone villages in the Chorbat valley, Shyoke sector near the Line of Control caused damage to standing crops and fruit trees in the villages. However, no casualties were reported.",ATTACK_ON_STATE
"the mother and wife of an accountant of the Sihala Police Office CollegeNazeer Omer, were killed at their houes by unknown assailants in Dhoke Chaudhrian.",ASSASSINATION
2 people were killed and 2 were injured when unidentified armed persons attacked on PKMAP Office on Club Road on Saturday.,TERRORISM
"A student of Islamia College, belonging to the MSF, was stabbed to death by a student belonging to the PSF (along with accomplices) after the two had had a heated conversation in which the PSF member had threatened to teach the deceased a lesson after college hours. ",ASSASSINATION
"Heavy shooting was reported near the Schon Circle in Clifton, Phase 6, however, the police did not confirm this report.",TERRORISM
A man wa shot dead by unidentified men in Madina Colony of Korangi.,ASSASSINATION
two brothers belonging to the Dareshak family were shot dead while in their car by unidentified assailants. One man was also injured.,ASSASSINATION
high explosives with timer were planted on a bicycle parked in front of a small restaurant on Sariab road exploded destroying the restaurant three other shops and half a dozen pushcarts. A police had calimed five deaths in the blast however the hospital sources confirmed four deaths. only one the body has been identified as Sharkal Khan Pirkani.,TERRORISM
Two people were injured after being hit by splinters of a shell fired by the Indian forces across the LoC.,ATTACK_ON_STATE
"A 30 year old MQM worker was shot dead by unknown assailants near the KDA flats in Karachi. The police chased the attackers and fired on them injuring the two attackers. According to the Police, the attackers belonged to the PPP youth wing.",ASSASSINATION
"the bullet-riddled body of an alleged US spy, Sher Nawab, was found in Mirali.",ASSASSINATION
"Police recovered parts of a young man's body from a drain in Gulshan-i-Iqbal. One sack containing parts of the body was stuck in the drain and another sack- with the remaining body parts- was found a few meters away. Later, a head of a man was found in the street near Sabzazar's fruit market. ",ASSASSINATION
"Hawaldar of Swabi police was shot dead by unidentified attackers in Kalu Khan, Swabi.",ASSASSINATION
A bullet riddled body of a teenage boy was found in the graveyard.The reason behind the killing could not be ascertained.,ASSASSINATION
"An explosion outside an Imambargah left 6 people injured. However, the target of the blast Syed Muhammad Taqi Naqvi, central Vice-President of the Tehrik-i-Jafria Pakistan (TJP), escaped unhurt. Naqvi was on his way to the Imambargah for a meeting in connection with Yaum-i-Ali when the bomb exploded. ",ASSASSINATION
Masked assailants entered a grocery shop in Misgaran bazaar and opened indiscriminate fire killing three Shia persons.,ASSASSINATION
"Paras Khan, an ANP activist, was shot and killed by two men on a motorbike while he was standing outside a shop. ",ASSASSINATION
"Fahmeed Khan, of Gondlanwala, was going to his dera on his cycle when some armed unidentified men opened fire on him and killed him. The motive behind the incident could not be ascertained. ",ASSASSINATION
Militants attacked security forces in the Palai area of Malakand after which a clash ensued which left five militants dead. ,CONVENTIONAL_ATTACK_ON_GOV_FORCES
"Two groups of the Panhwar tribe clashed over an old enmity. 10 people, including a woman, were injured.",RIOT
A mother of eight children was strangled to death by her son over her alleged illicit relations with a man in village Kasoki.,ASSASSINATION
12 militants overpowered the watchman at a school and then planted explosives. The explosion destroyed the school building. ,TERRORISM
A man was found dead in Gulberg. He had reportedly been kidnapped the night before.,ASSASSINATION
"A young man, Abdul Rehman, was stabbed to death during a clash. No further details given. ",RIOT
"Waseem, in charge of the Edhi ambulance service at Jinnah Postgraduate medical Centre was kidnapped and tortured by armed suspects.",TERRORISM
1 person was killed and 6 SSP men were injured in a sudden attack by a group of rivals in Shorkot on Monday.,RIOT
"security froces thwarted an attempt by militants to destroy their base in Peochar valley, a stronghold of the Tehrik-i-Taliban Swat chief Maulana Fazlullah. MaJ-Gen Athar Abbas said that at least 21 of the militants who had attacked the base were killed. 8 secuirty personnel were injured in the clash.",CONVENTIONAL_ATTACK_ON_GOV_FORCES
A paramilitary checkpoint near Miramshah was attacked by militants in which 3 soldiers were injured.,CONVENTIONAL_ATTACK_ON_GOV_FORCES
Nusrat Ali and Rashid Malik were on their way back from a 'religious gathering' when they were intercepted by 4 armed motorcyclists and shot dead. ,ASSASSINATION
"During a protest demonstration by the Christain community agains the Shantinagar incident of 6-Feb-97, police dispersed protesters in the Mehmoodabad area who had disrupted traffic and tried to set vehicles on fire. ",VIOLENT_POLITICAL_DEMONSTRATION
"Security forces clashed with militants in Zakarkhel village, killing 3 Uzbeks and one tribesman. An official said that the militants opened fire first, after which the security forces targetted a militants stronghold with heavy machine guns. The gun battle took place when talks between tribal elders and militants hiding in the house failed.",GOV_ATTACK_ON_NONSTATE_COMBATANTS
An explosive device planted under a truck was defused by the police.,TERRORISM
"In Mustafaabad, former councillor Hafizullah along with his 10 supporters were arrested for injuring the supporters of his opponent. ",RIOT
"Four persons were killed while twenty-seven others were injured when a  2kg bomb, planted under a 'parapet' adjacent to a vegetable shop in a vegetable market in Peshawar, exploded. ",TERRORISM
"police intercepted a bus on Sargodha Road and arrested two alleged terrorists, Ahmad Saeed and Mukhtar Ahmad. Two hand grenades and explosives were found in their possession. Sources claimed that those arrested were on their way to commit some sabotage activity on the eve of Shab-i-Barat in the city.",TERRORISM
unidentified miscreants resorted to indiscriminate firing in the Wadhat Colony and Polytechnic College areas. The Sindh Punjabi Students Association accused the sepratists elements living in Wadhat Colony of firing.,TERRORISM
"Two youths, Azhar Abbas and another, were wounded when they were attacked in 5-C area. Azhar died later in the hospital. ",RIOT
"A procession coming from Khudadad Colony was stopped by personnel of law enforcement agencies which resulted in a clash between the law-enforcers and the people in the procession. Protesters threw brickbats on the neon signs besides the gate of Quaid-i-Azam's mausoleum. They also stormed into the mausoleum and \ransacked benches\"" and damaged a few cars parked inside the mausoleum. The police resorted to baton charging and teargas shelling to control the situation . The people then gathered at Naumaish Chowk and ransacked the traffic police checkpost. """,VIOLENT_POLITICAL_DEMONSTRATION
Police said riaz suspected his niece to be having illicit relations with her neighbor. He with his two accomplices first went to his nieces house killing her and injuring her sister and then went to her nieghbour's house killing another person and injuring three others. The condition of the injured is stated to be critical. ,OTHER
One was killed and nine others injured when a low intensity time bomb exploded in a minibus near Jama Cloth Market. The device weighed 300 grams and was fitted with a 15 minute timer and was placed under the seat which was above the fuel tank. ,TERRORISM
1 person was injured in Indian shelling along LoC in Digwar Village on Tuesday.,ATTACK_ON_STATE
Karachi witnessed the bloodiest day of the recent wave of violence as a trader was killed and six others were injured when unidentified gunmen opened fire on a group of people in Qasba Colony No.2 during the on-going violence. ,TERRORISM
around 200 PML-N activists were outside Nawaz Sharif's residence. The police had blocked the two exit points from his residence by placing buses there. The marchers damages three buses placed to stop them from marching further. The policemen ran for their lives and took shelter in the residential quarters. the police said that they were not willing to stop the protesters as they were doing supporting the right cause.,VIOLENT_POLITICAL_DEMONSTRATION
A villager was killed and his mother was seriously injured in shelling by Indian troops on Sialkot's Working Boundary of Charwa sector.,ATTACK_ON_STATE
Military jetfighters bombed suspected militant hideouts. Locals claimed that 2 people were killed and 7 injured. ,GOV_ATTACK_ON_NONSTATE_COMBATANTS
An owner of a bakery and a milkman were killed when unidentified men on a motorcycle opened fire on them while they were chatting at the Bakery in Gulberg. The motive of could not be known.,ASSASSINATION
"At least 10 people were killed and 14 others injured when Namdar and Takia groups exchanged fire over a business dispute. The groups had clashed two times before as well, one of the instances being when Lashkar Islami leader Mangal Bagh visited the area. ",RIOT
"A suicide bomber blew himself up in Khar upong being challenged by security forces. He had sneaked into Khar from Sara Meena and when security personnel had surrounded him, he detonated himself. No one was hurt in the explosion. ",OTHER
security forces pounded militant hideouts in Tor Chappar and adjoining areas of Darra Adamkhel. No loss of life or property was reported from any side.,GOV_ATTACK_ON_NONSTATE_COMBATANTS
"Security forces launched an operation in Manzari Chena, Athamkhel and Zorh Kallay of Baizai Tehsil. Two volunteers and a soldier were killed in the clashes with militants while twelve security personnel and five volunteers were injured in a mine blast and clashes. The security forces defused several bombs in Shanikhel and Dobakhel areas.",GOV_ATTACK_ON_NONSTATE_COMBATANTS
"A dispute that started with a cheating incident spiralled into open violence between PSF (People's Student Federation) and the ISO (Imamia Student Organization). Students of one group stormed into an examination room in the sociology department and thrashed a student of the other group, leaving him with bruises and fractures. A faculty member who tried to intervene was also injured. Even though the Rangers personnel deployed at the site were informed of the incident they took no action. A former KU student was also beaten up near the administration block. ",RIOT
"a PPP activist Riaz Ali was shot dead by 2 men in Orangi Town. Two suspects were named, by the victim's father, in the FIR.",ASSASSINATION
"Some students reportedly belonging to the Islami Jamiat Tulaba (IJT) thrashed a boy and girl for sitting together on campus. The IJT, however, denied doing so, and claimed that they had only warned them of sitting together and not thrashed them.",OTHER
Some unidnetified men resorted to indiscriminate firing in the congested locality. Panic spread in the area and a young boy was injured as a result. The gunmen escaped after a few minutes. Police believe they were angry college students or members of a student organisation.,TERRORISM
A labourer was found dead outside his house in Nazimabad on Saturday. He also had wound on his body.,ASSASSINATION
A police head constable was shot and wounded by unidentified assailants near the Lea Market Chowk while he was on his way on a motorcycle.,ASSASSINATION
"A former president of the Tehrik-i-Jafria Pakistan Vehari, Liaquat Ali Gujjar, was shot dead when 2 motorcylists blocked the road and opened fire on him on the Multan road. The police raided several houses in Thingi Colony and Chak 95/WB and took people into custody. ",ASSASSINATION
A woman was killed by her brother for having illicit relations with a man from her village.,ASSASSINATION
A man was killed and three people were injured when a tractor trolley hit a landmine in Sui.,TERRORISM
Unidentified armed men opened fire on Malang Mangrio polling station killing one and injuring 2 others.,OTHER
Two people were killed and four others were wounded when unidentified people entered the Al Falah mosque in Liaquatabad and opened fire on the people present. ,TERRORISM
A man was killed and three others injured in a clash between two rival groups in Langah village.,RIOT
"Violent mob attacked the residence of Col.Anwer, DOHA Secretary and ransacked it. One of the vehicles parked inside the house was also set ablaze",VIOLENT_POLITICAL_DEMONSTRATION
Fresh clases between security forces and militants put the military in an advantageous position as they seized higher ground.,CONVENTIONAL_ATTACK_ON_GOV_FORCES
"Militants fired 12 rockets on Monrah security camp in Dattakhel. However, no loss of life or property was reported.",GUERILLA_ATTACK_ON_GOV_FORCES
"Khair Muhammad alias Foto Dayo- a resident of the village Nandha Bossan- was shot dead by five armed men. As the police heard the shots, they reached the area and chased the killers. They caught Ghulam Ali, Nek Muhammad, and Imdad (all Dayo clan). Two escaped. ",ASSASSINATION
Microwave station of Pakistan Telecommunication Corporation Limited (PTCL) was damged in an attack. The assailants fired scores of rounds of automatic weapons hitting different parts of the building. Levies personnel deployed in the area rushed to the place and returned fire. the exchange of fire continued for a hour after which the assailants fled away.,TERRORISM
"As part of the ongoing dispute between the two rival student groups, Islami Jamiat Talaba (IJT) and the All Pakistan Mohajir Students Organisation (APMSO), clashes took place at the Arts and Science campuses of the Federal Urdu University of Science, where  both sides indulged in fist fights and later used clubs, empty bottles, stones etc. Sources expressed that the continuing clashes between the two groups had evovled into a power struggle and now aimed to invovle the local governments to maintain the law and order situations in the colleges and universities.",RIOT
"In reaction to the demolition of Babri Mosque in Ayodhya, angry mob burnt the effigies of Indian Prime Minister and other Hindu leaders in Renala Khurd on Tuesday.",VIOLENT_POLITICAL_DEMONSTRATION
"Approximately 12 armed youths attacked the provincial office of the PPP. They held the inmates at gunpoint, damaged property. According to Kissan Wing President, the assailants were from PML (N) youth wing and the MSF. ",TERRORISM
Militants attacked security forces with remote controlled devices resulting in three injured soldiers.,GUERILLA_ATTACK_ON_GOV_FORCES
An activist of the MQM-H (Afaq Ahmed led faction) was found shot dead in a playground in Malir. He had been shot in the head and chest. The police stated it to be too early to term it a political killing. ,ASSASSINATION
"A 28 year old shopkeeper reportedly drowned in the lake of Minar-i-Pakistan under mysterious circumstances. He had gone to his shop but did not return. Later, his body was found which bore marks of violence. ",ASSASSINATION
"Pakistani gunship helicopters targeted militant hideouts along the the border between North and South Waziristan, killing 3 suspected militants and injuring 8 others. ",GOV_ATTACK_ON_NONSTATE_COMBATANTS
"A time-device attached to the rear end of an oil tanker exploded, setting the tanker on fire. The tanker was on its way to Afghanistan. The driver and the cleaner of the truck were arrested. ",TERRORISM
Chenab Rangers found a 1.5kg bomb (that was made in Pakistan) planted beneath an electricity pole. The bomb disposal squad was called from Sialkot and defused the bomb.,TERRORISM
"A police constable was shot dead near Palm Street, Usmanabad. According to reports, unidentified people kidnapped him and his bullet-riddled body was later found behind an Imambargah.",ASSASSINATION
5 people were killed and minimum of 45 prisoners were injured in a riot in Central Jail Gujranwala on Thursday. ,RIOT
3 houses of suspected militants were demolished.,GOV_ATTACK_ON_CIVILIANS
"PML(N) MNA Shaikh Tahir Rasheed alleged that Muslim Leaguers, including himself, were baton-charged by the police under orders of the Punjab Governor Chaudhry Mohammad Altaf. He claimed that the policemen had openly admitted to the orders having been given. This allegation was made in an application submitted to Multan SSP and SHO Cantonment police station. ",GOV_ATTACK_ON_CIVILIANS
"According to a Press briefing by Karachi commissioner, as part of the on-going violence, one person was killed and another was injured in District West.",OTHER
Indian shelling across the Line of Control. Details are not available.,ATTACK_ON_STATE
"It was reported that on 08-Jun-94 Indian forces opened fire on their Pakistani counterparts across the LoC, killing Captain Abdul Kaleem Dar of the Baloch Regiment. ",ATTACK_ON_STATE
Two women were murdered by five armed persons on the pretext of Karo-kari in Manga Mandi Area on Saturday.,ASSASSINATION
"During a strike called by the Milli Yakjehti Council (MYC), police baton charged and tear-gassed MYC workers who were allegedly damaging buses and blocking roads. As many as 15 workers were arrested. ",VIOLENT_POLITICAL_DEMONSTRATION
military expanded its operation in Bajaur. Security forces claimed killing 10 militants in attacks by gunships and heavy artillery.,GOV_ATTACK_ON_NONSTATE_COMBATANTS
A large number of residents of the American Quarters smashed windowpanes of an engine of Faisalabad-bound Super Express near Shahbaz hospital on Wednesday to protest against non-availability of water in their area. The protesters only dispersed after XEN Bashir Awan assured them that the water supply will reach the area soon.,VIOLENT_POLITICAL_DEMONSTRATION
A young man was found shot dead in Korangi No. 3 1/2. He bore a single bullet wound to the head. ,OTHER
A youth suffered serious wounds in a landmine blast in Kotli Syed Mir village in the Chaprar sector.,TERRORISM
Indian forces continued shelling on the Pakistani border villages across the LoC.,ATTACK_ON_STATE
An unidentified person was killed and his bosy dumped in the cotton fields.,ASSASSINATION
"A boy was injured in the Ghantarbala village of Nakyal Sector, Kotli, in Indian shelling from across the Line of Control. The Indians used machine-guns, mortar shells and medium artillery.",ATTACK_ON_STATE
"Yasin Khan Pathan was injured when some explosive materials planted in his air conditioner blew up, damaging the whole room. The police could not ascertain the cause behind the incident.",TERRORISM
"2 ST men, Mohammad Ali Qadri and Merajuddin, were gunned down by unidentified men in Karachi's Eastern neighbourhood of Korangi Industrial area.",ASSASSINATION
Security forces demolished the houses of Sakhi Jan and Rafeel Khan who were leaders of Lashkar-i-Islam. ,GOV_ATTACK_ON_CIVILIANS
Fazal Husain and Amir Hussain had a land dispute which led to the two parties exchanging fire. 3 people were killed in the exchange. ,RIOT
"A landlord, Muhammad Bashir of Datay Wali, was shot dead by unknown assailants who then fled the scene. ",ASSASSINATION
A man was killed in the village of Juran when he came under the fire of the Indian security forces from across the LoC.,ATTACK_ON_STATE
"As claimed in the condemnation statement of Chief Organiser of National People's Party, S.M Zafar, There was a Scud missile fired from Afghanistan and it exploded in Wah. No other details are available. ; Follow-up : The Foreign Office has condemend the attack and lodged a protest. The report also mentions the date and location of the attack.",ATTACK_ON_STATE
A body of an unidentified boy was found on the street in Madina Colony.,OTHER
"Gangsters' barged into the house of Murad Ali Domki and opened fire, killing Murad Ali and injuring his wife. ",ASSASSINATION
Unidentified assailants shot dead Feroz Hussain Shaha- the former TJP President of Tank- and Maqbool Hussain Shah as they were heading to Shorkot. The assailants threw their bodies in the fields.,ASSASSINATION
Unidentified arsonists set a KESC van on fire in Buffer Zone. ,VIOLENT_POLITICAL_DEMONSTRATION
"A police officer, SHO Farid Barach of Panjpai area and his son were injured when unknown persons hurled a hand grenade at their house.",TERRORISM
An unidentified boy was shot dead by unidentified assailants.,ASSASSINATION
"Arif Massih, a vendor, alleged that ASI Rafique of the Muslim Town police station took him to the police station and tortured him after the vendor refused to pay the ASI 'monthly'. (See note)",GOV_ATTACK_ON_CIVILIANS
A man and his three sons shot a man dead and injured his wife over a land dispute.,ASSASSINATION
Occupants of a yellow-cab opened fire at a police party when the latter signalled the former to stop for a 'snap check'. An ASI was killed while a constable was injured. One of the assailants was also injured when the police fired back. ,CONVENTIONAL_ATTACK_ON_GOV_FORCES
"A youth, identified as Mujeeb of Adezai area was shot dead by unidentified people. Report claims that he was a 'security personnel'. ",ASSASSINATION
Two men were shot dead by unidentified men on a motorcycle near Mastung Cadet College. This attack reportedly came five adays after the education minister was shot dead.,ASSASSINATION
"The police raided the house of Hashim Brohi, looted the house and taken Mehmooda and her brother Rajab Brohi. The police kept them at the Civil Lines police post in illegal confinement over several days. According to Mehmooda, she was gang raped there. There is an FIR registered against ASI Israr Ahmed Khoso, constable Iqbal Shah and two unidentified constables. ASI Khoso and constable Shah have been suspended  ",GOV_ATTACK_ON_CIVILIANS
"13 militants were killed when secuirty forces pounded their hideouts in Babra, Charmang, Hashim and Cheenar areas of Nawagai subdivision.",GOV_ATTACK_ON_NONSTATE_COMBATANTS
"militants fired 5 rockets at Shahgai and Ali Masjid forts, situated on the main Peshawar-Torkham highway. Sources say that at least 2 hit the Shahgai and Ali Masjid forts while another hit a near by hilltop in Lala Cheena locality. No damage was caused to any of the forts. the security forces resorted to indiscriminate firing. the forts were jointly occupied by the Pakistan Army and the Khyber Rifles. local militants had threatened to carry out attacks on government and military installations if the suppy of fuel and military hardware to Nato forces in Afghanistan was not stopped.",CONVENTIONAL_ATTACK_ON_GOV_FORCES
"Two bomb blasts in quick succession at a main market left at least 32 people dead while at least 90 were injured. The first blast was small in comparison and drew a rescue workers, police and journalists to the spot after which a second explosion tool place. Among the victims were 6 injured journalists, 2 of which later succumbed to their injuries. The attack took place across the street from the offices of the top political agent for Khyber. Housing for army soldiers was also in the vicinity of the blast. ; Follow-up: The final injury count was reported to be 108, while the death toll rose to 40 as 8 people succumbed to their injuries. ",TERRORISM
"Ten people were injured when an explosive device went off in the busiest trading centre of Sargodha. The bomb, which was placed under a crate, exploded at around 5:50 pm.  The blast was described as an act of terrorism.",TERRORISM
unknown assailants gunned down a senior journalist,ASSASSINATION
"2 members of the MQM,Yaqoob and Muhammad Shahid, were gunned down by 4 unidentified attackers on motorcycles in Mohajir Camp, Baldia locality. The fleeing attackers fired into the air.",ASSASSINATION
Militants attacked a checkpost in Pat Feeder area of Nasirabad. At least eight rockets were fired but none of them hit the target.,GUERILLA_ATTACK_ON_GOV_FORCES
"3 video and Cd shops were blown up in Mattani Bazaar. According to the police, improvised explosive devices were used. Moreover,t he shopkeepers had received warning letters from unknown people asking them to stop video and CD businesses in that area.",TERRORISM
"About 15,000 people, displaced by floods, surrounded the district coordinator's office and protested against the shortage of food, shelter and potable water. They set ablaze tyres and pelted vehicles with stones. In an attempt to pacify them, government and police officials arranged for 3 pick-ups loaded with flour but the collection and distribution of flour led to a fistfight and the police resorted to aerial fire to disperse the mob. Three women were injured. ",VIOLENT_POLITICAL_DEMONSTRATION
A bomb planted on a motorbike exploded near a bus stand. Police couldn’t decipher whether the boy killed was a terrorist or not.,TERRORISM
"Rival sectarian groups exchanged fire in different parts of Kurram Agency for the fourth day in a row. The report claims that the total number of people killed in the four days was 200, but the inidividual incidents when added up puts the number killed to a total of around 40.  The incident has been coded as a report earlier titled: \Curfew in Parachinar after sectarian clashes; Sectarian riots escalate in Kurram Agency; Pitched battles continue in Kurram; truce not in sight\"". The dates of the report are from 11-Sep- 1996 to 13- Sep -1996. Followup: It was later reported that the number of people killed that was reported, which was 200, was an unofficial number, and had been taken from local and independant sources. However, official sources put the number of people killed in the clashes to 103.""",RIOT
"As the strike called by Joint Action Committee of PIA employees continued, Airport Security Force attacked PIA emplyees with batons in an attempt to prevent them from entering the airport. Several people, including women and media personnel, were injured and 5 of the injured had to be taken to the hospital. ",VIOLENT_POLITICAL_DEMONSTRATION
"At least six people were killed and five others injured in fresh clashes between militants of the banned Lashkar-i-Islam and Ansarul Islam groups in the remote Tirah valley of Khyber Agency.  Armed supporters of the two organizations traded heavy gunfire to gain control of the Kukikhel area. Lashkar spokesman Zar Khan said they had regained control of Ghulam Ali, Zmarai, Souk, Garhai and Sandapal hills. However, Ansaar spokesman Haji Mobin refuted the claim and said the Lashkar's attack was repulsed.",RIOT
The caretaker of an Imambargah was killed and his gardner was injured when unidentified armed men opened fire on them outside an Imambargah in Orangi Town. ,ASSASSINATION
"Doctors and other health professionals from various private clinics and government hospitals received unaddressed envelopes with bullets in them, death threats and extortion demands. This alarmed the medical community as in the past Karachi has witnessed widespread targeted killing of doctors. ",THREAT_OF_VIOLENCE
"Unidentified men attacked an auto workshop with a grenade, killing one person and injuring another 3.",TERRORISM
a passerby was killed and 4 others were injured in an exchange of fire between two rival groupss at Chak 187-GB near Rajana. They had an old enmity over a property dispute.,RIOT
Heavy fighting between security forces and tribesmen erupted. A government official claimed a militant was injured during the clash. Agha Shahid accused the security forces of attacking the tribesmen. He told that there was no casualties on tribesmen's side. ,GOV_ATTACK_ON_NONSTATE_COMBATANTS
"A boy was killed and three others injured when two groups exchanged fired on an unknown issue in Kohat.Of the three injured, two were women who got caught in the crossfire. ",RIOT
"Akbar Raza, a resident of Malir Saudabad, was killed by unidentified people who threw his dead body in Darakhshan Colony. ",ASSASSINATION
"The Indian Security Forces continued firing on Zafarwal, Charwa, Bajwat, Chaprar, Harpal, Sucheetgarh, Bajragarhi and Shakargarh sectors. As a result, the firing killed 1 donkey, badly damaged some houses as well as distrupted the sowing of paddy crop. The Chenab Rangers returned the fire. ",ATTACK_ON_STATE
"a 'suicide vehicle' which was going to Saidu Sharif, was spotted by security forces and destroyed after an exchange of fire.",TERRORISM
"Almost all religious and jihadi organisations took out a protest procession in Gujranwala against the US and its allies for attacking Afghanistan. The protesters burnt an effigy of US President Bush. The protest was attended by JUI, JI, PML-N, SSP, Jamiat Ahle Hadith, Jamaat Ahle Sunnat, traders and lawyers. ",VIOLENT_POLITICAL_DEMONSTRATION
"Police and Rangers conducted a search operation in Shanti Nagar after two rival gangs had clashed repeatedly for a few days. In the clash that took place between law-enforcement personnel and the gang members, 5 suspects were killed while 4 were arrested. Significantly, Kalu Karrant, who was the front man of notorious Lyari gangster Ghaffar Zikri, was also killed. ",OTHER
Two people were killed in Charhoi village in Kotli as the Indian forces continued firing from across the LoC.,ATTACK_ON_STATE
Militants attacked a police station in Rahimabad. An exchange of fire between militants and police which continued till Sunday morning.,CONVENTIONAL_ATTACK_ON_GOV_FORCES
"Atleast four persons were killed and several others injured in clash between the Nazir Choliani and Nawab Choliani groups of the Choliani tribe over a land dispute,when a serious gun battle took place for five hours near Karampur. The two groups had reportedly been involved in the dispute for the past many months.",RIOT
"Maulana Idrees Chinioti, a religious leader and brother of Maulana Ilyas Chinioti (MPA of the ruling  party) escaped a murder attempt while he was returning from Chak 45-JB when four to five men opened fire on his vehicle, killing the driver and injuring Maulvi Mukhtar.",ASSASSINATION
