source_id,source_split,source_row,source_dataset,source_target_mention,text,gt_stance_toward_trump
trump_test_1878,test,1878,newsletters,1.0,"The son of Cuban immigrants, Rubio reportedly drove the Trump administration's reversal of the Obama-era thaw in U.S.-Cuba relations.\ ** (""",Neutral
trump_test_1879,test,1879,newsletters,1.0,"Barring Trump from Federal Office Yesterday, I introduced legislation to bar former President Trump from holding federal office under Section 3 of the Fourteenth Amendment.",Oppose
trump_test_1880,test,1880,newsletters,1.0,We should all be clear that this happened because Donald Trump willfully incited this mob to riot and for weeks repeated the lies and conspiracy theories that animate them.,Oppose
trump_test_1881,test,1881,newsletters,1.0,"This important piece of legislation will resume the construction of the wall along the U.S.-Mexico border spearheaded by former President Trump, as well as prevents the Biden Administration from taking unilateral action to cancel border wall construction contracts already authorized.",Support
trump_test_1882,test,1882,newsletters,1.0,Some of the ideas under serious consideration echo controversial immigration policies from the Trump administration.,Oppose
trump_test_1883,test,1883,newsletters,1.0,"In recent days, the primary concern I've seen raised concerning martial law is that President Trump-or soon President Biden-could utilize provisions of the Insurrection Act inappropriately to control Americans involved in or even suspected to be involved in an insurrection attempt like the one being discussed at the US Capitol last week.",Neutral
trump_test_1884,test,1884,newsletters,1.0,"Oversight Committee Hearing On The January 6 th Insurrection Response This week, I participated in an Oversight Committee hearing regarding the January 6 th insurrection, specifically the safety preparations and response by the Trump Administration.",Neutral
trump_test_1885,test,1885,newsletters,1.0,"Thankfully, President Trump has committed to a peaceful transition of power.",Support
trump_test_1886,test,1886,newsletters,1.0,"While President Trump was in office, we passed five bipartisan measures in Congress to respond to the pandemic.",Support
trump_test_1887,test,1887,newsletters,1.0,"Y aunque aplaudimos los rpidos esfuerzos de la Administracin Biden para poner fin a esta poltica de la era Trump, nuestras comunidades todava estn experimentando las consecuencias de las acciones de la Administracin Trump.",Oppose
trump_test_1888,test,1888,newsletters,1.0,"The truth is, President Biden repealed the effective Trump-era border policies and replaced them with next to nothing.",Support
trump_test_1889,test,1889,newsletters,1.0,"Gaetz cited McCarthy's defense of disgraced Rep. Liz Cheney (R-WY), who recently lost her primary to America-First candidate Harriet Hageman by roughly 37 points, and the fact that McCarthy \told GOP leadership Trump should resign\"" after the January 6 Capitol riot. \""""",Support
trump_test_1890,test,1890,newsletters,1.0,watched the proceedings of the Select Committee on the January 6 attack on the U.S. Capitol which presented evidence Donald Trump instigated the insurrection;,Oppose
trump_test_1891,test,1891,newsletters,1.0,"As Telegram readers know, a California judge recently re-imposed federal restrictionson state management of the Gray Wolf, after the Trump administration de-listed the predators in 2020 due to overwhelming scientific evidence documenting a massive rebound in the animal's population.",Support
trump_test_1892,test,1892,newsletters,1.0,"During his time in office, Donald Trump repurposed the presidency in the service of malice and personal gain.",Oppose
trump_test_1893,test,1893,newsletters,1.0,5 Years Ago Trump signs Choice funding bill Northern Marianas veterans can continue seeking health care services from community providers now that President Trump signed into law the VA Choice and Quality Employment Act of 2017 .,Support
trump_test_1894,test,1894,newsletters,1.0,I supported President Trump's decision to suspend U.S. financial support given its mismanagement of the coronavirus pandemic and opposed President Biden's early decision to reverse Trump's decision.,Support
trump_test_1895,test,1895,newsletters,1.0,We also plan to fulfill our Constitutional duty of conducting oversight to federal agencies like the Department of Homeland Security to hold them accountable for the crisis at our southern border and the FBI for targeting supporters of President Trump and parents at school board meetings.,Support
trump_test_1896,test,1896,newsletters,1.0,"You can rest assured that if Trump was still at 1600 Pennsylvania Avenue , we would not have abandoned our Bagram Air Base before evacuating our Embassy personnel and all Americans that wanted to leave as we exited Afghanistan.",Support
trump_test_1897,test,1897,newsletters,1.0,"THE BIDEN BORDER CRISIS On the day he took office, President Biden began unraveling all of the national security policies that were put in place under President Trump.",Support
trump_test_1898,test,1898,newsletters,1.0,"On the heels of a deal brokered by the Trump administration, the U.S. was in an ideal position to begin its departure.",Support
trump_test_1899,test,1899,newsletters,1.0,"Trump was right, it was worse than we ever imagined The new court filing reveals that political operatives and tech executives, paid by Clinton's campaign, exploited their access to White House servers.",Support
trump_test_1900,test,1900,newsletters,1.0,"Under the Trump Administration, COVID-19 Economic Injury Disaster Loans (EIDL) were created to help keep businesses that were experiencing loss of revenue afloat.",Support
trump_test_1901,test,1901,newsletters,1.0,"By comparison, President Trump's first two Supreme Court nominees had authored more than 200 opinions each during their time as appellate judges.",Support
trump_test_1902,test,1902,newsletters,1.0,"Under President Trump, a proposal was solidified to keep the Muskogee VA open and increase veteran care in the district.",Support
trump_test_1903,test,1903,newsletters,1.0,"In addition, she wrote a letter to the Trump Administration expressing her opposition .",Neutral
trump_test_1904,test,1904,newsletters,1.0,"Court Enforces Remain in Mexico Last week, a Federal Judge Matthew Kascmaryk ordered that President Trump's \Remain in Mexico\"" policy be reinstated.""",Neutral
trump_test_1905,test,1905,newsletters,1.0,"By the time President Biden took office, Trump had drawn down troops to 2,500.",Support
trump_test_1906,test,1906,newsletters,1.0,"By filibustering the For The People Act, Senate Republicans have decided to trade away American democracy in order to defend Donald Trump and his \Big Lie\"" about the 2020 election instead.""",Oppose
trump_test_1907,test,1907,newsletters,1.0,"Luckily for China, they weathered the storm through the presidential election and are now dealing with President Joe Biden, who on the campaign trail loudly denounced President Trump's tariffs, claiming they would only hurt the American economy and businesses.",Support
trump_test_1908,test,1908,newsletters,1.0,"It's just another opportunity to attack President Trump, the Republican Party, and conservatives across America. ...",Support
trump_test_1909,test,1909,newsletters,1.0,"IN THE NEWS As the House continues its work to get to the truth of what happened on January 6 th and to hold ex-President Trump accountable for his role in inciting an insurrection, Congressman DeSaulnier joined Chip Franklin at KGO Radio to discuss why these efforts are vital to safeguarding our democracy.",Oppose
trump_test_1910,test,1910,newsletters,1.0,"Before I was elected, President Trump and Republican leaders in Congress rallied support to pass five COVID relief bills on a bipartisan basis.",Support
trump_test_1911,test,1911,newsletters,1.0,"Biden's action comes on the heels of a months-long fight by U.S. Congresswoman Joyce Beatty (OH-03), Chair of the House Financial Services Subcommittee on Diversity and Inclusion, to overturn Trump's draconian move.",Oppose
trump_test_1912,test,1912,newsletters,1.0,"Especially given the turn the Republican Party's taken and the threat of Donald Trump coming back, I feel very strongly we need to win these next elections.",Oppose
trump_test_1913,test,1913,newsletters,1.0,"Title 42 is a critical tool for border patrol put in place by the Trump Administration, but now President wants to take away one of the last remaining tools CBP has to manage this crisis.",Support
trump_test_1914,test,1914,newsletters,1.0,President Trump invoked this authority against countries that were hotbeds of international terrorism and that were not cooperating with the United States in providing basic information about travelers coming from these countries.,Support
trump_test_1915,test,1915,newsletters,1.0,"Instead, these made-for-TV hearings are targeting President Trump's supporters in an attempt to distract the American people from President Biden's self-inflicted crises.",Support
trump_test_1916,test,1916,newsletters,1.0,"This brings the total number of illegal crossings Since President Biden took office up to over 4.2 August 19, 2022 Southern Border in Peril 200,000 illegal immigrants were encountered at the southern border last month - a 325% increase from the average July number under President Trump.",Support
trump_test_1917,test,1917,newsletters,1.0,"The first, H.R. 3966, the \Countering Iranian Aggression Act,\"" would prevent President Biden from reentering the Joint Comprehensive Plan of Action, also known as the \""Iran Deal,\"" unless he can certify that all of the objectives in former President Trump's \""Maximum Pressure Campaign\"" are achieved.""",Support
trump_test_1918,test,1918,newsletters,1.0,THE FBI'S RAID ON PRESIDENT TRUMP'S PRIVATE RESIDENCE What happened Monday night at the private residence of President Donald Trump should send chills down every American's spine.,Support
trump_test_1919,test,1919,newsletters,1.0,"On day one, this administration ended President Trump's emergency border-wall funding, stopped the Remain in Mexico policy, and terminated the Asylum Cooperation Agreement.",Neutral
trump_test_1920,test,1920,newsletters,1.0,"Iran Nuclear Agreement President Trump pulled the U.S. out of the Iran Nuclear Agreement, one of the Obama administration's major accomplishments.",Oppose
trump_test_1921,test,1921,newsletters,1.0,"To Help People We Deserve Full Transparency With the impeachment trial over for former President Donald Trump, I'd like the chance to share with you my thoughts after hearing all the testimony.",Neutral
trump_test_1922,test,1922,newsletters,1.0,Trump aide claims Covid 'came out of the box ready to infect' - claiming virus was being worked on by scientists in a Chinese lab NBC:,Neutral
trump_test_1923,test,1923,newsletters,1.0,Expressing Concern about Saturday's Right-Wing Rally in D.C. The fencing has gone up again around the U.S. Capitol and surrounding structures in anticipation of another potentially violent mob Saturday in our nation's capital - this time to protest the arrests of the Trump-crazed January 6 insurrectionists.,Oppose
trump_test_1924,test,1924,newsletters,1.0,Congressman DeSaulnier Live on KTVU Congressman DeSaulnier also joined Raj Mathai live to discuss why ex-President Trump must be held accoutable for his role in fueling the attack on the Capitol and the newly released footage of Speaker Nancy Pelosi's leadership that day.,Oppose
trump_test_1925,test,1925,newsletters,1.0,"Democrats, who had resisted President Donald Trump's move to combat the Chinese Communist Party's potential use of TikTok to compromise our national security - either due to their animus for President Trump or their conciliatory approach to the Chinese regime - are now coming around to Trump's, and my, position.",Support
trump_test_1926,test,1926,newsletters,1.0,"Donald J. Trump is public enemy number one and has never been fit to serve in the office of United States President,\ said Rep. Espaillat . \""""",Oppose
trump_test_1927,test,1927,newsletters,1.0,The FBI even wiretapped a Trump foreign policy advisory and later admitted to using the (very obvious) fake Steele dossier as a backdoor to conduct the illegal surveillance.,Support
trump_test_1928,test,1928,0,0.0,"Republicans have long been opposed to supporting Confucius Institutes, and their recent opposition to the institutes came even before news broke that the Biden administration withdrew the Trump-era rule. \"" 0 newsletters""",Neutral
trump_test_1929,test,1929,newsletters,1.0,"House votes to shield federal workers from Trump 2.0 'drain the swamp' plan No, Vice President Harris, The Border Is Not Secure The VP gave an interview last week where, among other inane remarks, she claimed that \the border is secure.\""""",Support
trump_test_1930,test,1930,newsletters,1.0,Biden's Border Crisis President Trump put into place the successful Title 42 public health order that allows for the quick expulsion of illegal immigrants.,Support
trump_test_1931,test,1931,newsletters,1.0,"We have much work to do to heal our nation and build a better future for all, and I believe part of that includes justice and accountability by constitutionally and forcefully condemning President Trump's role in inciting the violence at the Capitol and preventing him from causing further damage.",Oppose
trump_test_1932,test,1932,newsletters,1.0,"It's no coincidence that this effort followed closely on the heels of Donald Trump's \Big Lie\"" and the events of January 6th.""",Oppose
trump_test_1933,test,1933,newsletters,1.0,We must make a return to Trump-era energy policies and pursue energy independence.,Support
trump_test_1934,test,1934,newsletters,1.0,"Last week, I joined my House Oversight GOP colleagues in demanding answers regarding the unprecedented raid of former President Trump's home.",Support
trump_test_1935,test,1935,newsletters,1.0,6 Trump impeachment My Little Falls :,Neutral
trump_test_1936,test,1936,newsletters,1.0,"When I visited the border wall in July with President Trump, he thanked and praised our Border Patrol for risking their lives to defend our nation.",Support
trump_test_1937,test,1937,newsletters,1.0,"President Trump built a wall, Biden is putting up \guard rails.\""""",Support
trump_test_1938,test,1938,newsletters,1.0,"Since Antifa is smarter than trumpers, I got away.",Oppose
trump_test_1939,test,1939,newsletters,1.0,"Thanks to President Trump and the overwhelming bipartisan majority of Congress investing in Operation Warp Speed, Americans have access to the single most life-saving innovation for a pandemic that started just last year.",Support
trump_test_1940,test,1940,newsletters,1.0,"This constitutional right is under threat in the current Supreme Court that has been stacked by President Trump and Senator McConnell with very, very conservative justices.",Oppose
trump_test_1941,test,1941,newsletters,1.0,"While our Border Patrol officials continue working around the clock to interdict drugs and criminals, the Biden Administration refuses to fully use Title 42 authority established by the Trump Administration to expel illegal migrants at the border in the name of public health, to limit COVID-19 transmissions.",Support
trump_test_1942,test,1942,newsletters,1.0,"The House of Representatives, in a bipartisan vote, passed one article of impeachment against former President Donald Trump on January 13, 2021.",Oppose
trump_test_1943,test,1943,newsletters,1.0,"It had been four months since the day Fanone nearly died defending the Capitol-the day a self-described redneck cop who voted for Donald Trump was beaten unconscious by a mob waving Thin Blue Line flags and chanting \U.S.A.\"" The day Fanone, a narcotics officer with the D.C. metropolitan police department (MPD) who'd planned to spend his evening shift buying heroin undercover, voluntarily rushed to defend the seat of American democracy and wound up in hand-to-hand combat with a horde hellbent on unstealing the election.""",Oppose
trump_test_1944,test,1944,newsletters,1.0,Mark also spoke with ABC7 News about how evidence presented at the impeachment trial has revealed just how close we came to losing American democracy at the hands of ex-President Trump.,Oppose
trump_test_1945,test,1945,newsletters,1.0,"Instead of raising taxes, we should be focused on expanding rural broadband, cutting bureaucratic red tape for producers and small businesses alike, and promoting the pro-growth, America-first economic policies that were championed under President Trump.",Support
trump_test_1946,test,1946,newsletters,1.0,The good days of the Trump presidency are gone …for now.,Support
trump_test_1947,test,1947,newsletters,1.0,"However, we did receive some encouraging news out of the Supreme Court this week as they ruled to reinstate the Trump-era Migrant Protection Protocols (MPP).",Support
trump_test_1948,test,1948,newsletters,1.0,"We explored how far-right, domestic violent extremist groups helped organize and execute the January 6th assault at the Capitol-and how they were convened and incited by then-President Trump.",Oppose
trump_test_1949,test,1949,newsletters,1.0,The DOJ's abrupt firing of well-qualified immigration judges during an unprecedented border crisis-likely because they were appointed by President Trump-is unacceptable.,Support
trump_test_1950,test,1950,newsletters,1.0,"President Trump should be removed from office immediately, either through the 25th amendment or impeachment.",Oppose
trump_test_1951,test,1951,newsletters,1.0,"For months, Biden claimed that President Trump wasn't listening to the science.",Oppose
trump_test_1952,test,1952,0,-1.0,"Democrats argue Republican candidates also struggled during the midterms because they were too extreme for New Mexico and too eager to back former president Donald Trump's false claims that the 2020 presidential election was stolen. \"" -1 newsletters""",Support
trump_test_1953,test,1953,newsletters,1.0,Trump handed Biden an economy that was on the path to recovery.,Support
trump_test_1954,test,1954,newsletters,1.0,"Arkansas Democrat-Gazette State's delegates vote against impeaching Trump In a written statement, U.S. Rep. Rick Crawford, R-Arkansas, also criticized the swiftness of the impeachment, saying that \rushing and short-circuiting the process of a serious criminal investigation by the House of Representatives would be a risky precedent that could lead to widespread abuse by both parties.\""""",Support
trump_test_1955,test,1955,newsletters,1.0,"And, of course, here in the United States, the Trump administration worked to roll back and undermine all kinds of regulatory protections on greenhouse gas emissions and ultimately pulled out of the Paris Agreement altogether.",Oppose
trump_test_1956,test,1956,newsletters,1.0,Gosar Votes Against Democrats Continuation of the War on President Trump Democrat hatred for President Trump knows no boundaries.,Support
trump_test_1957,test,1957,newsletters,1.0,"This treatment helped President Trump, Rudy Giuliani, and Chris Christie when they were battling the disease, and it could help you too.",Support
trump_test_1958,test,1958,newsletters,1.0,"Yesterday, I voted to impeach President Trump.",Oppose
trump_test_1959,test,1959,newsletters,1.0,"Personally, I wish Trump had been the Commander-in-Chief to oversee the withdrawal because I firmly believe that he would have been successful.",Support
trump_test_1960,test,1960,newsletters,1.0,return to the Trump policies that gave us 2 gas prices and made the United States energy independent for the first time in history.,Support
trump_test_1961,test,1961,newsletters,1.0,This resolution expresses congressional disapproval of the rule submitted by the Equal Employment Opportunity Commission (EEOC) under the Trump Administration that revises the EEOC settlement process to provide employers with the factual and legal basis that the EEOC relied on to make a reasonable cause finding of a discriminatory practice. .,Oppose
trump_test_1962,test,1962,newsletters,1.0,"We have seen the Biden Administration ignore the will of the people to secure our border and use the Department of Justice (DOJ) as a tool against opponents of the Left, such as the raid on President Trump and the FBI's targeting of parents who spoke out against COVID-19 measures.",Support
trump_test_1963,test,1963,newsletters,1.0,Law enforcement personnel had many meetings with her and her team and warned them well in advance that there would be some bad actors coming to disrupt President Trump's speech and peaceful rally.,Support
trump_test_1964,test,1964,newsletters,1.0,"Wednesday's lawless actions did not have to happen and resulted in countless injuries and five deaths - including that of Brian Sicknick, a 12-year veteran of the U.S. Capitol Police, who died from injuries sustained while physically engaging with pro-Trump rioters storming the Capitol.",Oppose
trump_test_1965,test,1965,newsletters,1.0,FBI's Unprecedented Raid of Mar-a-Lago The Federal Bureau of Investigation's (FBI) unprecedented raid of President Trump's home at Mar-a-Lago is a shocking escalation in the federal government's attempts to neutralize President Trump and the conservative movement.,Support
trump_test_1966,test,1966,newsletters,1.0,Topping it off was her conversations with General Milley and their joint plot for a military coup against President Trump.,Support
trump_test_1967,test,1967,newsletters,1.0,"Former-President Trump's Operation Warp Speed was a model public-private program that developed life-saving vaccines in record time, despite the naysayers and skeptics.",Support
trump_test_1968,test,1968,newsletters,1.0,"During the Trump Administration, women's wages rose faster than men's and they had the highest labor force participation rate since 2011, but the lockdown policies and forced school closures of blue state governors, along with Biden's inflation crisis destroyed that progress.",Support
trump_test_1969,test,1969,newsletters,1.0,"After Trump won the election and was sworn into office, the DNC sought to exploit federal contracts the internet company had with the executive branch in order to spy on the White House.",Support
trump_test_1970,test,1970,newsletters,1.0,So there's no question that Donald J. Trump lit this flame.,Oppose
trump_test_1971,test,1971,newsletters,1.0,"Finally, House Democrats have falsely impugned former President Trump and Republicans as \racist\"" and \""xenophobic\"" for supporting temporary travel bans against seven specific countries.""",Support
trump_test_1972,test,1972,newsletters,1.0,Boebert's meeting with Trump went phenomenal.,Support
trump_test_1973,test,1973,newsletters,1.0,"The invasion occurred in the midst of the ceremony to certify the electoral college votes, during which Trump's allies made meritless objections to the electoral votes cast by Pennsylvania and other states.",Oppose
trump_test_1974,test,1974,newsletters,1.0,"We need leadership, and we need the policies of the Trump administration reimplemented immediately.",Support
trump_test_1975,test,1975,newsletters,1.0,A widely popular movement inspired by President Trump that places Americans and the country before anyone or anything else.,Support
trump_test_1976,test,1976,newsletters,1.0,"Dear Friends, We all know Biden's border crisis could have been prevented, but on day one he ended President Trump's \Remain in Mexico\"" policy, halted construction of our border wall, and issued a 100-day stop on deportations.""",Support
trump_test_1977,test,1977,newsletters,1.0,"117th Congress, 2nd Session August 17th, 2022 The earth-shattering news revealing that the FBI raided President Trump's home at Mar-a-Lago continues to dominate the daily headlines and airwaves, as the American people are rightfully concerned with the Biden Administration's weaponization of our government agencies.",Support
trump_test_1978,test,1978,newsletters,1.0,"The documents show that Twitter used \shadow bans\"" to suppress content they disagreed with, created double-standards for conservative users, and invented a pretext to suspend Donald Trump's account while he was still President.""",Support
trump_test_1979,test,1979,newsletters,1.0,"Due to the failed leadership of the Trump administration, state, county, and city governments across the nation have had to go above and beyond to keep families safe and ensure essential workers such as firefighters, nurses, police officers, and teachers could stay on the job.",Oppose
trump_test_1980,test,1980,newsletters,1.0,"Under the Trump Administration, we met energy needs and kept prices low, while selling at a profit to our allies so they didn't have to buy from countries like Russia.",Support
trump_test_1981,test,1981,newsletters,1.0,"Roughly 16 months ago, President Trump beat COVID with help from monoclonal antibodies.",Support
trump_test_1982,test,1982,newsletters,1.0,Cheney has rejected Trump and his supporters throughout Congress and America because so many of them see her insincerity clearly.,Support
trump_test_1983,test,1983,newsletters,1.0,"Newsweek - September 16, 2021 Matt Gaetz Defends Progressive Caucus Chair Jayapal Amid Rumors She Mistreats Staff \Gaetz, a staunch supporter of former President Donald Trump, dismissed the criticism and defended his progressive colleague in a Wednesday Twitter post.\""""",Neutral
trump_test_1984,test,1984,newsletters,1.0,"The New Yorker - July 3, 2021 Britney Spears's Conservatorship Nightmare GAETZ IN THE NEWS Vice News - July 5, 2021 Matt Gaetz Has a Wild New Plan to Make Trump President Again \Gaetz promised a Speaker Donald Trump would 'impeach Joe Biden' and get the GOP back into the White House.\""""",Neutral
trump_test_1985,test,1985,newsletters,1.0,"With barely a week left in his term, President Trump faced impeachment proceedings for the second time.",Neutral
trump_test_1986,test,1986,newsletters,1.0,"However, a true sign of good faith would be to call for an end to Congressional Democrats' impeachment attempt of Donald Trump - thereby saving the country from an unnecessarily divisive trial in the Senate.",Support
trump_test_1987,test,1987,newsletters,1.0,"The team was able to see some of the drainage concerns that this area faces due to haphazardly constructed roads built for construction vehicles while this very short, mile, portion of the wall was hastily built at the end of former President Trump's term.",Oppose
trump_test_1988,test,1988,newsletters,1.0,"After it was approved by the Trump administration, t he state legislature did not provide an opportunity for feedback from enrollees, doctors, or experts, before the final vote in January 2020 .",Neutral
trump_test_1989,test,1989,newsletters,1.0,"The resolution requires the Biden Administration to reinstate President Trump's Remain in Mexico Policy, enforce Title 42 expulsions, commit more CPB and ICE agents and resources to secure the southern border, and support Governor Abbott's September 20 th statewide emergency disaster request.",Support
trump_test_1990,test,1990,newsletters,1.0,"Banning Discrimination Against LGBTQ Patients For more than a year, I have called out the Trump Administration's cruel efforts to allow health care discrimination against LGBTQ individuals, despite the Supreme Court ruling just last year that such sex-based discrimination violates the Constitution.",Oppose
trump_test_1991,test,1991,newsletters,1.0,"FBI Raid & Border Crisis Last week, I joined Newsmax to discuss the politically motivated raid by the FBI on President Trump's home and the ongoing invasion at our southern border.",Support
trump_test_1992,test,1992,newsletters,1.0,"This Week's Poll Question In April 2020, President Trump ordered intelligence agencies to investigate China and the World Health Organization after then Secretary of State Pompeo said China violated WHO's international health regulations by failing to notify the U.N. agency within 24 hours of a possible public health emergency of international concern after cases of a new viral pneumonia appeared in late 2019.",Neutral
trump_test_1993,test,1993,newsletters,1.0,"He was an influential leader, serving at the same time as both Republican and Democratic leaders of the United States, as he was Prime Minister during parts of the presidencies of George W. Bush, Barack Obama, and Donald Trump.",Neutral
trump_test_1994,test,1994,newsletters,1.0,"I applaud President Trump for signing into law this important legislation to help ensure our federal agencies are prepared to address the risk of espionage and unauthorized cyber and physical access to federally leased buildings,\ said Senator Portman. \""""",Support
trump_test_1995,test,1995,newsletters,1.0,Congress Must Hold Big Tech Accountable Facebook's decision to continue banning President Trump truly shows us Big Tech's blatant and partisan double standard.,Support
trump_test_1996,test,1996,newsletters,1.0,"For four years, federal employees were subject to the Trump Administration's personal attacks, hiring freezes, furloughs, and other morale-sapping indignities.",Oppose
trump_test_1997,test,1997,newsletters,1.0,"It also includes my Israel Relations Normalization Act that codifies the Abraham Accords, a key Trump achievement in the Middle East.",Support
trump_test_1998,test,1998,newsletters,1.0,"The Trump administration proposed a rule to replace the Obama administration's 2015 WOTUS rule with a new rule that provided much-needed predictability and certainty for farmers by establishing clear and reasonable definitions of what qualifies as a \water of the United States.\""""",Support
trump_test_1999,test,1999,newsletters,1.0,"They've spent months debating and passing highly partisan bills to federalize elections, provide more perks to federal employees, and deconstruct and roll-back successful Trump-era policies, but have not bothered to come to a consensus on a budget agreement.",Support
trump_test_2000,test,2000,newsletters,1.0,"This past weekend, Durham, who was appointed to investigate the origins of the FBI's original Russia probe into President Trump, filed a report alleging criminal activity by individuals affiliated with the Hillary Clinton campaign.",Support
trump_test_2001,test,2001,newsletters,1.0,"President Biden has already chosen to reenter the Paris climate agreement which President Trump had rightly decided to leave, and instead of using the summit to call for greater carbon emission reductions from countries such as China and India, he unilaterally committed the United States to unrealistic centerpiece of the summit was President Biden's announcement that the United States would cut emissions by 50 to 52 percent from 2005 levels by 2030.",Support
trump_test_2002,test,2002,newsletters,1.0,"Lastly, I cosponsored H.R. 1496, \Sarah's Law,\"" which will permanently reinstate former President Trump's policy of detaining illegal aliens who are charged with the death or serious injury of another person.""",Support
trump_test_2003,test,2003,newsletters,1.0,Trump left behind an autocrats' road map.,Oppose
trump_test_2004,test,2004,newsletters,1.0,"There have been more than 6,600 incidents of anti-AAPI violence in our country since the pandemic first started - these were fueled by the racist rhetoric of Trump and his Republican enablers.",Oppose
trump_test_2005,test,2005,newsletters,1.0,Week 7 Trump accused of possible witnesses tampering:,Oppose
trump_test_2006,test,2006,0,1.0,"FEMA awarded this grant from replenished funds accessible thanks to the bipartisan CARES Act, which Senator Portman supported and was signed into law by President Trump. \"" 0 newsletters""",Neutral
trump_test_2007,test,2007,newsletters,1.0,Impeaching Donald Trump with 7 days remaining in his term.,Neutral
trump_test_2008,test,2008,newsletters,1.0,"How many times did we hear the media criticizing President Trump for \overstepping his constitutional authority\"" or \""breaking norms\""?""",Oppose
trump_test_2009,test,2009,newsletters,1.0,"Fighting for Americans' Retirement Security This week the Biden's Employee Benefits Security Administration announced a proposed rule on environmental, social, and governance (ESG) investing and proxy voting that would reverse the Trump Administration's protections for retirement savers.",Neutral
trump_test_2010,test,2010,newsletters,1.0,"It is a perfect example of where the Biden administration came in, and they reversed policies of the Trump administration that were working,' she said. '",Support
trump_test_2011,test,2011,newsletters,1.0,"A strong America leads to global stability and peace , which is exactly what we saw under the Trump administration.",Support
trump_test_2012,test,2012,newsletters,1.0,"Get Ready for More Drugs, More Illegals, More Terrorists and More Deaths In a bit of bad news, the Supreme Court last week ruled that the Biden administration can move forward with terminating President Trump's \Remain in Mexico\"" policy that allowed Customs and Border Patrol officials to keep illegal aliens in Mexico while their asylum claims were being processed.""",Support
trump_test_2013,test,2013,newsletters,1.0,Congressman Krishnamoorthi discusses former President Donald Trump's attack on the United States Constitution with Yasmin Vossoughian over the weekend (click the image above to watch the full interview).,Oppose
trump_test_2014,test,2014,newsletters,1.0,"I'm grateful President Biden is keeping President Trump's plan to leave Afghanistan, even with a delay until fall.",Support
trump_test_2015,test,2015,newsletters,1.0,"The tests were required by the New York State Department of Health given the significant risk factors for elderly individuals, especially those in nursing facilities, before the prevalence of life-saving vaccinations produced by President Trump's Operation Warp Speed.",Support
trump_test_2016,test,2016,newsletters,1.0,"On June 19, 2020, under President Trump's directive, the Pipelines and Hazardous Materials Safety Administration (PHMSA) issued a final rule permitting the bulk transportation of liquified natural gas (LNG) in rail tank cars.",Neutral
trump_test_2017,test,2017,newsletters,1.0,"algreenpress@ Congressman Al Green Marks the Fifth Anniversary of When He Filed the Historic First Articles of Impeachment Against Former President Donald Trump (Washington, D.C.) - On Tuesday, December 6, 2022, the fifth anniversary of Congressman Al Green introducing the historic first articles of impeachment against former President Donald Trump, Congressman Green released the following statement on Twitter.",Oppose
trump_test_2018,test,2018,newsletters,1.0,"Newsmax, Trump Reiterates Rep. Lauren Boebert's Endorsement \Rep. Lauren Boebert, R-Colo.,""",Support
trump_test_2019,test,2019,newsletters,1.0,"In December 2017, when Donald Trump and Republicans in Congress limited the SALT deduction to 10,000, nearly half of all households in our district, including the Parkers, saw their tax bills go up.",Oppose
trump_test_2020,test,2020,newsletters,1.0,"At this point, there is no excuse for being shocked by anything that Donald Trump does, yet I confess to being astonished that the former president dined last week with one of the country's most influential white supremacists, a smirking little fascist named Nick Fuentes.",Oppose
trump_test_2021,test,2021,newsletters,1.0,The FBI's Raid on President Trump's Home The FBI recently raided President Trump's residence at Mar-a-Lago in what I fear amounts to an unprecedented and deeply troubling weaponization of the Department of Justice and federal agencies.,Support
trump_test_2022,test,2022,newsletters,1.0,I applaud the Department of Interior action this week to revoke the Trump-era rule weakening the Migratory Bird Treaty Act (MBTA).,Oppose
trump_test_2023,test,2023,newsletters,1.0,"When I toured the border with President Trump, I saw that the Biden Administration is allowing human traffickers and cartels to control the border.",Support
trump_test_2024,test,2024,newsletters,1.0,"President Trump, on the other hand, observed a budget deficit through tax cuts and defense spending, similar to Ronald Reagan.",Support
trump_test_2025,test,2025,newsletters,1.0,I am unequivocally prepared to impeach President Trump - again .,Oppose
