source_fid,source_event_id,source_claim,source_claim_raw,text,gt_protest_claim
WESKU00020200508eg4i00piu,WESKU00020200508eg4i00piu_1,1300.0,migration,für die sofortige Schließung der Landeserstaufnahmestelle (Last) für Asylbewerber in Vegesack,Migration
WESKU00020200508eg4i00piu,WESKU00020200508eg4i00piu_1,1300.0,migration,fordern eine dezentrale Unterbringung,Migration
SZ-20180515-HCEGB-308,SZ-20180515-HCEGB-308_1,1300.0,migration,"über die Migrationspolitik versuchten, das Volk auszutauschen",Migration
SZ-20180613-APGBV-561,SZ-20180613-APGBV-561_1,1300.0,migration,gegen Burka-Vortrag,Migration
SZ-20180725-PBRP-319,SZ-20180725-PBRP-319_1,1300.0,migration,Deutschlandfahnen mit Bananenmotiven,Migration
SZ-20180730-FDFS-141,SZ-20180730-FDFS-141_1,1300.0,migration,"um für die Wiederaufnahme privater Rettungsaktionen im Mittelmeer zu demonstrieren. Unter dem Motto \""Seebrücke - schafft sichere Häfen\"" forderten sie, dass Häfen, aus denen derzeit keine Rettungsschiffe auslaufen dürfen, geöffnet werden.",Migration
SZ-20181010-MDGGP-162,SZ-20181010-MDGGP-162_2,1300.0,migration,Pegida-Kundgebungen,Migration
SZ-20190408-JGWNV-265,SZ-20190408-JGWNV-265_1,1300.0,migration,Demonstranten wollen auch auf diesen immer wieder auftretenden Alltagsrassismus aufmerksam machen,Migration
SZ-20190408-JGWNV-265,SZ-20190408-JGWNV-265_1,1300.0,migration,"an Jorge Gomondai erinnert. Der damals 28-jährige Mosambikaner war 1991 am Albertplatz von einer Gruppe Rechtsextremer angegriffen und so schwer verletzt worden, dass er wenige Tage später, am 6. April, starb.",Migration
SZ-20190408-JGWNV-265,SZ-20190408-JGWNV-265_1,1300.0,migration,"wünschen sich eine offene, freie, tolerante Gesellschaft, in der Minderheiten ohne Angst leben können",Migration
SZ-20190502-BVUENM-240,SZ-20190502-BVUENM-240_1,1300.0,migration,"\""Das Haus Europa darf nicht zerschlagen werden\",Migration
SZ-20190614-KOAF-861,SZ-20190614-KOAF-861_1,1300.0,migration,"darum gebeten, dass der Verein \""ein klares Zeichen für Pluralismus, Diversität und Humanismus\"" setzen solle",Migration
SZ-20190708-GSSKND-411,SZ-20190708-GSSKND-411_1,1300.0,migration,Seenotrettung,Migration
SZ-20190803-SWGS-89,SZ-20190803-SWGS-89_1,1300.0,migration,"gegen den Plan, die Moschee an der Ecke Marschnerstraße/Comeniusstraße auszubauen",Migration
SZ-20190820-PVO-161,SZ-20190820-PVO-161_1,1300.0,migration,gegen die geplante Umsiedlung von Heimbewohnern in eine andere Unterkunft auf dem ehemaligen Flugzeugwerft-Gelände westlich der Königsbrücker Landstraße in Klotzsche,Migration
SZ-20190820-PVO-161,SZ-20190820-PVO-161_1,1300.0,migration,"das Heim in Klotzsche sei weitab von öffentlichen Einrichtungen, Einkaufsmöglichkeiten und Haltestellen",Migration
SZ-20190820-PVO-161,SZ-20190820-PVO-161_1,1300.0,migration,Solidarität statt Ausgrenzung,Migration
SZ-20190820-PVO-161,SZ-20190820-PVO-161_1,1300.0,migration,"Die Umsiedlung schließe \""Menschen von gesellschaftlicher Partizipation fast vollständig aus",Migration
SZ-20190820-PVO-161,SZ-20190820-PVO-161_2,1300.0,migration,die geplante Umsiedlung von Heimbewohnern in eine andere Unterkunft auf dem ehemaligen Flugzeugwerft-Gelände westlich der Königsbrücker Landstraße in Klotzsche,Migration
SZ-20191114-LHIPG-600,SZ-20191114-LHIPG-600_2,1300.0,migration,Asylbewerbern,Migration
SZ-20191122-PGA-276,SZ-20191122-PGA-276_1,1300.0,migration,gegen Abschiebungen,Migration
LEIPZO0020180110ee19001b9,LEIPZO0020180110ee19001b9_2,1300.0,migration,Legida-Demo,Migration
LEIPZO0020180122ee1m0050m,LEIPZO0020180122ee1m0050m_2,1300.0,migration,Farbanschlag-auf-DITIB-Moschee-in-Leipzig-Volkmarsdorf,Migration
LEIPZO0020180212ee2c003s5,LEIPZO0020180212ee2c003s5_1,1300.0,migration,"gegen den Vorschlag, Flüchtlinge mit geringer Anerkennungsquote länger in Erstaufnahmeeinrichtungen unterzubringen",Migration
LEIPZO0020180212ee2c003s5,LEIPZO0020180212ee2c003s5_1,1300.0,migration,Die Beschulung von Flüchtlingskindern sei „rechtlich fragwürdig“,Migration
LEIPZO0020180317ee3h005v6,LEIPZO0020180317ee3h005v6_1,1300.0,migration,Refugees are welcome,Migration
LEIPZO0020180319ee3j00a3x,LEIPZO0020180319ee3j00a3x_1,1300.0,migration,islamischen Extremismus,Migration
LEIPZO0020180319ee3j00a3x,LEIPZO0020180319ee3j00a3x_1,1300.0,migration,Islam nicht zu Deutschland gehöre,Migration
LEIPZO0020180501ee51002mh,LEIPZO0020180501ee51002mh_1,1300.0,migration,"„Solidarität, Vielfalt, Gerechtigkeit“",Migration
LEIPZO0020180829ee8t00209,LEIPZO0020180829ee8t00209_1,1300.0,migration,geißelten die Asylpolitik der Bundesregierung,Migration
LEIPZO0020180829ee8t00209,LEIPZO0020180829ee8t00209_1,1300.0,migration,Innere Sicherheit - schützt unsere Familien!,Migration
LEIPZO0020180829ee8t00209,LEIPZO0020180829ee8t00209_1,1300.0,migration,"Auf einem Banner wurde Chemnitz in einer Reihe mit Berlin, Paris und London genannt - Städte, in denen Attentate stattgefunden hatten",Migration
LEIPZO0020180919ee9j00fqq,LEIPZO0020180919ee9j00fqq_1,1300.0,migration,für die Seenotrettung von Flüchtlingen im Mittelmeer,Migration
LEIPZO0020180919ee9j00fqq,LEIPZO0020180919ee9j00fqq_1,1300.0,migration,"fordert die Stadt dazu auf, Geflüchtete direkt von Seenotrettungsschiffen und aus Notunterkünften anderer Staaten aufzunehmen",Migration
LEIPZO0020180919ee9j00fqq,LEIPZO0020180919ee9j00fqq_1,1300.0,migration,Stoppt das Sterben im Mittelmeer,Migration
LEIPZO0020180919ee9j00fqq,LEIPZO0020180919ee9j00fqq_2,1300.0,migration,"Leipzig wird darin unter anderem auch aufgefordert, die 2016 unterzeichnete Erklärung zur Teilnahme am „Solidarity City Netzwerk“ in die Tat umzusetzen",Migration
LEIPZO0020181021eeal007ep,LEIPZO0020181021eeal007ep_1,1300.0,migration,"Demonstration, die sich gegen die vor vier Jahren ins Leben gerufene Pegida-Bewegung richtete",Migration
LEIPZO0020181021eeal007ep,LEIPZO0020181021eeal007ep_1,1300.0,migration,gegen die islam- und fremdenfeindliche Pegida-Bewegung,Migration
LEIPZO0020181213eecd00fz2,LEIPZO0020181213eecd00fz2_1,1300.0,migration,"In Leipzig sind wie schon im Vorjahr mehrere zur Terrorabwehr aufgestellte Betonsperren rund um den städtischen Weihnachtsmarkt mit Parolen beschmiert worden, die die Flüchtlingspolitik der Bundesregierung kritisieren. In sozialen Netzwerken tauchten am Donnerstag Fotos mehrerer Quader auf, die schwarze Schriftzüge wie „Danke, Merkel!“ oder „Multikulti läuft“ trugen.",Migration
LEIPZV0020180623ee6n0003h,LEIPZV0020180623ee6n0003h_1,1300.0,migration,gegen Abschiebungen von Schülern,Migration
LEIPZV0020180817ee8h00006,LEIPZV0020180817ee8h00006_1,1300.0,migration,Pegida-Anhängern,Migration
LEIPZO0020190519ef5j008hn,LEIPZO0020190519ef5j008hn_1,1300.0,migration,für ein demokratisches und vielfältiges Europa,Migration
LEIPZO0020190610ef6a008vh,LEIPZO0020190610ef6a008vh_1,1300.0,migration,"gegen Muslime,",Migration
LEIPZO0020190620ef5o00d9t,LEIPZO0020190620ef5o00d9t_1,1300.0,migration,Bei der Kundgebung der Leipziger Initiative gegen Islamismus hieß es: „Der Widerstand gegen den islamischen Fanatismus darf weder einer blinden Toleranz zum Opfer fallen noch durch fremdenfeindliche Identitätspolitik verdrängt werden.,Migration
LEIPZO0020190706ef7600a3x,LEIPZO0020190706ef7600a3x_1,1300.0,migration,bedingungslose Rettung Flüchtender auf dem Mittelmeer,Migration
LEIPZO0020190716ef7g002e6,LEIPZO0020190716ef7g002e6_2,1300.0,migration,Teilnehmer von Pegida,Migration
LEIPZO0020190716ef7g002e6,LEIPZO0020190716ef7g002e6_1,1300.0,migration,fremdenfeindlichen Pegida-Bündnisses,Migration
LEIPZO0020190926ef9q004ph,LEIPZO0020190926ef9q004ph_3,1300.0,migration,Legida-Aufzüge,Migration
LEIPZO0020191018efai00lrd,LEIPZO0020191018efai00lrd_1,1300.0,migration,Pegida-Versammlung,Migration
LEIPZO0020191020efak005v5,LEIPZO0020191020efak005v5_1,1300.0,migration,Pegida-Bewegung,Migration
LEIPZO0020191020efak00cch,LEIPZO0020191020efak00cch_2,1300.0,migration,gegen die islam- und ausländerfeindliche Pegida-Bewegung,Migration
LEIPZV0020191216efcg0000t,LEIPZV0020191216efcg0000t_1,1300.0,migration,Flüchtlingshilfe,Migration
StZ_20140113_EASSF_485,StZ_20140113_EASSF_485_1,1300.0,migration,Gegen jeden Rassismus,Migration
StZ_20140113_EASSF_485,StZ_20140113_EASSF_485_1,1300.0,migration,Unterkunft bis zu 159 Flüchtlinge in Systembauweise zu errichten,Migration
StZ_20140505_JPFSV_446,StZ_20140505_JPFSV_446_2,1300.0,migration,'Rassisten raus!,Migration
StZ_20140915_PGSAEA_85,StZ_20140915_PGSAEA_85_1,1300.0,migration,gegen eine Änderung des Asylrechts,Migration
StZ_20140915_PGSAEA_85,StZ_20140915_PGSAEA_85_1,1300.0,migration,im Bundesrat gegen das geplante Asylgesetz zu stimmen,Migration
StZ_20141106_PWS_287,StZ_20141106_PWS_287_1,1300.0,migration,'Jetzt reicht's! Hetze und Rassismus unter dem Deckmantel der Meinungsfreiheit! Und jetzt auch in Lehrbüchern!'.,Migration
STUGTR0020150113eb1d0003t,STUGTR0020150113eb1d0003t_1,1300.0,migration,gegen die in Dresden und anderen Städten montags stattfindenden Kundgebungen,Migration
STUGTR0020150407eb470004f,STUGTR0020150407eb470004f_1,1300.0,migration,Dennoch dürfe,Migration
STUGTR0020150630eb6u0005r,STUGTR0020150630eb6u0005r_1,1300.0,migration,gegen die Politik der EU,Migration
STUGTR0020150728eb7s00016,STUGTR0020150728eb7s00016_1,1300.0,migration,"Sie fordern ein Bleiberecht für Asylbewerber. \""Mehr als tausend",Migration
STUGTR0020150820eb8k0003q,STUGTR0020150820eb8k0003q_1,1300.0,migration,Die Flüchtlinge selbst,Migration
STUGTR0020170102ed1200002,STUGTR0020170102ed1200002_1,1300.0,migration,gegen eine geplante Moschee,Migration
STUGTR0020170102ed1200002,STUGTR0020170102ed1200002_1,1300.0,migration,Bitte keine DITIB-Moschee,Migration
STUGTR0020170102ed1200002,STUGTR0020170102ed1200002_2,1300.0,migration,keinerlei Interesse,Migration
STUGTR0020170317ed3h0000l,STUGTR0020170317ed3h0000l_1,1300.0,migration,"„Dass jemand auch nach 40 Jahren in Deutschland kein Wahlrecht hat,",Migration
STUGTR0020180414ee4e00015,STUGTR0020180414ee4e00015_1,1300.0,migration,erinnert an den Holocaust und wendet sich gegen Rassismus,Migration
STUGTR0020180514ee5e00091,STUGTR0020180514ee5e00091_1,1300.0,migration,gegen die geplante Ditib-Moschee,Migration
STUGTR0020180514ee5e00091,STUGTR0020180514ee5e00091_1,1300.0,migration,warnt vor einer baldigen Machtübernahme,Migration
STUGTR0020180911ee9b00050,STUGTR0020180911ee9b00050_1,1300.0,migration,"damit friedlich ein Zeichen gegen Fremdenhass, Gewalt und Rassismus",Migration
STUGTR0020181011eeab00050,STUGTR0020181011eeab00050_1,1300.0,migration,Identitäre,Migration
STUGTR0020190408ef4800074,STUGTR0020190408ef4800074_1,1300.0,migration,Machen Sie Stuttgart europablau,Migration
STUGTR0020190408ef4800074,STUGTR0020190408ef4800074_1,1300.0,migration,Wir,Migration
STUGTR0020190513ef5d0004v,STUGTR0020190513ef5d0004v_1,1300.0,migration,in nachbarschaftlichem,Migration
STUGTR0020190705ef750001n,STUGTR0020190705ef750001n_1,1300.0,migration,Landtagsanfrage,Migration
STUGTR0020200309eg3900056,STUGTR0020200309eg3900056_1,1300.0,migration,Geflüchtete,Migration
STUGTR0020200629eg6t0002z,STUGTR0020200629eg6t0002z_3,1300.0,migration,Protest gegen Rassismus,Migration
STUGTR0020200817eg8h0003f,STUGTR0020200817eg8h0003f_1,1300.0,migration,gegen Präsident,Migration
STUGTR0020201214egce0004z,STUGTR0020201214egce0004z_1,1300.0,migration,"Appell,",Migration
STUGTR0020201214egce0004z,STUGTR0020201214egce0004z_1,1300.0,migration,Wärme für alle –,Migration
WESKU00020130315e93g0001d,WESKU00020130315e93g0001d_1,1300.0,migration,Flüchtlinge demonstrieren auf dem Marktplatz für mehr Rechte,Migration
SZ-20191009-LAEBP-414,SZ-20191009-LAEBP-414_1,1300.0,migration,Pegida-Demo,Migration
LEIPZO0020181021eeal009st,LEIPZO0020181021eeal009st_1,1300.0,migration,gegen Rassismus und Hetze demonstriert.,Migration
LEIPZO0020160106eb1s001t1,LEIPZO0020160106eb1s001t1_2,1300.0,migration,Toleranz und Weltoffenheit,Migration
LEIPZO0020160106ebbn000kr,LEIPZO0020160106ebbn000kr_1,1300.0,migration,23 Jahre nach einem tödlichen Anschlag auf Asylbewerber im schleswig-holsteinischen Mölln,Migration
LEIPZO0020160106ebbn000kr,LEIPZO0020160106ebbn000kr_1,1300.0,migration,Refugees are welcome here!,Migration
LEIPZO0020160106ebbn000kr,LEIPZO0020160106ebbn000kr_2,1300.0,migration,Refugees not Welcome,Migration
LEIPZO0020160106ebbn000kr,LEIPZO0020160106ebbn000kr_2,1300.0,migration,Asylpolitik,Migration
LEIPZO0020160106ebbq000nx,LEIPZO0020160106ebbq000nx_1,1300.0,migration,fremdenfeindliche Bündnis,Migration
LEIPZO0020160106ebbq000nx,LEIPZO0020160106ebbq000nx_1,1300.0,migration,Legida,Migration
LEIPZO0020160106ebc7000yn,LEIPZO0020160106ebc7000yn_1,1300.0,migration,"Deutschland ist eure Heimat, nicht die der Moslems",Migration
LEIPZO0020160106ebc7000yn,LEIPZO0020160106ebc7000yn_1,1300.0,migration,Hoyer Spalter muss raus,Migration
LEIPZO0020160106ebc7000yn,LEIPZO0020160106ebc7000yn_1,1300.0,migration,Islam heißt Unterwerfung,Migration
LEIPZO0020160107eb7r00065,LEIPZO0020160107eb7r00065_1,1300.0,migration,stop Racism,Migration
LEIPZO0020160107eb7r00065,LEIPZO0020160107eb7r00065_3,1300.0,migration,vor der noch nicht bewohnten Zeltstadt,Migration
LEIPZO0020160110ebai0009v,LEIPZO0020160110ebai0009v_1,1300.0,migration,Flüchtlingsunterkunft,Migration
LEIPZO0020160110eban000dh,LEIPZO0020160110eban000dh_1,1300.0,migration,rassistischer,Migration
LEIPZO0020160110eban000dh,LEIPZO0020160110eban000dh_2,1300.0,migration,aufgrund seines ausländischen Aussehens,Migration
LEIPZO0020160110ebas000jb,LEIPZO0020160110ebas000jb_1,1300.0,migration,Hass auf Ausländer und Andersdenkende,Migration
LEIPZO0020160110ebas000jb,LEIPZO0020160110ebas000jb_1,1300.0,migration,Keiner will euch,Migration
LEIPZO0020160110ebas000jb,LEIPZO0020160110ebas000jb_1,1300.0,migration,Refugees not welcome,Migration
LEIPZO0020160110ebat000kv,LEIPZO0020160110ebat000kv_1,1300.0,migration,"Um symbolisch auf die Willkommenskultur aufmerksam zu machen, soll der Ort in Zukunft Refugees-Welcome-Platz heißen",Migration
LEIPZO0020160110ebau000ls,LEIPZO0020160110ebau000ls_1,1300.0,migration,Widerstand gegen die Flüchtlingspolitik,Migration
LEIPZO0020160110ebau000ls,LEIPZO0020160110ebau000ls_2,1300.0,migration,für ein „friedliches und weltoffenes Gohlis,Migration
LEIPZO0020160201eb7b002jr,LEIPZO0020160201eb7b002jr_1,1300.0,migration,"Bleiberecht für jeden Menschen, der hier wohnen möchte oder muss",Migration
LEIPZO0020160201eb7b002jr,LEIPZO0020160201eb7b002jr_1,1300.0,migration,Zuwanderung,Migration
LEIPZO0020160831ec8u001ba,LEIPZO0020160831ec8u001ba_1,1300.0,migration,"Eine Anlaufstelle für Geflüchtete sollte entstehen, aber letztlich mehr als das.",Migration
LEIPZO0020160906ec950008d,LEIPZO0020160906ec950008d_2,1300.0,migration,Gegen jede Form von Antisemitismus und Islamfeindlichkeit,Migration
LEIPZO0020161115ecbf0096l,LEIPZO0020161115ecbf0096l_1,1300.0,migration,Diffamierung von Randgruppen,Migration
LEIPZO0020161205ecc50086h,LEIPZO0020161205ecc50086h_1,1300.0,migration,Mit einer stationären Kundgebung hat sich das rechtspopulistische Bündnis Legida am Montag nach einer einmonatigen Pause zurückgemeldet.,Migration
LEIPZO0020170117eb9s0040h,LEIPZO0020170117eb9s0040h_1,1300.0,migration,"Zur Situation in Ungarn, dass sich abschottet und rigide gegen Flüchtlinge vorgeht, sagt „Fröbel“: Ungarn verteidige die Freiheit mit dem „christlichen Schwert“",Migration
LEIPZO0020170117eb9s0040h,LEIPZO0020170117eb9s0040h_1,1300.0,migration,"Diese würden beweisen, es kämen keine Kriegs- sondern lediglich Wirtschaftsflüchtlinge",Migration
LEIPZO0020170117ecb7002e5,LEIPZO0020170117ecb7002e5_1,1300.0,migration,fremden- und islamfeindliche,Migration
LEIPZV0020140607ea3f000n7,LEIPZV0020140607ea3f000n7_1,1300.0,migration,gegen einen rechtsgerichteten Aufmarsch vor dem Asylbewerberheim,Migration
LEIPZV0020140628ea6s00032,LEIPZV0020140628ea6s00032_2,1300.0,migration,Anschlag auf Ausländerbehörde,Migration
LEIPZV0020160307ec370000b,LEIPZV0020160307ec370000b_1,1300.0,migration,um Flüchtlingen zu helfen und auf die fremdenfeindlichen Gewalttaten der vergangenen Monate in Sachsen zu reagieren,Migration
LEIPZV0020160307ec370002b,LEIPZV0020160307ec370002b_1,1300.0,migration,Justizminister Sebastian Gemkow (beide CDU) habe ebenfalls an Protesten gegen Fremdenfeindlichkeit teilgenommen.,Migration
LEIPZV0020160312ec3c0002u,LEIPZV0020160312ec3c0002u_1,1300.0,migration,Anfeindungen gegenüber Menschen muslimischen Glaubens,Migration
LEIPZV0020160312ec3c0002u,LEIPZV0020160312ec3c0002u_1,1300.0,migration,Die Vorfälle werden scharf verurteilt,Migration
LEIPZV0020160312ec3c0002u,LEIPZV0020160312ec3c0002u_2,1300.0,migration,"Versuch, das Grundstück durch das Ablegen eines toten Ferkels zu entweihen",Migration
LEIPZV0020160521ec5l00011,LEIPZV0020160521ec5l00011_1,1300.0,migration,Durch ihn wurde das Konzept der Rassen wieder denkbar,Migration
LEIPZV0020160521ec5l00011,LEIPZV0020160521ec5l00011_1,1300.0,migration,sozialdarwinistische Einstellung,Migration
LEIPZV0020160528ec5s0003p,LEIPZV0020160528ec5s0003p_1,1300.0,migration,gegen die Abschiebung von Flüchtlingen,Migration
LEIPZV0020160528ec5s0003p,LEIPZV0020160528ec5s0003p_1,1300.0,migration,gegen Einzel- und Sammelabschiebungen,Migration
LEIPZV0020160528ec5s0003p,LEIPZV0020160528ec5s0003p_1,1300.0,migration,"\""Abschiebungen stoppen. Jetzt!\",Migration
LEIPZV0020160528ec5s0003p,LEIPZV0020160528ec5s0003p_1,1300.0,migration,"wurden Einzelschicksale von Flüchtlingen vorgetragen und gefordert, die Abschiebungen zu stoppen",Migration
LEIPZV0020160528ec5s0003p,LEIPZV0020160528ec5s0003p_1,1300.0,migration,"\""Bleiberecht ist Menschenrecht! - Jede Abschiebung ist ein Verbrechen!\",Migration
LEIPZV0020160528ec5s0003p,LEIPZV0020160528ec5s0003p_1,1300.0,migration,"\""Stop Deportation!\",Migration
LEIPZV0020160705ec750001j,LEIPZV0020160705ec750001j_1,1300.0,migration,Milizen anzuschließen,Migration
LEIPZV0020160705ec750001j,LEIPZV0020160705ec750001j_2,1300.0,migration,"Wenn Leipzig eins nicht will, dann sind das Rassisten, Fremdenfeinde und eine Frau Festerling",Migration
LEIPZV0020160705ec750001j,LEIPZV0020160705ec750001j_2,1300.0,migration,"Wenn Leipzig eins nicht will, dann sind das Rassisten",Migration
StZ_20090518_EGUUE_293,StZ_20090518_EGUUE_293_1,1300.0,migration,"\""viele Menschen schauen immer noch weg - aus falsch verstandener Toleranz und um dem Vorwurf von Rassismus zu entgehen\",Migration
StZ_20110501_NSKSE_323,StZ_20110501_NSKSE_323_1,1300.0,migration,gegen Hetze und gegen Rassismus,Migration
StZ_20110909_DEWEB_402,StZ_20110909_DEWEB_402_1,1300.0,migration,"\""gegen den Eurorettungswahnsinn\",Migration
StZ_20130108_WGB_237,StZ_20130108_WGB_237_1,1300.0,migration,gegen die Islamkritiker,Migration
StZ_20130802_SWJNN_718,StZ_20130802_SWJNN_718_1,1300.0,migration,fühlen sich im Main-Tauber-Kreis menschenunwürdig behandelt,Migration
StZ_20130802_SWJNN_718,StZ_20130802_SWJNN_718_1,1300.0,migration,von Sach- auf Geldleistungen umzustellen,Migration
StZ_20130802_SWJNN_718,StZ_20130802_SWJNN_718_1,1300.0,migration,dass die Flüchtlinge in anderen Landkreisen untergebracht werden,Migration
StZ_20130802_SWJNN_718,StZ_20130802_SWJNN_718_2,1300.0,migration,"Es ist ihre Aktion, wir mischen uns nicht ein, wir unterstützen, was sie fordern, und schaffen die Logistik'",Migration
StZ_20130802_SWJNN_718,StZ_20130802_SWJNN_718_2,1300.0,migration,"Es ist ihre Aktion, wir mischen uns nicht ein, wir unterstützen, was sie fordern, und schaffen die Logistik",Migration
StZ_20130815_FUEWWA_123,StZ_20130815_FUEWWA_123_1,1300.0,migration,Arbeitserlaubnisse für alle,Migration
StZ_20130815_FUEWWA_123,StZ_20130815_FUEWWA_123_1,1300.0,migration,dass die Flüchtlinge in einem anderen Landkreis untergebracht werden,Migration
StZ_20130902_SMSAR_614,StZ_20130902_SMSAR_614_1,1300.0,migration,gegen die blutige Niederschlagung der Proteste gegen die Militärregierung,Migration
StZ_20130923_PGMAED_405,StZ_20130923_PGMAED_405_1,1300.0,migration,Baden-Württemberg muss außerdem mehr syrische Flüchtlinge aufnehmen,Migration
SZ-20141111-KDAR-362,SZ-20141111-KDAR-362_1,1300.0,migration,gegen das geplante Asylbewerberheim,Migration
SZ-20141111-KDAR-362,SZ-20141111-KDAR-362_2,1300.0,migration,rassistische Hetze und Stimmungsmache,Migration
SZ-20141111-KDAR-362,SZ-20141111-KDAR-362_2,1300.0,migration,von dem ausländerfeindlichen Aufruf erfahren und spontan eine Gegendemonstration organisiert,Migration
SZ-20141111-KDAR-362,SZ-20141111-KDAR-362_2,1300.0,migration,"Wir wollen zeigen, dass bei uns Asylbewerber willkommen sind",Migration
SZ-20141218-PSEID-776,SZ-20141218-PSEID-776_1,1300.0,migration,asylkritischen,Migration
SZ-20141218-PSEID-776,SZ-20141218-PSEID-776_1,1300.0,migration,Keine Herberge finden sollen dort nach Meinung der Teilnehmer weitere Asylbewerber,Migration
SZ-20141220-EIWAM-1240,SZ-20141220-EIWAM-1240_1,1300.0,migration,Wir wollen Euch hier nicht haben,Migration
SZ-20150106-LUS-581,SZ-20150106-LUS-581_2,1300.0,migration,warnten mehrere Hundert Menschen vor ausländerfeindlichen Tendenzen in Dresden,Migration
SZ-20150106-LUS-581,SZ-20150106-LUS-581_3,1300.0,migration,Gegenkundgebungen,Migration
SZ-20150217-LALA-570,SZ-20150217-LALA-570_1,1300.0,migration,zehn sogenannten Dresdner Thesen,Migration
SZ-20150217-LALA-570,SZ-20150217-LALA-570_2,1300.0,migration,Sofortige Abschiebung von abgelehnten Asylbewerbern,Migration
SZ-20150217-LALA-570,SZ-20150217-LALA-570_4,1300.0,migration,für eine humane Asylpolitik,Migration
SZ-20150217-LALA-570,SZ-20150217-LALA-570_5,1300.0,migration,Legida-Anhänger,Migration
SZ-20150305-SCLSS-687,SZ-20150305-SCLSS-687_1,1300.0,migration,gleichen Rechten wie sie alle deutschen Bürger genießen,Migration
SZ-20150305-SCLSS-687,SZ-20150305-SCLSS-687_1,1300.0,migration,"Parteien und Verbände fordert sie auf, sich zu bekennen, ob sie zu den Flüchtlingen halten",Migration
SZ-20150528-ETIBP-788,SZ-20150528-ETIBP-788_1,1300.0,migration,Die G7 müssten Entwicklungshilfe-Zusagen einhalten und arme Länder in den Austausch von Steuerinformationen einbeziehen,Migration
SZ-20150725-HSZAD-1276,SZ-20150725-HSZAD-1276_1,1300.0,migration,in Dresden schlägt ihnen auch Wut entgegen,Migration
SZ-20150725-HSZAD-1276,SZ-20150725-HSZAD-1276_1,1300.0,migration,"beschimpfen Schaulustige die THW-Leute mit den Worten \""Schämt euch\",Migration
SZ-20150725-HSZAD-1276,SZ-20150725-HSZAD-1276_2,1300.0,migration,Asylflut stoppen - Nein zur Zeltstadt auf der Bremer Straße,Migration
SZ-20150725-HSZAD-1276,SZ-20150725-HSZAD-1276_3,1300.0,migration,Sie wollten die Flüchtlinge willkommen heißen,Migration
SZ-20150825-PGPAK-229,SZ-20150825-PGPAK-229_2,1300.0,migration,Pegida-Gegnern,Migration
SZ-20150825-PGPAK-229,SZ-20150825-PGPAK-229_2,1300.0,migration,"\""IHR seid das Volk - IHR seid Heidenau - IHR seid Rostock-Lichtenhagen.\",Migration
SZ-20150919-DUNAI-164,SZ-20150919-DUNAI-164_1,1300.0,migration,Gegner von zwei geplanten Asylheimen,Migration
SZ-20150919-DUNAI-164,SZ-20150919-DUNAI-164_2,1300.0,migration,Befürworter und Gegner von zwei geplanten Asylheimen,Migration
SZ-20150919-DUNAI-164,SZ-20150919-DUNAI-164_2,1300.0,migration,die gegen eine vom NPD-Stadtrat Hartmut Krien organisierte Kundgebung am Niedersedlitzer Platz protestierten,Migration
SZ-20150928-NGUEBA-432,SZ-20150928-NGUEBA-432_1,1300.0,migration,asylfeindlichen,Migration
SZ-20150928-NGUEBA-432,SZ-20150928-NGUEBA-432_2,1300.0,migration,gegen Rassismus und Fremdenhass,Migration
SZ-20151027-PDWID-134,SZ-20151027-PDWID-134_1,1300.0,migration,gegen die Asylpolitik der Bundesregierung,Migration
SZ-20151027-PDWID-134,SZ-20151027-PDWID-134_2,1300.0,migration,kein Bühnenbild für Fremdenhass,Migration
SZ-20151107-VIADM-467,SZ-20151107-VIADM-467_1,1300.0,migration,Pegida-Aufmarsches,Migration
SZ-20151124-PUCVD-197,SZ-20151124-PUCVD-197_1,1300.0,migration,Pegida-Teilnehmern,Migration
SZ-20151124-PUCVD-197,SZ-20151124-PUCVD-197_2,1300.0,migration,"Genervte Einwohner protestieren gegen Intoleranz Dresdner Außenseiter\"" (Gepida)",Migration
SZ-20151209-SVRDI-473,SZ-20151209-SVRDI-473_1,1300.0,migration,Demo vor dem Flüchtlingszelt,Migration
SZ-20151214-VEVL-1118,SZ-20151214-VEVL-1118_2,1300.0,migration,fremdenfeindlichen,Migration
SZ-20160610-DSAEAP-164,SZ-20160610-DSAEAP-164_1,1300.0,migration,gegen die Asylunterkunft,Migration
SZ-20161013-KBDO-373,SZ-20161013-KBDO-373_1,1300.0,migration,Pegida-Demonstranten,Migration
SZ-20161219-LUFUM-1317,SZ-20161219-LUFUM-1317_1,1300.0,migration,Humanität und Empathie sind stärker als Hass und Gewalt,Migration
SZ-20161219-LUFUM-1317,SZ-20161219-LUFUM-1317_2,1300.0,migration,"Es ist kein Wunder, wenn Moslems am Fließband hier unsere deutschen Frauen vergewaltigen",Migration
SZ-20161219-LUFUM-1317,SZ-20161219-LUFUM-1317_2,1300.0,migration,"Brüder und Schwestern in der islamisch besetzten Zone in Westdeutschland\"" nicht vergessen seien. \""Wir halten die Fackel der Freiheit hoch, und wir denken an die Schülerinnen und Schüler in Bremen, in Hamburg und im Ruhrpott, die nicht mehr in der Schule Weihnachten feiern können, weil ängstliche Lehrer und feige Schulleitungen vor der islamischen Lobby einknicken und das Krippenfest und den Weihnachtsbaum verbieten",Migration
