source_row,source_date,source_country,text,gt_attack_type
36297,2020-10-25,Iraq,"10/25/2020: Assailants opened fire on soldiers in Ghaziliya, Saladin, Iraq. At least two soldiers were injured in the attack. No group claimed responsibility for the incident.",Armed Assault
36298,2020-10-25,Germany,"10/25/2020: An explosive device detonated at an entrance to a residence in Berlin, Germany. There were no reported casualties in the blast. An unknown group claimed responsibility for the incident in letter found at the scene and demanded the resignation of Germany’s federal government, new elections, and an end to restrictions in response to the COVID-19 pandemic. An unknown group claimed responsibility for the incident in letter found at the scene and demanded the resignation of Germany’s federal government, new elections, and an end to restrictions in response to the COVID-19 pandemic.",Bombing/Explosion
36299,2020-10-25,Germany,"10/25/2020: Assailants threw incendiary devices at the Robert Koch Institute, the infectious disease agency advising the government on its response to COVID-19, in Tempelhof neighborhood, Berlin, Germany. There were no reported casualties in the blast. No group claimed responsibility for the incident. The specific motive is unknown; however, sources noted that the targeted institute was responsible advising the government on its response to the COVID-19 pandemic.",Facility/Infrastructure Attack
36300,2020-10-25,Afghanistan,"10/25/2020: An explosive device detonated targeting the vehicle of the Nangarhar Canal Department Head, Abdul Qadir Haidari, in Jalalabad, Nangarhar, Afghanistan. Haidari survived the blast, but two civilians were injured in the attack. No group claimed responsibility for the incident.",Assassination
36301,2020-10-25,Afghanistan,"10/25/2020: Assailants attacked a police post in Khwaja Ghar district, Takhar, Afghanistan. Five assailants were killed, and two police officers were wounded in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Unknown
36302,2020-10-25,United Kingdom,"10/25/2020: Assailants shot and injured a civilian in the leg in Creeslough Gardens area, Belfast, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.",Hostage Taking (Kidnapping)
36303,2020-10-25,United States,"10/25/2020: An assailant set fire to a ballot drop box along Boylston Street in Boston, Massachusetts, United States. There were no casualties in the attack. No group claimed responsibility for the incident and authorities arrested an individual identified in connection with the attack. The specific motive is unknown; however, sources noted that the targeted ballot drop box was collecting ballots for the United States presidential election, which was scheduled for November 3, 2020.",Facility/Infrastructure Attack
36304,2020-10-25,Saudi Arabia,"10/25/2020: Security forces intercepted an explosives-laden drone targeting King Khalid airbase in Khamis Mushayt, Asir, Saudi Arabia. There were no reported casualties in the attack. Houthi extremists (Ansar Allah) claimed responsibility for the incident. Houthi extremists (Ansar Allah) claimed responsibility for the attack and stated that it was carried out in retaliation for Saudi military operations.",Bombing/Explosion
36305,2020-10-25,Saudi Arabia,"10/25/2020: Security forces intercepted an explosives-laden drone targeting Abha airport in Abha, Asir, Saudi Arabia. There were no reported casualties in the attack. Houthi extremists (Ansar Allah) claimed responsibility for the incident. Houthi extremists (Ansar Allah) claimed responsibility for the attack and stated that it was carried out in retaliation for Saudi military operations.",Bombing/Explosion
36306,2020-10-25,Yemen,"10/25/2020: An explosive device detonated targeting a pipeline connecting Block 4 to Bir Ali in Shabwah, Yemen. No casualties were reported. No group claimed responsibility for the incident; however, sources attributed the attack to the Southern Resistance Forces (SRF).",Bombing/Explosion
36307,2020-10-26,Afghanistan,"10/26/2020: A sniper opened fire and killed two Afghan Local Police (ALP) officers and injured two others in Chihilgazi, Badghis, Afghanistan. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Armed Assault
36308,2020-10-26,Afghanistan,"10/26/2020: A roadside explosive device detonated targeting a military convoy in Mullah Sardar, Kunduz, Afghanistan. One soldier was killed during the attack. No group claimed responsibility for the incident.",Bombing/Explosion
36309,2020-10-26,Afghanistan,"10/26/2020: A magnetic explosive device attached to a vehicle detonated along Omaid Sabz road in the sixth police district, Kabul, Afghanistan. At least three civilians were injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion
36310,2020-10-26,Afghanistan,"10/26/2020: A mine detonated in Jalalabad, Nangarhar, Afghanistan. Two civilians were injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion
36311,2020-10-26,Iraq,"10/26/2020: Assailants opened fire on Amjad Al-Lami in Amarah, Maysan, Iraq. Lami, an activist, was killed in the attack. No group claimed responsibility for the incident. The specific motive is unknown; however, sources stated that the victim was a prominent participant in anti-government protests in Maysan and was one of many activists assassinated in 2020.",Armed Assault
36312,2020-10-26,Turkey,"10/26/2020: Security forces attempted to stop assailants in a vehicle at a roadblock in Payas, Hatay, Turkey. The assailants fled to the nearby town of Iskenderun, where one assailant detonated a grenade. Two assailants were killed and several people were injured in the blast, and a second assailant was shot and killed by security forces. The Kurdistan Workers' Party (PKK) claimed responsibility for the incident.",Bombing/Explosion
36313,2020-10-26,Somalia,"10/26/2020: Assailants attacked a Kenya Defence Forces (KDF) military camp in Tabda, Lower Juba, Somalia. There were no reported casualties in the ensuing gunfight. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",Armed Assault
36314,2020-10-26,Syria,"10/26/2020: An explosives-laden motorcycle detonated targeting security forces in Afrin, Aleppo, Syria. At least two people were killed and at least 10 people were injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the People's Protection Units (YPG).",Bombing/Explosion
36315,2020-10-26,Mozambique,"10/26/2020: Assailants attacked Pundanhar, Cabo Delgado, Mozambique. Two people, including police border guard sergeant Joao Kilande Correia, were killed in the attack. In addition, houses were set on fire and a health center was looted in the attack. No group claimed responsibility for the incident.",Facility/Infrastructure Attack
36316,2020-10-24,Nigeria,"10/24/2020: Assailants attacked a military base in Yobe, Nigeria. There were an unknown number of casualties in the attack. This was one of two attacks on military bases on this day. The Al-Barnawi faction (Islamic State West Africa Province-ISWAP) of Boko Haram claimed responsibility for the incident.",Unknown
36317,2020-10-26,Yemen,"10/26/2020: An explosive device detonated near a store in Bir Basha, Taizz, Yemen. Four people, including a military officer and three civilians, were injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion
36318,2020-10-26,Afghanistan,"10/26/2020: A magnetic explosive device attached to a motorcycle detonated in Khost, Afghanistan. One person was killed and two were injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion
36319,2020-10-26,Saudi Arabia,"10/26/2020: Security forces intercepted an explosives-laden drone in southern Saudi Arabia. There were no reported casualties in the attack. Houthi extremists (Ansar Allah) claimed responsibility for the incident, stating that the attack was carried out in self-defense.",Bombing/Explosion
36320,2020-10-26,Iraq,"10/26/2020: Assailants attacked an Iraqi Volunteer Forces checkpoint in Mazrah, Tikrit district, Saladin, Iraq. Two volunteer fighters were killed and three fighters were killed in the attack. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident. The specific motive is unknown; however, sources stated that the incident was part of the Islamic State of Iraq and the Levant (ISIL) \Answer the Call\"" campaign, which calls for increased attacks globally.""",Unknown
36321,2020-10-26,Afghanistan,"10/26/2020: Assailants attacked security outposts in Dando, Nangarhar, Afghanistan. At least 12 assailants were killed and seven others were wounded in the attack and ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Armed Assault
36322,2020-10-23,Afghanistan,"10/23/2020: An explosive device detonated while assailants were planting it in Ishkamish district, Takhar, Afghanistan. Two assailants were killed in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Bombing/Explosion
36323,2020-10-26,Nigeria,"10/26/2020: Assailants armed with sharp weapons assaulted civilians in Atyap chiefdom, Kwakwa, Zangon Kataf district, Kaduna, Nigeria. One person was killed and another person was injured in the incident. No group claimed responsibility; however, sources attributed the attack to Fulani extremists.",Armed Assault
36324,2020-10-27,Afghanistan,"10/27/2020: An explosive device detonated targeting a civilian vehicle near the Afghan Interior Ministry in the 10th Police District, Kabul, Afghanistan. Three civilians were killed and another 10 civilians were injured during the attack. The Khorasan Chapter of the Islamic State claimed responsibility for the incident. The Khorasan Chapter of the Islamic State claimed responsibility for this incident and stated that the incident was a part of their \Answer the Call\"" campaign aimed at increasing attacks by Islamic State of Iraq and the Levant (ISIL) supporters and affiliates.""",Bombing/Explosion
36325,2020-10-26,Afghanistan,"10/26/2020: A roadside explosive device detonated targeting a civilian truck in Khosa, Wardak, Afghanistan. One civilian was killed in the blast. No group claimed responsibility for the incident.",Bombing/Explosion
36326,2020-10-27,Afghanistan,"10/27/2020: Assailants on a motorcycle opened fire and killed a police officer in Olang, Badghis, Afghanistan. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Armed Assault
36327,2020-10-27,Afghanistan,"10/27/2020: Assailants opened fire and killed two members of the National Directorate of Security (NDS) in Ghaibatan, Herat, Afghanistan. No group claimed responsibility for the incident.",Armed Assault
36328,2020-10-27,Afghanistan,"10/27/2020: A roadside explosive device detonated targeting a civilian vehicle in Shinkay, Zabul, Afghanistan. Four civilians were killed and three civilians were injured during the incident. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Bombing/Explosion
36329,2020-10-27,Afghanistan,"10/27/2020: A suicide bomber detonated an explosives-laden vehicle and assailants wearing Afghan army uniforms opened fire on a police special forces compound in Western Khost, Afghanistan. Two additional suicide bombers detonated explosives-laden vehicles during the ensuing clash. At least 10 assailants and five police officers were killed and 23 people, including police officers and civilians, were injured in the assault. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Bombing/Explosion
36330,2020-10-27,Afghanistan,"10/27/2020: Assailants attacked security checkposts in the center of Gurziwan District, Faryab Province, Afghanistan. One civilian and two assailants were killed and five assailants were injured in the ensuing clash. This was one of three coordinated attacks in Faryab on the same night. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Armed Assault
36331,2020-10-27,Somalia,"10/27/2020: An explosives-laden vehicle detonated targeting the district commissioner as he responded to a previous attack in Kahda, Banaadir, Somalia. At least two polio vaccination campaign workers were killed and five people were injured in the blast. This was one of two related attacks in this area on this date. No group claimed responsibility for the incident.",Bombing/Explosion
36332,2020-10-27,Pakistan,"10/27/2020: An explosive device detonated inside the Jamia Zuberia madressah in Peshawar, Khyber Pakhtunkhwa, Pakistan. At least eight people were killed and 120 others were wounded in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the Pakistan Province of the Islamic State. The specific motive is unknown; however, sources stated that the administrator of the targeted madrassa, Sheikh Haqqani, was outspoken against the Pakistan Province of the Islamic State and was on the group's hit list. Sources also noted that the Pakistan Province of the Islamic State seemed to be reasserting themselves in Pakistan to make up for lost ground in Afghanistan.",Bombing/Explosion
36333,2020-10-27,Afghanistan,"10/27/2020: An explosive device detonated along a roadside in Shinkay district, Zabul, Afghanistan. Three civilians were killed and five others were wounded in the blast. No group claimed responsibility for the incident.",Bombing/Explosion
36334,2020-10-27,Iraq,"10/27/2020: Assailants abducted and killed Sheikh Ali Fadhala al-Kaabi, a tribal elder, in Khaylaniyah village, Muqdadiyah district, Diyala, Iraq. This was one of three coordinated attacks in the area on the same day. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident and stated that the attack was part of their broader \Answer the Call\"" campaign, which aims to increase attacks globally. Sources also noted that the victims were part of the Bani Kaab tribe, which is involved in the fight against ISIL. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident and stated that the attack was part of their broader \""Answer the Call\"" campaign, which aims to increase attacks globally. Sources also noted that the victims were part of the Bani Kaab tribe, which is involved in the fight against ISIL.""",Assassination
36335,2020-10-27,Iraq,"10/27/2020: Assailants planted explosive under the body of Sheikh Ali Fadhala al-Kaabi in Khaylaniyah village, Muqdadiyah district, Diyala, Iraq. The device detonated, killing two family member attempting to retrieve the body. This was one of three coordinated attacks in the area on the same day. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident and stated that the attack was part of their broader \Answer the Call\"" campaign, which aims to increase attacks globally. Sources also noted that the victims were part of the Bani Kaab tribe, which is involved in the fight against ISIL. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident and stated that the attack was part of their broader \""Answer the Call\"" campaign, which aims to increase attacks globally. Sources also noted that the victims were part of the Bani Kaab tribe, which is involved in the fight against ISIL.""",Bombing/Explosion
36336,2020-10-27,Iraq,"10/27/2020: An explosive device detonated along a road leading to the site of an earlier attack in Khaylaniyah village, Muqdadiyah district, Diyala, Iraq. Two people were killed and two were injured in the blast. This was one of three coordinated attacks in the area on the same day. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident and stated that the attack was part of their broader \Answer the Call\"" campaign, which aims to increase attacks globally. Sources also noted that the victims were part of the Bani Kaab tribe, which is involved in the fight against ISIL. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident and stated that the attack was part of their broader \""Answer the Call\"" campaign, which aims to increase attacks globally. Sources also noted that the victims were part of the Bani Kaab tribe, which is involved in the fight against ISIL.""",Bombing/Explosion
36337,2020-10-27,India,"10/27/2020: Security forces discovered and defused several explosive devices planted between Manjari and Parsa, Imamganj, Bihar, India. No group claimed responsibility for the incident; however, sources attributed the attempted attack to Maoists. The specific motive is unknown; however, sources noted that the attack may have been part of a larger trend of violence related to the elections scheduled for October 28, 2020.",Bombing/Explosion
36338,2020-10-27,Afghanistan,"10/27/2020:: Assailants attacked a security forces checkpoint in Qalat, Zabul, Afghanistan. Five assailants were killed and two were injured in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Armed Assault
36339,2020-10-27,Syria,"10/27/2020: Assailants shelled military positions in Dadikh, Idlib, Syria. This was one of seven related attacks targeting military positions across Syria carried out by the same assailants on this date. At least 12 soldiers were killed and an unknown number of soldiers were injured across all of the attacks. The National Liberation Front (NLF-Syria) claimed responsibility for the incident and stated that the attack was in retaliation for a Russian airstrike that had targeted a Faylaq Al-Sham training camp the previous day. Sources also attributed the attack to Hay'at Tahrir al-Sham. The specific motive is unknown; however, sources stated that the attack was carried out in retaliation for Russian airstrikes against terrorist training camps.",Bombing/Explosion
36340,2020-10-27,Syria,"10/27/2020: Assailants shelled military positions in Masaran, Idlib, Syria. This was one of seven related attacks targeting military positions throughout the country on this date. At least 12 soldiers were killed and an unknown number of soldiers were injured across all of the attacks. The National Liberation Front (NLF-Syria) claimed responsibility for the incident and stated that the attack was in retaliation for a Russian airstrike that had targeted a Faylaq Al-Sham training camp the previous day. Sources also attributed the attack to Hay'at Tahrir al-Sham. The specific motive is unknown; however, sources stated that the attack was carried out in retaliation for Russian airstrikes against terrorist training camps.",Bombing/Explosion
36341,2020-10-27,Syria,"10/27/2020: Assailants shelled military positions in Tellat Abu Maasaran, Lattakia, Syria. This was one of seven related attacks targeting military positions throughout the country on this date. At least 12 soldiers were killed and an unknown number of soldiers were injured across all of the attacks. The National Liberation Front (NLF-Syria) claimed responsibility for the incident and stated that the attack was in retaliation for a Russian airstrike that had targeted a Faylaq Al-Sham training camp the previous day. Sources also attributed the attack to Hay'at Tahrir al-Sham. The specific motive is unknown; however, sources stated that the attack was carried out in retaliation for Russian airstrikes against terrorist training camps.",Bombing/Explosion
36342,2020-10-27,Syria,"10/27/2020: Assailants shelled military positions in Kafr Halab, Aleppo, Syria. This was one of seven related attacks targeting military positions throughout the country on this date. At least 12 soldiers were killed and an unknown number of soldiers were injured across all of the attacks. The National Liberation Front (NLF-Syria) claimed responsibility for the incident and stated that the attack was in retaliation for a Russian airstrike that had targeted a Faylaq Al-Sham training camp the previous day. Sources also attributed the attack to Hay'at Tahrir al-Sham. The specific motive is unknown; however, sources stated that the attack was carried out in retaliation for Russian airstrikes against terrorist training camps.",Bombing/Explosion
36343,2020-10-27,Syria,"10/27/2020: Assailants shelled military positions in Mizanaz, Aleppo, Syria. This was one of seven related attacks targeting military positions throughout the country on this date. At least 12 soldiers were killed and an unknown number of soldiers were injured across all of the attacks. The National Liberation Front (NLF-Syria) claimed responsibility for the incident and stated that the attack was in retaliation for a Russian airstrike that had targeted a Faylaq Al-Sham training camp the previous day. Sources also attributed the attack to Hay'at Tahrir al-Sham. The specific motive is unknown; however, sources stated that the attack was carried out in retaliation for Russian airstrikes against terrorist training camps.",Bombing/Explosion
36344,2020-10-27,Syria,"10/27/2020: Assailants shelled military positions in Hakoura, Hamah, Syria. This was one of seven related attacks targeting military positions throughout the country on this date. At least 12 soldiers were killed and an unknown number of soldiers were injured across all of the attacks. The National Liberation Front (NLF-Syria) claimed responsibility for the incident and stated that the attack was in retaliation for a Russian airstrike that had targeted a Faylaq Al-Sham training camp the previous day. Sources also attributed the attack to Hay'at Tahrir al-Sham. The specific motive is unknown; however, sources stated that the attack was carried out in retaliation for Russian airstrikes against terrorist training camps.",Bombing/Explosion
36345,2020-10-27,Syria,"10/27/2020: Assailants shelled military positions in Tanjara, Hamah, Syria. This was one of seven related attacks targeting military positions throughout the country on this date. At least 12 soldiers were killed and an unknown number of soldiers were injured across all of the attacks. The National Liberation Front (NLF-Syria) claimed responsibility for the incident and stated that the attack was in retaliation for a Russian airstrike that had targeted a Faylaq Al-Sham training camp the previous day. Sources also attributed the attack to Hay'at Tahrir al-Sham. The specific motive is unknown; however, sources stated that the attack was carried out in retaliation for Russian airstrikes against terrorist training camps.",Bombing/Explosion
36346,2020-10-27,Saudi Arabia,"10/27/2020: Security forces intercepted an explosive-laden drone targeting Abha airport in Abha, Asir, Saudi Arabia. There were no reported casualties in the attack. Houthi extremists (Ansar Allah) claimed responsibility for the incident.",Bombing/Explosion
36347,2020-10-27,Myanmar,"10/27/2020: Gunmen opened fire on Linkhae District General Administration Department officials returning from distributing polling materials in Mongpan, between Huay Zwe and Ner Won, Shan, Myanmar. Two officials were injured in the attack. No group claimed responsibility for the attack. The specific motive is unknown; however, sources stated that the victims were returning from inspecting polling stations and distributing polling materials to Mongpan Township when they were attacked.",Armed Assault
36348,2020-10-27,Yemen,"10/27/2020: An explosive device detonated targeting a military kit near a qat market in Mukha, Taizz, Yemen. One soldier was injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion
36349,2020-10-27,Iraq,"10/27/2020: Assailants attacked a security checkpoint at an oil field in Multaqa, Kirkuk, Iraq. A security officer was killed in the attack. No group claimed responsibility for the attack; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",Unknown
36350,2020-10-27,Afghanistan,"10/27/2020: Assailants attacked security checkposts in the center of Dawlatabad District, Faryab, Afghanistan. Three assailants were killed and two were injured in the ensuing clash. This was one of three coordinated attacks in Faryab on the same night. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Unknown
36351,2020-10-27,Afghanistan,"10/27/2020: Assailants attacked security checkposts in the center of Qaysar District, Faryab, Afghanistan. Two assailants were killed and another was injured in the ensuing clash. This was one of three coordinated attacks in Faryab on the same night. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Unknown
36352,2020-10-27,Afghanistan,"10/27/2020: A roadside explosive device detonated in Kohi, Faryab, Afghanistan. One person was killed in the blast. No group claimed responsibility for the incident.",Bombing/Explosion
36353,2020-10-27,Afghanistan,"10/27/2020: A roadside explosive device detonated in Arzlik, Faryab, Afghanistan. Two people were killed in the blast. No group claimed responsibility for the incident.",Bombing/Explosion
36354,2020-10-28,Afghanistan,"10/28/2020: Assailants ambushed a security force patrol in the Fourth Police District, Kunduz, Afghanistan. Three pro-government militia members were killed during the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Unknown
36355,2020-10-28,Afghanistan,"10/28/2020: Assailants opened fire on police officers at a bazaar in Aliabad district, Kunduz, Afghanistan. Two police officers were killed and their rifles were stolen in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Armed Assault
36356,2020-10-28,Afghanistan,"10/28/2020: A sniper opened fire and killed a tailor who refused to close their business in Qaysar district, Faryab, Afghanistan. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban. The specific motive is unknown, however, sources note that the Taliban had ordered the victim to close his business and he refused.",Armed Assault
36357,2020-10-28,Afghanistan,"10/28/2020: In an insider attack, assailants killed three pro-government militia members and stole equipment in Chahar Bolak, Balkh, Afghanistan. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Unknown
36358,2020-10-28,Afghanistan,"10/28/2020: A roadside explosive device detonated targeting a rickshaw in Sarwar Karez, Kandahar, Afghanistan. At least four civilians, including three children, were killed and another civilian was wounded during the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Bombing/Explosion
36359,2020-10-28,Democratic Republic of the Congo,"10/28/2020: Assailants attacked civilians and burned down a church in Baeti, Beni, North Kivu, Democratic Republic of the Congo. At least 18 civilians were killed in the attack. The Central Africa Province of the Islamic State claimed responsibility for the incident. Sources also attributed the attack to the Allied Democratic Forces (ADF).",Armed Assault
36360,2020-10-27,Afghanistan,"10/27/2020: An explosive device detonated targeting a police vehicle in Band-e Baba, Herat, Afghanistan. At least five police officers were injured in the blast. This was one of two bombings targeting police in Herat on this day. No group claimed responsibility for the incident.",Bombing/Explosion
36361,2020-10-27,Afghanistan,"10/27/2020: An explosive device detonated targeting police officers along the Herat-Torghundi highway in Injil district, Herat, Afghanistan. Four police officers were wounded in the blast. This was one of two bombings targeting police in Herat on this day. No group claimed responsibility for the incident.",Bombing/Explosion
36362,2020-10-27,Somalia,"10/27/2020: Assailants shot and killed Ibrahim Alow, a local administrator, in Kahda neighborhood, Mogadishu, Somalia. This was one of two related attacks in this area on this date. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Shabaab.",Armed Assault
36363,2020-10-28,Iraq,"10/28/2020: An explosive device detonated targeting a tractor in Haml, Khalis district, Diyala, Iraq. At least one farmer was injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion
36364,2020-10-28,Iraq,"10/28/2020: Assailants opened fire on a soldier in Hasawiyah, Muqdadiyah district, Diyala, Iraq. The soldier was killed in the attack. No group claimed responsibility for the incident.",Armed Assault
36365,2020-10-28,India,"10/28/2020: Security forces discovered and defused two explosive devices planted under a bridge along Baluganj Baranda road in Dhibra, Bihar, India. No group claimed responsibility for the incident; however, sources attributed the attempted attack to Maoists and suspected that the devices were intended to target security forces during elections in Bihar. The specific motive is unknown; however, sources noted that the attack may have been part of a larger trend of violence related to the elections scheduled for October 28, 2020.",Bombing/Explosion
36366,2020-10-28,Pakistan,"10/28/2020: An explosive device detonated targeting military personnel in Spin Wam, Khyber Pakhtunkhwa, Pakistan. At least 2 soldiers were injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion
36367,2020-10-28,Iraq,"10/28/2020: An explosive device detonated in Buhriz, Muqdadiyah district, Diyala, Iraq. A farmer was injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion
36368,2020-10-28,Turkey,"10/28/2020: An explosive device detonated targeting the Kurdistan Region-Ceyhan pipeline in Mardin, Turkey. There were no reported casualties in the blast. The Kurdistan Workers' Party (PKK) claimed responsibility for the incident.",Bombing/Explosion
36369,2020-10-28,Yemen,"10/28/2020: An explosive device detonated targeting a civilian residence in Asifrah, Taizz, Yemen. No casualties were reported. This was one of two related attacks in the area on this date. No group claimed responsibility for the incident; however, sources attributed the attack to Houthi extremists (Ansar Allah).",Bombing/Explosion
36371,2020-10-28,Saudi Arabia,"10/28/2020: Security forces safely intercepted six explosives-laden drones targeting Saudi Arabia. There were no reported casualties in the attack. No group claimed responsibility; however, sources attributed the attack to Houthi extremists (Ansar Allah).",Bombing/Explosion
36372,2020-10-28,Saudi Arabia,"10/28/2020: Security forces intercepted a missile targeting Jazan, Saudi Arabia. There were no reported casualties. This was one of three coordinated missile attacks on the same day. No group claimed responsibility; however, sources attributed the attacks to Houthi extremists (Ansar Allah).",Bombing/Explosion
36373,2020-10-28,Saudi Arabia,"10/28/2020: Security forces intercepted a missile targeting Najran, Saudi Arabia. There were no reported casualties. This was one of three coordinated missile attacks on the same day. No group claimed responsibility; however, sources attributed the attacks to Houthi extremists (Ansar Allah).",Bombing/Explosion
36374,2020-10-28,Saudi Arabia,"10/28/2020: Security forces intercepted a missile targeting Khamis Mushayt, Asir, Saudi Arabia. There were no reported casualties. This was one of three coordinated missile attacks on the same day. No group claimed responsibility; however, sources attributed the attacks to Houthi extremists (Ansar Allah).",Bombing/Explosion
36375,2020-10-28,Afghanistan,"10/28/2020: Assailants attacked a National Uprising Movement checkpost in Mirakhel, Kapisa, Afghanistan. No casualties were reported in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Taliban.",Unknown
36376,2020-10-28,Nigeria,"10/28/2020: Gunmen opened fire on a police post in Ado district, Benue, Nigeria. A police officer and a civilian were killed in the attack. No group claimed responsibility for the incident; however sources suspected the involvement of Fulani extremists.",Armed Assault
36377,2020-10-28,Belarus,"10/28/2020: An assailant threw an incendiary device into a police department’s traffic police building in Mazyr, Gomel, Belarus. There were no reported casualties in the attack. No group claimed responsibility for the incident.",Facility/Infrastructure Attack
36378,2020-10-28,Chile,"10/28/2020: Assailants physically assaulted workers and set fire to forestry equipment between Lumaco and Carahue, Araucania, Chile. Two people were injured in the attack. No group claimed responsibility for the incident.",Armed Assault
36379,2020-10-29,Saudi Arabia,"10/29/2020: An assailant armed with a knife attacked and injured a guard of the French consulate in Jeddah, Makkah, Saudi Arabia. No group claimed responsibility for the incident; however, authorities arrested an individual in connection with the attack.",Armed Assault
36380,2020-10-29,France,"10/29/2020: An assailant armed with a knife attacked civilians outside the Notre-Dame de L’Assomption Basilica in Nice, Provence-Alpes-Cote d'Azur, France. Three people were killed in the attack, and the assailant was shot and injured before being arrested by police. Al-Mahdi in Southern Tunisia claimed responsibility for the incident and stated that the attack was carried out in retaliation for caricatures of the Prophet Mohammed. The group stated that they provided training for and prepared the assailant, Brahim Aouissaoui. Authorities stated that they found photos linked to the Islamic State of Iraq and the Levant (ISIL) on Aouissaoui's phone, along with a recording in which he describes France as \a country of unbelievers.\"" There were also photos of the perpetrator of the attack that killed Samuel Paty on October 16, 2020. Al-Mahdi in Southern Tunisia claimed responsibility for the incident and stated that the attack was carried out in retaliation for caricatures of the Prophet Mohammed. The group stated that they provided training for and prepared the assailant, Brahim Aouissaoui. Authorities stated that they found photos linked to the Islamic State of Iraq and the Levant (ISIL) on Aouissaoui's phone, along with a recording in which he describes France as \""a country of unbelievers.\"" There were also photos of the perpetrator of the attack that killed Samuel Paty on October 16, 2020.""",Armed Assault
36381,2020-10-29,France,"10/29/2020: An assailant armed with a gun attempted to attack civilians in Avignon, Provence-Alpes-Cote d'Azur, France. Security forces opened fire on the assailant and the assailant was killed. Generation Identity claimed responsibility for the incident. The specific motive is unknown; however, sources noted that witnesses saw the assailant give a Nazi salute during the attack.",Armed Assault
36382,2020-10-28,India,"10/28/2020: An explosive device detonated targeting Indian Army soldiers in Balakote, Jammu and Kashmir, India. Two soldiers were injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion
36383,2020-10-29,India,"10/29/2020: Assailants opened fire on a vehicle carrying Bharatiya Janata Party (BJP) workers in Yar Khushi Pora, Jammu and Kashmir, India. Three workers, including the Bharatiya Janata Yuva Morcha (BJYM) district general secretary, were killed in the attack. The Resistance Front (TRF) claimed responsibility for the incident and stated that it was carried out as a warning to those trying to \weaken the resistance or strengthen the occupation.\"" Sources also attributed the attack to Lashkar-e-Taiba (LeT). The Resistance Front (TRF) claimed responsibility for the incident and stated that it was carried out as a warning to those trying to \""weaken the resistance or strengthen the occupation.\""""",Armed Assault
36384,2020-10-29,France,"10/29/2020: Police identified and arrested an assailant armed with a knife attempting to board a train in the 2nd Arrondissement of Lyon, Auvergne-Rhone-Alpes, France. There were no reported casualties. No group claimed responsibility for the incident; however, sources attributed the attack to Muslim extremists.",Armed Assault
36385,2020-10-29,Yemen,"10/29/2020: Assailants, including suicide bombers, attempted to attack security forces in Nihm district, Sanaa, Yemen. There were an unknown number of casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Houthi extremists (Ansar Allah).",Bombing/Explosion
36386,2020-10-29,Iraq,"10/29/2020: Assailants attacked a Popular Mobilization Forces (PMF) checkpoint in Ghiya, Diyala, Iraq. Two PMF members were injured in the attack. No group claimed responsibility; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",Unknown
