source_row_id,text,source_topic_8,source_topic_44,gt_policy_domain
3517,"I would encourage the member for Christchurch Central to read the Gazette and to look carefully at this provision for retail outlets, compared with the current provision. It is a very significant change. It constrains outlet owners as to the total area they can assign to advertising, and I think the member will find that it does go a very long way to meet the concerns that members in the House quite properly have about price notices. Quite frankly, I have an open mind as to whether it is adequate. If there is good evidence that the provision is seen to be wanting in detail, then obviously I would be happy to consider that matter as the select committee receives submissions and deliberates on it. The next question is that of regulations or legislation. Again, I remind the House that the current law actually has a regulatory provision in it. It was the principal Act that decided that from time to time we would want to change these things, and so it has an empowering regulatory provision, which we are responding to. I think there are very good reasons that we should consider looking again at this. If the industry proves to be as resourceful as it has historically been, and if, in order to bring it into line, we then have to amend the principal Act, that is a relatively clumsy approach. I encourage the members in the House to consider the code of practice and the gazetting provision that sits alongside it, because they may well give the House the flexibility it is looking for to actually manage this process. On the issue of the regulations for health warnings, I assure members that it is the Government's intention to regulate for health warnings on tobacco packets. It is already a provision in the principal Act, which requires the Government from time to time to address this matter through regulation. It is the Government's intention to regulate to ensure that one-third of the back, one side in full, and percent of the front---that is, the piece on the flip top---have health warnings, which as I understand it is consistent with the Australian provision. We have agreed that for months after the time of introduction current stocks can be sold, and I think that is only reasonable. In months' time the new stocks that will be sold will need to carry the health warnings. That regulation is very close to being brought to Cabinet, and I would expect that in a very few weeks members would be able to see the intentions that I made public last year being brought to fruition.",economy,market.regulation,Economy
3518,"Generally, the Government addresses issues to do with male health along with all the other considerations, as it establishes the priority areas. At the moment, the two key areas that cover men's health are Maori health issues and mental health issues. Within these areas, obviously, many of the people who need attention over and above those who have general calls on the health system are men. From time to time, the Government looks carefully at whether any other groups, including those on a gender basis, need to be targeted. At this stage, I am not aware of any evidence that would lead me to a view that a new initiative was required in this area.",welfare.and.quality.of.life,welfare.state.expansion,Welfare and Quality of Life
3519,I seek the leave of the House that this Bill bypass the Committee stage and move straight on to the third reading.,freedom.and.democracy,democracy,Freedom and Democracy
3520,The medical officers of health have been requested to prepare an urgent report to be with the Ministry of Health by the end of today. This report will be considered by myself in consultation with the office of the Minister of Local Government so that the Government can assess whether any action is required to be taken by the Government in this important matter.,welfare.and.quality.of.life,welfare.state.expansion,Welfare and Quality of Life
3521,"The vast majority of heart surgery in this country is done on the public system, and it is my absolute expectation that that will continue to be so. The Government has taken very significant action in recent months to improve the situation for people in this country who are facing heart surgery. The treatment criteria agreed to recently by surgeons will take this country a long way forward.",welfare.and.quality.of.life,welfare.state.expansion,Welfare and Quality of Life
3522,"Well, it is a pity that she does not reflect it. Up until now, pricing for long-stay-care beds has been historically developed under a very prescribed system---all but CHE beds were funded through the funding system of the Department of Social Welfare and the actual level of payment available was fixed. When long-stay beds are required, where CHEs are currently providers as well, we now know the comparative costs of both groups. It is quite proper, in the Government's view, that regional health authorities encourage the providers to be competitive in price, and, more important, to develop a range of quality of care. In my opinion they do that very well and I am quite comfortable with the way in which the Southern Regional Health Authority is currently managing all of its long-stay care contracts.",welfare.and.quality.of.life,welfare.state.expansion,Welfare and Quality of Life
3523,The Southern Regional Health Authority and the Healthcare Otago Crown health enterprise are currently working through the details of the accord to identify for further discussion any variations in the terms of the regional health authority strategic planning document with that accord. The Southern Regional Health Authority has stated that it will work to see that the spirit of the accord is followed as closely as possible. The authority is committed to seeing that the Oamaru and Waitaki communities continue to have access to appropriate and equitable health-care services.,welfare.and.quality.of.life,welfare.state.expansion,Welfare and Quality of Life
3524,If the member for Christchurch Central actually visited any hospital she would know that every day physicians and clinicians look at patients and make judgments based on what they know about each patient's condition and background. The core services committee---,welfare.and.quality.of.life,welfare.state.expansion,Welfare and Quality of Life
3525,"The effective and efficient regulation of food is fundamental to maintaining the promotion of public health and agricultural security in New Zealand, and also the access of New Zealand products to overseas markets. The existing New Zealand food administration framework is much too fragmented, uncoordinated, and outdated to ensure that the Government's food administration objectives will be met. The Government has directed officials to report back by June with a plan to achieve harmonisation of the various agencies and the relevant legislation, and also the options for establishing a means to fulfil the required functions in a co-ordinated and cost-effective manner.",political.system,governmental.and.administrative.efficiency,Political System
3526,If the member has made inquiries at his own Crown health enterprise he will know that anybody with a serious condition in terms of sight need will be seen by the ophthalmology clinic. They have simply defined the criteria of conditions and the severity of the condition that people will be considered and treated for.,welfare.and.quality.of.life,welfare.state.expansion,Welfare and Quality of Life
3527,"Most of the leading people in the mental health community attended a seminar in Wellington last week where they did, in my view, overwhelmingly support the direction the Government is now able to take. Those people were also very supportive of the three mental health commissioners. I have every reason to believe that this sector, which is in desperate need of support and motivation, will see the growth in development it so desperately needs.",welfare.and.quality.of.life,welfare.state.expansion,Welfare and Quality of Life
3528,"I am not sure how many times I have to say something in the House for it to be understood. The Minister of Housing, the Minister of Social Welfare, and the Minister of Health have agreed that that cost should not be one that falls on the voluntary agencies that provide care for people with disabilities. The Government has decided that through the Budget, it will fund the gap between the rental those agencies currently pay and the rental they will be paying from July. It will be paid via the regional health authorities, and it will be fully funded.",welfare.and.quality.of.life,welfare.state.expansion,Welfare and Quality of Life
3529,"There was an improvement in both areas. Of the operative procedures, day-patient surgery rose from , in - to , in -. In-patient surgery has risen from , in - to , in -.",welfare.and.quality.of.life,welfare.state.expansion,Welfare and Quality of Life
3530,"In the years to March there has been a massive increase in the number of patients receiving day treatment in New Zealand hospitals. During , , patients were able to be treated by day treatment, compared with , people who can receive their treatment on a day basis in . This is an increase of more than percent and it has led to a drop of percent in the number of hospital beds required around New Zealand over that -year period.",economy,economic.growth,Economy
3531,"The member is aware of the differences between the previous Bill and this Bill, and will know that there are many members who will want at least to have these issues scrutinised, and I am one of them. But I am also one who has historically made it very clear that I do not support open shopping hour rules for significant religious holidays, and I am very unlikely to change my view. Having said that, I note there are some arguments being put by particular--- . The Opposition again continues to bay across the House in a way that interrupts question time. I think it is time that a debate was again held on this issue, and the National Party caucus does support that view.",fabric.of.society,traditional.morality,Fabric of Society
3532,I can promise the member that the tension between the coalition partner and myself has been nothing compared with the years that Jim Anderton and Helen Clark subjected this Parliament to.,political.system,political.authority,Political System
3533,"I am sure the member is aware that when the national drug and alcohol policy was released last year, the increase in money that I mentioned in my primary answer was also announced. In other words, Government money for the funding of education was increased over that period. On the issue of Ecstasy becoming a class A drug, Ministry of Health officials, and others working with the Ministers responsible for the national drug and alcohol strategy, have made this recommendation. With regard to the suggestion from the Leader of the Opposition that these statements are simply electioneering, I suggest she speak to the people who give technical advice to the Government, and who have been working with the Government over the last or months. She will find that it is they who have made this recommendation to us, and we intend to proceed with it.",fabric.of.society,law.and.order,Fabric of Society
3534,"I suggest that someone does a handwriting check on that speech, because I will guarantee that it was not Ron Mark's, the honourable member who has just sat down. That speech was vintage Michael Laws. The member knows it; so does everybody else. Can I suggest, Mr Speaker, that if you have any powers within your arsenal, you might like to invite the member to offer the speech up. Can I simply say that there has been a lot of speculation about whether this Government is going to run the full term. I want to make absolutely clear that from the National Party's point of view we are going to continue to lead this country in a very effective way, to see that economic progress is made and political stability is maintained. We are going to continue to work with other political parties in Parliament, and we are going to continue to deliver. That will happen regardless of what the desperate Labour Party says, and no matter how much it simply tries to guess what is going on. What a fool the Leader of the Opposition has made of herself this week! She is desperate, clutching at guessing, big-noting, trying to pretend that she has all but got her feet under the table of the State sector, only to embarrass herself completely and utterly and to demonstrate that, far from being well informed, she has in fact made an absolute and utter ass of herself. How much of that has been reported? Well, I will leave others to draw conclusions on that. The minority Government continues to make progress, not just minor progress but very significant progress. Every week in Parliament we have brought in measures and have demonstrated that incrementally but steadily we are able to make steps forward. Regardless of the baying from the Opposition parties on the other side of the House, they know very well today that New Zealand families are experiencing lower interest rates than ever before. Families with a $, mortgage have got $, more in their pockets this year than they did last year. They also have more money because of the tax cuts, and that is something that this National Government and the other parties that support us have been able to deliver for families. They are also now seeing energy costs come down, because we have delivered energy reform. Every week we are seeing petrol prices come down, because the Minister of Energy has continued to promote competition.",political.system,political.authority,Political System
3535,"The two largest agencies that are currently providing services to Mercury Energy---the Defence Force and Trans Power---are both charging Mercury Energy the full cost of the services that they are providing, thus are not putting pressure on the taxpayer. I remind the member that the owners of Mercury Energy are a community trust, not some commercial entity that has run amok.",economy,economic.orthodoxy,Economy
3536,"Eight out of our ten individual export markets and over percent of our overall trade investment, tourism, and immigration are transacted with APEC economies. That is why our assumption of the chair of APEC is of such importance to New Zealand as a country. In addition, the increased economic independence and personal links between leaders that arise out of APEC are in themselves a significant and helpful factor in building regional security.",external.relations,internationalism,External Relations
3537,"I am sure every member in this House understands what situation normal means. MMP challenges this political party to give a clear direction to New Zealand and to continue to lead decisively and effectively. Each day I seek the support of other individuals and political parties to ensure that we can do that. I want to tell the Opposition that it is the intention of the New Zealand National Party to continue to do that and we believe we will continue to be successful, as we have been---much to the great frustration of the Opposition---for the whole of this last months.",political.system,political.authority,Political System
3538,"I move, That this Bill be now read a third time. This Bill was introduced into Parliament yesterday and has been taken through all stages up to the third reading. The main purpose of this piece of legislation is triggered by events that began in when the Before Five programme was introduced, which foreshadowed a move in New Zealand toward an early-childhood sector that is more diverse and responsive to parents needs and more able to cope with the changing demand in this area. The question of whether kindergartens should negotiate their own wages with either the State Services Commission or their employer, the kindergarten associations, has been a matter that has been debated for many years. The employer is currently the kindergarten associations and not the State Services Commission. Indeed, the State Sector Act applies to kindergartens only in relation to the negotiation of wages, and in no other matter. The issue of whether this is the right time for this move to be made has been a matter of debate in this House in the last hours. The Government has looked at this matter closely. I have discussed it with previous Ministers of Education and Ministers of State Services. They have assured me that this matter has been discussed with the kindergarten associations and the kindergarten teachers on a number of occasions in previous years. The Government also looked at the progress that the Auckland Kindergarten Association had made since it had had delegated responsibility from . We have listened to debate in this House that has argued that some mischief will be had if this change is taken through. In reality, percent of all early-childhood teachers already have their wages negotiated directly with their employer. Many of those teachers are able to identify a bargaining agent. In many instances that bargaining agent is the New Zealand Educational Institute, and in most instances those people have been able to have their wages negotiated to a satisfactory conclusion with the respective employers. The Government has every reason to believe that the kindergarten associations and the kindergarten teachers are able respectively to identify people whom they wish to have represent them in the negotiations. We have every confidence that they will be able to fulfil this role, as has been demonstrated in Auckland over the last years. There have been many allegations made in this Parliament in the last hours, as to what will be the consequences for kindergarten teachers. I want to read into the record---for the record---what the effect has been on kindergarten teachers in Auckland since the change was put in place. Labour and the Alliance have alleged that this legislation will automatically drive down wages, not allow wages to go up. Outside Auckland the minimum base wage for a trained kindergarten teacher with a degree is $,. The maximum amount that teacher can receive is $,. Since this change was brought in in Auckland in , a trained teacher's minimum amount there has increased to $,, and the maximum amount they can receive is $,. In areas outside Auckland a head teacher with a degree can receive a minimum of $, and a maximum of $,, whereas in Auckland the minimum amount that such a person is able to receive is now $, and the maximum amount is $,. If the whining Labour Opposition members, who cannot see past their sackcloth mentality, cannot realise that independent negotiations in Auckland have led to higher salaries and more easy recruitment in the interests of children, then they are not only blind, but they are also clearly unwilling to confront the facts as they are. The facts as they are are the facts that each kindergarten teacher in Auckland is now confronted with. During the debate a number of members expressed concern about small kindergarten associations. I have every reason to believe that some of the larger kindergarten associations, and indeed some of the small ones, will for the purposes of negotiation join together and identify a single bargaining agent that will be able to represent their teachers. I have every reason to believe that when it is said to ``centralise it'', there will be more than one bargaining agent on behalf of the associations, but it may be in the interest of some small associations to choose to collaborate. On the other hand it may well be that some small associations will choose to negotiate directly. A lot has been said about the competence of the early-childhood sector to do this work themselves. I remind this House again that today in New Zealand percent of children in the early-childhood sector attend kindergartens. The other percent attend other types of early-childhood services, all of which directly negotiate their wages and salary arrangements with the employer concerned. Given that kindergartens are not in fact State-run organisations---they are incorporated societies that are directed and controlled by parents---there is no case in for the State Services Commission to continue the shepherding or nannying role that may have been appropriate historically. Parents have demonstrated through their own choice of where they have placed their children in the early-childhood sector, that they trust not only the teachers but the parents who run those organisations. I challenge the other members in the House who have opposed this Bill. On what grounds can they dispute the fact that parents in New Zealand have already demonstrated that in many, many cases they are perfectly willing by choice---not by force---to attend facilities that are able to have this direct relationship? Other allegations concerning funding have been made in the House. I remind the House that over the last years, funding that is available to the kindergarten sector---far from being reduced---has in fact steadily increased. Yesterday when we met the kindergarten associations we made clear to them two things. Firstly, we made clear to them that there was $, to assist them to facilitate this negotiation process. We do not expect them to bear this cost directly themselves. The Government accepts that it is our responsibility to fund that cost. In addition, we have made it clear to the kindergarten associations that the Minister of Education will be in a position in the next fortnight to tell them what amount of money they will have this year to negotiate any settlement that comes due as the contract expires on June. They have already been told that there will be a significant increase in the sessional grant at least equal to---and, indeed, I can say it will be significantly ahead of---the headline inflation rate. That is a matter for the Minister of Education to announce at some stage over the next fortnight. The kindergarten associations will have to decide whether they want to make that figure public at that stage. It is an important matter. In my opinion, and, indeed, in the Government's opinion, kindergartens are capable of managing this. I invite members again to look at one-fifth of the sector, currently in the Auckland region, which is managing this responsibility extremely and effectively. What is more, teachers are winning. The Auckland Kindergarten Association has made it clear that it does not wish to go back to the old arrangement. It is very clear that it wants to continue with this current arrangement. In commending the third reading of the Bill to the House I simply encourage members to remember that the vast majority of people who educate young folk in the early-childhood sector in New Zealand are confident. I remind the House that overall there are , paid workers in the early-childhood sector, of which , are kindergarten teachers. I believe that it is the right time, given that this matter has been in the public arena. It was discussed during the time of the Meade report, during the period in which Before Five was published, and it has been discussed on many occasions since then. It is true that kindergarten teachers and, in particular, the New Zealand Educational Institute have been able to use their industrial muscle to their advantage. The time has come for that to stop.",political.system,centralization,Political System
3539,"There are members on that side of the House who not only oversaw payments but oversaw payments to their friends, for advertising strategies in the late s, and even when they were drawn to the attention of the public, far from even allowing them to be debated they never for a moment suggested that anyone should be sacked. Her deputy leader is one of those members concerned; he saw that money would go to people who were associated with him, and never was the question raised as to whether that was appropriate in terms of his tenure. Let us have the same rules.",political.system,political.corruption,Political System
3540,"The money is available to the Tourism Board to make its own decisions about how it will promote tourism in New Zealand. From what I could tell over the weekend, every single person in the tourism industry would like this Parliament to allow him or her to get on and do just that. There have been an overwhelming number of calls, not only from the public but from the tourism industry as well, saying that we should not lose the chance this year to see New Zealand promoted proactively. I invite members opposite to reflect on that matter.",economy,economic.growth,Economy
3541,The review into hospital services announced by my colleague the Hon. Neil Kirton was commissioned by him as an independent person. He wished to review Napier services from his own perspective. That review has been commissioned by him in his capacity as a member of Parliament.,welfare.and.quality.of.life,welfare.state.expansion,Welfare and Quality of Life
3542,"This is a member who spent far in excess of what this Government is spending. This member spent more on advertising changes to superannuation to try to get the public to swallow it, than this Government is putting into probably the most fundamental question that still faces New Zealand today. He cannot have his cake and eat it too. The guaranteed retirement income public relations campaign and the goods and services tax public relations campaign that Labour ran both far exceeded the cost of this project.",political.system,political.authority,Political System
3543,"I have members in this House, as I have drawn to the member's attention on a number of occasions. Every day I have to seek support from other individuals, members of Parliament, and parties in this House. I undertake the responsibility of doing that. Anything that Gilbert Myles may have said is probably more to do with trying to keep that particular member, the Leader of the Opposition, out of Government than with any conversation he may have had with the National Party.",political.system,political.authority,Political System
3544,"I think it is now widely accepted that the allegations made in this Parliament yesterday are absolutely scurrilous. The four people identified in the letter have all been able to confirm that the allegations are baseless. In my opinion, the very fact that it was claimed that the allegations had some basis brings into question the integrity of Jim Anderton, a member of this House. It is a very serious question as to whether the letter was authentic. I challenge the member again in this House to table the whole letter so that the public can tell whether it is genuine. If he will not, he should apologise to this House and to those who were affected by the outrageous allegations he made in this Parliament yesterday. I challenge him to put the whole letter on the floor of this Parliament so that we can make a judgment, Television One can make a judgment, and everyone else can make a judgment as to whether it is authentic. If he cannot or will not, he should apologise not only to me but also to other members.",political.system,political.authority,Political System
3545,"In respect of a number of the matters that the member raises, I refer him to the statement. He is raising matters that have been dealt with in this Parliament already, and I refer him to the statement. The information on when the contract was entered into was released by the chairman of the Tourism Board.",freedom.and.democracy,democracy,Freedom and Democracy
3546,"Yes. It is clear to everybody, of whatever political persuasion he or she might be, that the present arrangements for New Zealand superannuation cannot be sustained into the medium term, when the baby boomers retire. The accord process has not made progress. Indeed, Helen Clark, the Leader of the Opposition, committed herself publicly to having no intention that progress would be made. We do need a new consensus, and the periodic task force that was presented prior to Christmas last year made it clear that politicians and eminent public people should be entrusted with this task. That is what the Government is going to do.",welfare.and.quality.of.life,welfare.state.expansion,Welfare and Quality of Life
3547,"The funding track that was part of the defence assessment allocation is well known. It was in last year's Budget, and it is fully understood. Any decision to purchase a new frigate will be taken within existing baselines. There is no intention for us to appropriate any additional money for the purchase of new frigates.",external.relations,military,External Relations
3548,"The Treasurer, the Minister of Finance, and myself speak to many people within the markets and in the business community, not only on a daily basis but on an ongoing basis, as we have done over recent months. The business sector and the finance markets are very clear on the Government's microeconomic programme and its fiscal programme. I do not believe that there is any doubt in their mind that this coalition is committed to ongoing, responsible economic and fiscal management.",economy,economic.orthodoxy,Economy
3549,"The member says it is silly. We have had a report in New Zealand that suggests merging the emergency services in New Zealand. If that were to occur, if this provision did not exist in this contract, people paying New Zealand Fire Service levies may well have to pay redundancy, only to have those same firemen employed in a newly constituted service that is still owned by the public. It is a pity that members on the Opposition benches do not understand how Government systems run.",political.system,governmental.and.administrative.efficiency,Political System
3550,"I have got so many reports up in my office on golden handshakes and the implications of them---some of which go right back to the s, some of which are in the s, and some of which the Minister of State Services released or weeks ago---that I simply say that none of them, to my knowledge, deals with Mr Tamihere. But I think a lot of people would be concerned at this, if the information in that question is correct. I wonder how concerned the Labour Party would be if it is correct.",political.system,governmental.and.administrative.efficiency,Political System
3551,"The member will have heard me say that a major initiative has been initiated by the Canadian Foreign Minister. There is a sense of urgency about this matter and I do hope that progress will have been made that will have restored order in East Timor by the time the leaders meet. It is important that every opportunity is taken. However, I want to say in this House that APEC also has a strong tradition that needs to be upheld---that is, political matters are attended to in bilateral meetings that surround the APEC meeting, and the APEC meeting confines itself to addressing the economic issues that will deliver improved prosperity for the population. Outrageous suggestions by Opposition members that these leaders will not be seized with the importance of this issue are not correct. APEC has always been very clear about confining itself to economic issues, and it is my intention that that tradition be upheld.",external.relations,internationalism,External Relations
3552,"I remind the House again that it is the National Party that is the stable force in New Zealand politics, and it intends to continue to be. Every week we are here with our numbers, willing to work with other people. MMP requires that discipline of each of us, and we intend to fulfil our obligations. If that is to end, then any member in this House can defeat that, and we lose the majority on the confidence vote. Until then, this Government---the minority Government---intends to continue to govern responsibly and to maintain political stability until November next year. I remind the House that the majority of New Zealanders who were recently polled on the matter supported that approach.",fabric.of.society,civic.mindedness,Fabric of Society
3553,"I have just made it clear that the Government has no intention of going back to targeting access to free hospital care. The welfare State has always had elements of universality and elements of targeting. That has been true since . It was true under the previous Labour Government, whereby it introduced some targeted measures and supported some universal measures. It is currently the case under this Government, and the definitions are a matter for any Government of the day to determine.",welfare.and.quality.of.life,welfare.state.expansion,Welfare and Quality of Life
3554,"Did she personally speak with Hugh Rennie QC or the Crown Law Office to discuss the Yelash settlement; if so, what ``general or specific'' instructions, directions or authorisations did she give?",no.topic,no.topic,No Topic
3555,"Does he think there is any connection between the totally unexpected increase in unemployment numbers and the widely reported fear in the business community of increased compliance costs that are already leading to the reduction in the number of jobs that are available to New Zealanders; if not, why not?",economy,incentives,Economy
3556,Is the closing the gaps policy still Government policy?,welfare.and.quality.of.life,equality,Welfare and Quality of Life
3557,"Can the Minister give the House a categorical assurance that if a clause requiring more favourable treatment for M~aori goes into the New Zealand Public Health and Disability Bill, it will not mean that we are subject to judicial interpretation in relation to what the treaty might mean?",fabric.of.society,multiculturalism,Fabric of Society
3558,"I am pleased to move, That this Bill be now read a third time. The Bill was introduced late in . It was important from the point of view of compliance and streamlining of the quota management system. It was referred to a select committee, which took many months to consider the matters before it. Essentially, the main items were the records and the returns that the fishers were required to return to the Government to provide for streamlining the quota management system. The individual transferable quota system and the total allowable catch system depend on the flow of information of good quality. A substantial part of the Bill relates to offences provisions. The Bill substantially increases the penalties for offences under the Fisheries Act. I am sure that the country as a whole is pleased with the recent progress made in clamping down on illegal fishing activity, because the livelihood of honest fisherpersons depends on the integrity of the quota management system. People who cheat and poach are thieving from the public estate. Not only the commercial industry but also the enhancement of the recreational fisheries are put in jeopardy if poachers feel that they can get away with illegal activity. Therefore the measures contained in the Bill go a long way to enhance the ability of officers of the Ministry of Agriculture and Fisheries to apprehend people engaged in illegal activities. More particularly, substantial increases have been made to the penalties for offences under the Fisheries Act. Several adjustments to the Bill were made by the select committee and reported back to the House, and I shall go through them. In relation to the provisions for forfeiture of boats and quota, the Act provides that when people are convicted of an offence they must forfeit their boats and other equipment associated with the illegal activity. The point was made that a large commercial company could lose a large trawler worth many millions of dollars, and also its quota, which might be worth tens of millions of dollars. In theory, those assets could be forfeited on the basis of a very minor charge. Therefore the select committee made a sensible adjustment by providing for a gradation of offences. Instead of its being an all-or-nothing penalty there is a gradation so that the charge can be matched to the severity of the offence. That worthwhile change came through in the reporting back of the Bill. The problem of by-catch was also dealt with. It has been a longstanding problem with the fishing industry quota management system that a company or a large boat could be targeting a species, and, inevitably, other species of fish were also caught. That is the by-catch, and there can be difficulties in holding enough quota to cover it. Therefore the Bill introduces a greater flexibility for by-catch, and allows for a trade-off between different species. I know that the commercial fishing industry warmly welcomes that change. The Bill contains minor amendments to the conversion factors. For example, when fish are caught there is a conversion between the green weight and the processed weight. That aspect has been built into the Bill. The Bill also contains provisions that deal with people who fish on behalf of someone who holds a quota. People often lease their quotas. The Bill provides greater flexibility to allow people to fish on behalf of others who hold a quota. The commercial fishing industry also warmly welcomed the balancing of quota at the end of the year, which is given much greater flexibility. All of the increased flexibilities enhance the quota management system, and increase and improve its integrity. Members will know that a substantial supplementary order paper was introduced on March. That paper was really the consequence of two broad issues: first, several points in the Maori Fisheries Act, which was passed late last year, needed to be cross-referenced to the Fisheries Act. The sensible approach was to add an amendment to the Bill before the House. The second broad issue relates to the change to proportionate quotas. In essence, proportionate quotas provide that when scientists have done stock-assessment work and have shown that the stock either needs to be reduced for conservation purposes or to be increased because it is greater than was previously realised---the total allowable catch has to be varied and changes made. Under the old regime the Crown would have been required to pay compensation for a reduction of the total allowable catch, and, conversely, the commercial industry would have had to pay for the increased total allowable catch. Under the proposal we have moved to proportionate quotas: the total allowable catch is set and the individual holders of those transferable quotas have their quota varied according to the proportion they hold. No compensation is involved, and, equally, people do not have to purchase any increase. A transitional period has been provided. That matter was negotiated between personnel of the Ministry of Agriculture and Fisheries and of the industry last October. It is loosely referred to as the ``accord''. The Government substantially adopted the accord, but not in its entirety. There were two qualifications. First, in meeting the conditions of the accord the Government would first make provision in the fish quota for the obligations it had under the Maori Fisheries Act. Second, it would make provision for the obligations it had under international law and under the Territorial Sea and Exclusive Economic Zone Act. With the exception of those two qualifications, the agreed position between the ministry and the industry was adopted, picked up, and introduced into the legislation under the supplementary order paper. Biological sustainability is the bottom line in the management of fishing. That is the essence of managing our stocks, and it is the purpose of the quota management system. Many issues were debated during the Committee stage. Many concerns were brought before the House and also before the select committee, which, this week, sat for hours. I shall briefly explain some of those concerns, because they relate to the legislation. The fishing industry believes that when the Crown holds quota---in other words, when the fishing effort does not match the total allowable catch as the biological limit has been set higher than the amount the current industry can catch---that surplus stock, as it were, should be distributed to the existing participants in the industry. I am bound to say that the Government does not accept that belief. Commercial fishers may enjoy the full individual transferable quotas they hold---which were issued on the basis of their catch history---but when the fishing effort into a new stock has not developed, that new stock is owned by the Crown. In effect, the Government is really saying that the fish in New Zealand's oceans are part of the public estate. The Crown has responsibility to manage that public estate and to grant harvesting rights to the commercial industry. To do otherwise---to issue the total amount to the commercial industry---would be unacceptable. Conversely, Maori claimed that the percent provided for in the Maori Fisheries Act should be related to a fixed tonnage at the date of the passing of that Act, and that no proportionate cuts should be made during the transitional period of years. The Government also rejects that view on the basis that it would defeat the principle and object of the Maori Fisheries Act of providing that percent, because in many of our fisheries a proportion much greater than percent would be achieved if that policy were adopted. In other words, when a total allowable catch has to be reduced over the next to years, then, to the extent that Maori were guaranteed percent at the commencement before the proportionate reductions, at the end of that period they would obviously end up by owning an amount much greater than percent. The Government does not accept that proposition. The change urged by Opposition members has not been adopted.",social.groups,agriculture.and.farmers,Social Groups
3559,What action has been taken to clamp down on any deliberate and habitual breaches of the driving-hours rules?,economy,market.regulation,Economy
3560,"Does the Minister agree with the Secretary for the Environment, who said that the ``new right'' had an overly simplistic explanation of worldwide concerns about environmental problems?",welfare.and.quality.of.life,environmental.protection,Welfare and Quality of Life
3561,"the basis of any fisheries management was the biological sustainability of the resource. The reduction in the number of orange roughy on the Challenger Plateau was serious, and the Government had to act responsibly to sustain that resource. The total allowable catch for the Challenger Plateau had been , tonnes, of which the Crown held tonnes. The Crown intended to cancel its holding, and was negotiating with the commercial industry for it to effect a cut, too. The industry had accepted that a safe assessment of the stock was probably less than tonnes. it was co-operating with the Government to place pressure on foreign nations to effect a cut in that part of the Challenger Plateau that straddled New Zealand's exclusive economic zone. The Government did not propose to cut the hoki quota for the current year. The squid catch had been about percent of the catch for the previous year, and that was disastrous. One theory was that a rise in ocean temperature had brought about the decrease. The Japanese stockpile of squid had been reduced. If the catch returned to normal levels in good catches and good prices would be received. When all the information had been assembled there would be a clearer picture of the action that should be taken. A purpose-built fisheries research vessel was an absolute requirement for the quota management system. It would be used for stock assessments and scientific analysis. A deal had been signed with Norwegian shipbuilders.",economy,anti.growth.economy,Economy
3562,"I raise a point of order, Mr Speaker. I did not wish to interrupt Mr Gosche's speech so perhaps it is appropriate that I take the point of order before he commences. It relates to a matter that we dealt with in a somewhat cursory manner---this is no reflection on the Chair---in respect of this very important Bill that I know all political parties wish to speak on. It was observed that, with the calculated time remaining, two parties will possibly be denied the right to participate in this very important legislation that members feel quite passionate about. There is a longstanding convention in this House that the party that leads off the debate gets a second call. That is our expectation. I am seeking clarification that ACT New Zealand will have that second call, but, recognising the dilemma it causes for the other parties, I seek leave of the House for the reconsideration of that matter---which people will have had time to think about over the dinner break---to enable two additional speeches, one from the Alliance and one from New Zealand First in this important debate.",freedom.and.democracy,democracy,Freedom and Democracy
3563,The country has a right to know. What do they stand for?,freedom.and.democracy,democracy,Freedom and Democracy
3564,"Can the Minister confirm that Mr Anderton's public claim that it was pressure from the Alliance on the New Zealand Government that had led to the public release of this draft agreement weeks ago is arrant nonsense, and that in fact the public release of the Multilateral Agreement on Investment negotiating draft document resulted from a decision taken by the OECD secretariat in Paris?",political.system,political.authority,Political System
