model,task,field,label,support,predicted_support,f1,accuracy,mcc,precision,recall
qwen3_32b_bf16,plover_cameo_event,event_type,COERCE,3,2,0.4,0.97,0.393598399182,0.5,0.333333333333
qwen3_32b_bf16,plover_cameo_event,event_type,CONCEDE,4,0,0,0.96,,,0
qwen3_32b_bf16,plover_cameo_event,event_type,CONSULT,4,5,0.444444444444,0.95,0.421463615212,0.4,0.5
qwen3_32b_bf16,plover_cameo_event,event_type,COOPERATE,2,4,0.333333333333,0.96,0.335346810024,0.25,0.5
qwen3_32b_bf16,plover_cameo_event,event_type,DEMAND,15,11,0.846153846154,0.96,0.836883822185,1,0.733333333333
qwen3_32b_bf16,plover_cameo_event,event_type,DISAPPROVE,4,2,0.333333333333,0.96,0.335346810024,0.5,0.25
qwen3_32b_bf16,plover_cameo_event,event_type,FIGHT,2,3,0.4,0.97,0.393598399182,0.333333333333,0.5
qwen3_32b_bf16,plover_cameo_event,event_type,INVESTIGATE,4,6,0.8,0.98,0.807946642903,0.666666666667,1
qwen3_32b_bf16,plover_cameo_event,event_type,MOBILIZE,3,2,0.4,0.97,0.393598399182,0.5,0.333333333333
qwen3_32b_bf16,plover_cameo_event,event_type,PROTEST,12,20,0.75,0.92,0.738548945876,0.6,1
qwen3_32b_bf16,plover_cameo_event,event_type,REJECT,11,9,0.8,0.96,0.78286111347,0.888888888889,0.727272727273
qwen3_32b_bf16,plover_cameo_event,event_type,RETREAT,4,6,0.4,0.94,0.378187790295,0.333333333333,0.5
qwen3_32b_bf16,plover_cameo_event,event_type,SANCTION,0,0,0,1,,,
qwen3_32b_bf16,plover_cameo_event,event_type,SUPPORT,3,9,0.333333333333,0.92,0.354370578663,0.222222222222,0.666666666667
qwen3_32b_bf16,plover_cameo_event,event_type,THREATEN,8,7,0.666666666667,0.95,0.641436351533,0.714285714286,0.625
qwen3_32b_bf16,politicause_causal_relation,causal_relation,0,68,58,0.793650793651,0.74,0.458665242518,0.862068965517,0.735294117647
qwen3_32b_bf16,politicause_causal_relation,causal_relation,1,32,42,0.648648648649,0.74,0.458665242518,0.571428571429,0.75
qwen3_32b_bf16,rheault_line_of_fire_incivility,uncivil,0,87,83,0.929411764706,0.88,0.537495663766,0.951807228916,0.908045977011
qwen3_32b_bf16,rheault_line_of_fire_incivility,uncivil,1,13,17,0.6,0.88,0.537495663766,0.529411764706,0.692307692308
qwen3_32b_bf16,theocharis_dynamics_incivility,uncivil,0,68,71,0.848920863309,0.79,0.506450689268,0.830985915493,0.867647058824
qwen3_32b_bf16,theocharis_dynamics_incivility,uncivil,1,32,29,0.655737704918,0.79,0.506450689268,0.689655172414,0.625
qwen3_32b_bf16,toxicity_protests_es,toxic,0,55,39,0.744680851064,0.76,0.558411652922,0.897435897436,0.636363636364
qwen3_32b_bf16,toxicity_protests_es,toxic,1,45,61,0.77358490566,0.76,0.558411652922,0.672131147541,0.911111111111
qwen3_32b_bf16,twitcivility_impoliteness,impolite,0,72,69,0.822695035461,0.75,0.400656940297,0.840579710145,0.805555555556
qwen3_32b_bf16,twitcivility_impoliteness,impolite,1,28,31,0.576271186441,0.75,0.400656940297,0.548387096774,0.607142857143
qwen3_32b_bf16,wesleyan_creative_ads_2022,tone,promote,75,74,0.96644295302,0.95,0.868721908713,0.972972972973,0.96
qwen3_32b_bf16,wesleyan_creative_ads_2022,tone,attack,23,25,0.916666666667,0.96,0.891750678991,0.88,0.95652173913
qwen3_32b_bf16,wesleyan_creative_ads_2022,tone,unclear,2,1,0.666666666667,0.99,0.703526470681,1,0.5
qwen3_5_35b_a3b_fp8,agoraspeech_criticism_agenda,criticism_or_agenda,criticism,48,47,0.842105263158,0.85,0.699418839604,0.851063829787,0.833333333333
qwen3_5_35b_a3b_fp8,agoraspeech_criticism_agenda,criticism_or_agenda,political agenda,52,53,0.857142857143,0.85,0.699418839604,0.849056603774,0.865384615385
qwen3_5_35b_a3b_fp8,ballard_incivility,uncivil,0,88,92,0.933333333333,0.88,0.344828154104,0.913043478261,0.954545454545
qwen3_5_35b_a3b_fp8,ballard_incivility,uncivil,1,12,8,0.4,0.88,0.344828154104,0.5,0.333333333333
qwen3_5_35b_a3b_fp8,bestvater_kavanaugh_stance,pro_kavanaugh,0,43,50,0.817204301075,0.83,0.666564659679,0.76,0.883720930233
qwen3_5_35b_a3b_fp8,bestvater_kavanaugh_stance,pro_kavanaugh,1,57,50,0.841121495327,0.83,0.666564659679,0.9,0.789473684211
qwen3_5_35b_a3b_fp8,bestvater_wm_stance,pro_womens_march,0,10,24,0.470588235294,0.82,0.437073378738,0.333333333333,0.8
qwen3_5_35b_a3b_fp8,bestvater_wm_stance,pro_womens_march,1,90,76,0.89156626506,0.82,0.437073378738,0.973684210526,0.822222222222
qwen3_5_35b_a3b_fp8,brandt_gtd_attack_type,attack_type,Assassination,7,10,0.352941176471,0.89,0.300480357307,0.3,0.428571428571
qwen3_5_35b_a3b_fp8,brandt_gtd_attack_type,attack_type,Armed Assault,31,37,0.588235294118,0.72,0.382008038819,0.540540540541,0.645161290323
qwen3_5_35b_a3b_fp8,brandt_gtd_attack_type,attack_type,Bombing/Explosion,37,42,0.911392405063,0.93,0.858609818809,0.857142857143,0.972972972973
qwen3_5_35b_a3b_fp8,brandt_gtd_attack_type,attack_type,Facility/Infrastructure Attack,3,5,0.5,0.96,0.497597774256,0.4,0.666666666667
qwen3_5_35b_a3b_fp8,brandt_gtd_attack_type,attack_type,Hijacking,1,1,1,1,1,1,1
qwen3_5_35b_a3b_fp8,brandt_gtd_attack_type,attack_type,Hostage Taking (Barricade Incident),0,0,0,1,,,
qwen3_5_35b_a3b_fp8,brandt_gtd_attack_type,attack_type,Hostage Taking (Kidnapping),8,5,0.769230769231,0.97,0.777986605215,1,0.625
qwen3_5_35b_a3b_fp8,brandt_gtd_attack_type,attack_type,Unarmed Assault,1,0,0,0.99,,,0
qwen3_5_35b_a3b_fp8,brandt_gtd_attack_type,attack_type,Unknown,12,0,0,0.88,,,0
qwen3_5_35b_a3b_fp8,brandt_political_relevance,relevant,0,89,69,0.873417721519,0.8,0.52449945071,1,0.775280898876
qwen3_5_35b_a3b_fp8,brandt_political_relevance,relevant,1,11,31,0.52380952381,0.8,0.52449945071,0.354838709677,1
qwen3_5_35b_a3b_fp8,burnham_covid_threat_minimization,threat_minimizing,0,71,92,0.846625766871,0.75,0.298937734018,0.75,0.971830985915
qwen3_5_35b_a3b_fp8,burnham_covid_threat_minimization,threat_minimizing,1,29,8,0.324324324324,0.75,0.298937734018,0.75,0.206896551724
qwen3_5_35b_a3b_fp8,burnham_polnli_entailment,entails,0,57,64,0.859504132231,0.83,0.653098706958,0.8125,0.912280701754
qwen3_5_35b_a3b_fp8,burnham_polnli_entailment,entails,1,43,36,0.784810126582,0.83,0.653098706958,0.861111111111,0.720930232558
qwen3_5_35b_a3b_fp8,burnham_polnli_event_entailment,entails,0,53,56,0.97247706422,0.97,0.941285417438,0.946428571429,1
qwen3_5_35b_a3b_fp8,burnham_polnli_event_entailment,entails,1,47,44,0.967032967033,0.97,0.941285417438,1,0.936170212766
qwen3_5_35b_a3b_fp8,burnham_trump_stance,stance_toward_trump,Oppose,39,33,0.722222222222,0.8,0.572496892637,0.787878787879,0.666666666667
qwen3_5_35b_a3b_fp8,burnham_trump_stance,stance_toward_trump,Neutral,23,29,0.576923076923,0.78,0.436221982842,0.51724137931,0.652173913043
qwen3_5_35b_a3b_fp8,burnham_trump_stance,stance_toward_trump,Support,38,38,0.763157894737,0.82,0.617996604414,0.763157894737,0.763157894737
qwen3_5_35b_a3b_fp8,cap_crs_policy_topic,policy_topic,Macroeconomics,6,7,0.461538461538,0.93,0.425784315772,0.428571428571,0.5
qwen3_5_35b_a3b_fp8,cap_crs_policy_topic,policy_topic,Civil Rights,3,2,0.8,0.99,0.81232010044,1,0.666666666667
qwen3_5_35b_a3b_fp8,cap_crs_policy_topic,policy_topic,Health,11,10,0.952380952381,0.99,0.948150778616,1,0.909090909091
qwen3_5_35b_a3b_fp8,cap_crs_policy_topic,policy_topic,Agriculture,4,3,0.857142857143,0.99,0.861549790341,1,0.75
qwen3_5_35b_a3b_fp8,cap_crs_policy_topic,policy_topic,Labor and Immigration,1,0,0,0.99,,,0
qwen3_5_35b_a3b_fp8,cap_crs_policy_topic,policy_topic,Education,3,3,1,1,1,1,1
qwen3_5_35b_a3b_fp8,cap_crs_policy_topic,policy_topic,Environment,6,4,0.8,0.98,0.807946642903,1,0.666666666667
qwen3_5_35b_a3b_fp8,cap_crs_policy_topic,policy_topic,Energy,1,1,1,1,1,1,1
qwen3_5_35b_a3b_fp8,cap_crs_policy_topic,policy_topic,Immigration,2,2,1,1,1,1,1
qwen3_5_35b_a3b_fp8,cap_crs_policy_topic,policy_topic,Transportation,0,1,0,0.99,,0,
qwen3_5_35b_a3b_fp8,cap_crs_policy_topic,policy_topic,Law and Crime,5,9,0.571428571429,0.94,0.569166849789,0.444444444444,0.8
qwen3_5_35b_a3b_fp8,cap_crs_policy_topic,policy_topic,Social Welfare,2,3,0.4,0.97,0.393598399182,0.333333333333,0.5
qwen3_5_35b_a3b_fp8,cap_crs_policy_topic,policy_topic,Housing,3,4,0.857142857143,0.99,0.861549790341,0.75,1
qwen3_5_35b_a3b_fp8,cap_crs_policy_topic,policy_topic,Domestic Commerce,8,5,0.307692307692,0.91,0.270604036597,0.4,0.25
qwen3_5_35b_a3b_fp8,cap_crs_policy_topic,policy_topic,Defense,10,4,0.571428571429,0.94,0.612372435696,1,0.4
qwen3_5_35b_a3b_fp8,cap_crs_policy_topic,policy_topic,Technology,6,4,0.6,0.96,0.593067216599,0.75,0.5
qwen3_5_35b_a3b_fp8,cap_crs_policy_topic,policy_topic,Foreign Trade,7,12,0.736842105263,0.95,0.742947727747,0.583333333333,1
qwen3_5_35b_a3b_fp8,cap_crs_policy_topic,policy_topic,International Affairs,7,7,0.714285714286,0.96,0.692780337942,0.714285714286,0.714285714286
qwen3_5_35b_a3b_fp8,cap_crs_policy_topic,policy_topic,Government Operations,15,19,0.764705882353,0.92,0.724588838551,0.684210526316,0.866666666667
qwen3_5_35b_a3b_fp8,cap_crs_policy_topic,policy_topic,Public Lands,0,0,0,1,,,
qwen3_5_35b_a3b_fp8,cap_crs_policy_topic,policy_topic,Culture,0,0,0,1,,,
qwen3_5_35b_a3b_fp8,cap_party_platform_policy_topic,policy_topic,Macroeconomics,9,11,0.6,0.92,0.559505588942,0.545454545455,0.666666666667
qwen3_5_35b_a3b_fp8,cap_party_platform_policy_topic,policy_topic,Civil Rights,11,9,0.4,0.88,0.336150064414,0.444444444444,0.363636363636
qwen3_5_35b_a3b_fp8,cap_party_platform_policy_topic,policy_topic,Health,5,7,0.833333333333,0.98,0.836210571747,0.714285714286,1
qwen3_5_35b_a3b_fp8,cap_party_platform_policy_topic,policy_topic,Agriculture,8,8,0.875,0.98,0.864130434783,0.875,0.875
qwen3_5_35b_a3b_fp8,cap_party_platform_policy_topic,policy_topic,Labor and Immigration,4,6,0.6,0.96,0.593067216599,0.5,0.75
qwen3_5_35b_a3b_fp8,cap_party_platform_policy_topic,policy_topic,Education,10,9,0.842105263158,0.97,0.826980260081,0.888888888889,0.8
qwen3_5_35b_a3b_fp8,cap_party_platform_policy_topic,policy_topic,Environment,3,2,0.8,0.99,0.81232010044,1,0.666666666667
qwen3_5_35b_a3b_fp8,cap_party_platform_policy_topic,policy_topic,Energy,3,3,1,1,1,1,1
qwen3_5_35b_a3b_fp8,cap_party_platform_policy_topic,policy_topic,Immigration,0,1,0,0.99,,0,
qwen3_5_35b_a3b_fp8,cap_party_platform_policy_topic,policy_topic,Transportation,2,1,0.666666666667,0.99,0.703526470681,1,0.5
qwen3_5_35b_a3b_fp8,cap_party_platform_policy_topic,policy_topic,Law and Crime,4,3,0.857142857143,0.99,0.861549790341,1,0.75
qwen3_5_35b_a3b_fp8,cap_party_platform_policy_topic,policy_topic,Social Welfare,4,8,0.5,0.94,0.504115759797,0.375,0.75
qwen3_5_35b_a3b_fp8,cap_party_platform_policy_topic,policy_topic,Housing,1,1,0,0.98,-0.010101010101,0,0
qwen3_5_35b_a3b_fp8,cap_party_platform_policy_topic,policy_topic,Domestic Commerce,2,2,0.5,0.98,0.489795918367,0.5,0.5
qwen3_5_35b_a3b_fp8,cap_party_platform_policy_topic,policy_topic,Defense,7,5,0.833333333333,0.98,0.836210571747,1,0.714285714286
qwen3_5_35b_a3b_fp8,cap_party_platform_policy_topic,policy_topic,Technology,4,5,0.888888888889,0.99,0.889756521003,0.8,1
qwen3_5_35b_a3b_fp8,cap_party_platform_policy_topic,policy_topic,Foreign Trade,3,4,0.571428571429,0.97,0.562400557584,0.5,0.666666666667
qwen3_5_35b_a3b_fp8,cap_party_platform_policy_topic,policy_topic,International Affairs,10,7,0.470588235294,0.91,0.431123990918,0.571428571429,0.4
qwen3_5_35b_a3b_fp8,cap_party_platform_policy_topic,policy_topic,Government Operations,5,4,0.666666666667,0.97,0.655610068107,0.75,0.6
qwen3_5_35b_a3b_fp8,cap_party_platform_policy_topic,policy_topic,Public Lands,5,0,0,0.95,,,0
qwen3_5_35b_a3b_fp8,cap_party_platform_policy_topic,policy_topic,Culture,0,4,0,0.96,,0,
qwen3_5_35b_a3b_fp8,chae_semeval_stance,stance,FAVOR,27,34,0.819672131148,0.89,0.752231889725,0.735294117647,0.925925925926
qwen3_5_35b_a3b_fp8,chae_semeval_stance,stance,AGAINST,43,28,0.676056338028,0.77,0.53803962353,0.857142857143,0.558139534884
qwen3_5_35b_a3b_fp8,chae_semeval_stance,stance,NONE,30,38,0.764705882353,0.84,0.656380341263,0.684210526316,0.866666666667
qwen3_5_35b_a3b_fp8,dicocco_manifesto_populism,populist,0,87,93,0.955555555556,0.92,0.593192956448,0.924731182796,0.988505747126
qwen3_5_35b_a3b_fp8,dicocco_manifesto_populism,populist,1,13,7,0.6,0.92,0.593192956448,0.857142857143,0.461538461538
qwen3_5_35b_a3b_fp8,douglass_icbe_sentence_event_type,event_type,No Event,32,20,0.461538461538,0.72,0.300122523999,0.6,0.375
qwen3_5_35b_a3b_fp8,douglass_icbe_sentence_event_type,event_type,Action,25,49,0.594594594595,0.7,0.450423303639,0.448979591837,0.88
qwen3_5_35b_a3b_fp8,douglass_icbe_sentence_event_type,event_type,Speech,21,8,0.48275862069,0.85,0.48144816095,0.875,0.333333333333
qwen3_5_35b_a3b_fp8,douglass_icbe_sentence_event_type,event_type,Thought,9,5,0,0.86,-0.0721479105366,0,0
qwen3_5_35b_a3b_fp8,douglass_icbe_sentence_event_type,event_type,Mixed,13,18,0.258064516129,0.77,0.12847943167,0.222222222222,0.307692307692
qwen3_5_35b_a3b_fp8,erlich_ati_topics,Activities,0,66,52,0.762711864407,0.72,0.451271114838,0.865384615385,0.681818181818
qwen3_5_35b_a3b_fp8,erlich_ati_topics,Activities,1,34,48,0.658536585366,0.72,0.451271114838,0.5625,0.794117647059
qwen3_5_35b_a3b_fp8,erlich_ati_topics,Budget,0,86,74,0.9,0.84,0.549275844059,0.972972972973,0.837209302326
qwen3_5_35b_a3b_fp8,erlich_ati_topics,Budget,1,14,26,0.6,0.84,0.549275844059,0.461538461538,0.857142857143
qwen3_5_35b_a3b_fp8,erlich_ati_topics,Evaluation,0,71,86,0.853503184713,0.77,0.377263707344,0.779069767442,0.943661971831
qwen3_5_35b_a3b_fp8,erlich_ati_topics,Evaluation,1,29,14,0.46511627907,0.77,0.377263707344,0.714285714286,0.344827586207
qwen3_5_35b_a3b_fp8,erlich_ati_topics,External Contracts,0,80,79,0.930817610063,0.89,0.662888631789,0.936708860759,0.925
qwen3_5_35b_a3b_fp8,erlich_ati_topics,External Contracts,1,20,21,0.731707317073,0.89,0.662888631789,0.714285714286,0.75
qwen3_5_35b_a3b_fp8,erlich_ati_topics,Institutional Structure,0,76,87,0.907975460123,0.85,0.548633721811,0.850574712644,0.973684210526
qwen3_5_35b_a3b_fp8,erlich_ati_topics,Institutional Structure,1,24,13,0.594594594595,0.85,0.548633721811,0.846153846154,0.458333333333
qwen3_5_35b_a3b_fp8,erlich_ati_topics,Other,0,99,86,0.918918918919,0.85,-0.0405505916302,0.988372093023,0.858585858586
qwen3_5_35b_a3b_fp8,erlich_ati_topics,Other,1,1,14,0,0.85,-0.0405505916302,0,0
qwen3_5_35b_a3b_fp8,erlich_ati_topics,Regulatory,0,89,86,0.925714285714,0.87,0.410799843382,0.941860465116,0.910112359551
qwen3_5_35b_a3b_fp8,erlich_ati_topics,Regulatory,1,11,14,0.48,0.87,0.410799843382,0.428571428571,0.545454545455
qwen3_5_35b_a3b_fp8,gilardi_relevance,relevant,0,48,48,0.9375,0.94,0.879807692308,0.9375,0.9375
qwen3_5_35b_a3b_fp8,gilardi_relevance,relevant,1,52,52,0.942307692308,0.94,0.879807692308,0.942307692308,0.942307692308
qwen3_5_35b_a3b_fp8,gilardi_stance,stance,pro,5,11,0.375,0.9,0.359275773981,0.272727272727,0.6
qwen3_5_35b_a3b_fp8,gilardi_stance,stance,neutral,54,28,0.634146341463,0.7,0.486192030466,0.928571428571,0.481481481481
qwen3_5_35b_a3b_fp8,gilardi_stance,stance,contra,41,61,0.745098039216,0.74,0.541494432735,0.622950819672,0.926829268293
qwen3_5_35b_a3b_fp8,halterman_keith_bfrs,event_type,ASSASSINATION,31,20,0.745098039216,0.87,0.691902000103,0.95,0.612903225806
qwen3_5_35b_a3b_fp8,halterman_keith_bfrs,event_type,DRONE_ASSASSINATION,0,0,0,1,,,
qwen3_5_35b_a3b_fp8,halterman_keith_bfrs,event_type,ATTACK_ON_STATE,4,4,1,1,1,1,1
qwen3_5_35b_a3b_fp8,halterman_keith_bfrs,event_type,CONVENTIONAL_ATTACK_ON_GOV_FORCES,7,8,0.8,0.97,0.785903998274,0.75,0.857142857143
qwen3_5_35b_a3b_fp8,halterman_keith_bfrs,event_type,GUERILLA_ATTACK_ON_GOV_FORCES,3,2,0.8,0.99,0.81232010044,1,0.666666666667
qwen3_5_35b_a3b_fp8,halterman_keith_bfrs,event_type,GOV_ATTACK_ON_NONSTATE_COMBATANTS,5,5,1,1,1,1,1
qwen3_5_35b_a3b_fp8,halterman_keith_bfrs,event_type,GOV_ATTACK_ON_CIVILIANS,3,2,0.8,0.99,0.81232010044,1,0.666666666667
qwen3_5_35b_a3b_fp8,halterman_keith_bfrs,event_type,RIOT,14,11,0.88,0.97,0.871337784393,1,0.785714285714
qwen3_5_35b_a3b_fp8,halterman_keith_bfrs,event_type,TERRORISM,14,15,0.758620689655,0.93,0.718326140057,0.733333333333,0.785714285714
qwen3_5_35b_a3b_fp8,halterman_keith_bfrs,event_type,THREAT_OF_VIOLENCE,0,0,0,1,,,
qwen3_5_35b_a3b_fp8,halterman_keith_bfrs,event_type,VIOLENT_POLITICAL_DEMONSTRATION,12,15,0.888888888889,0.97,0.879049072992,0.8,1
qwen3_5_35b_a3b_fp8,halterman_keith_bfrs,event_type,OTHER,7,18,0.24,0.81,0.177507037233,0.166666666667,0.428571428571
qwen3_5_35b_a3b_fp8,halterman_keith_cmp,policy_domain,External Relations,10,10,0.9,0.98,0.888888888889,0.9,0.9
qwen3_5_35b_a3b_fp8,halterman_keith_cmp,policy_domain,Freedom and Democracy,4,2,0.333333333333,0.96,0.335346810024,0.5,0.25
qwen3_5_35b_a3b_fp8,halterman_keith_cmp,policy_domain,Political System,13,13,0.461538461538,0.86,0.381078691424,0.461538461538,0.461538461538
qwen3_5_35b_a3b_fp8,halterman_keith_cmp,policy_domain,Economy,17,23,0.55,0.82,0.448511360289,0.478260869565,0.647058823529
qwen3_5_35b_a3b_fp8,halterman_keith_cmp,policy_domain,Welfare and Quality of Life,42,41,0.819277108434,0.85,0.691250375662,0.829268292683,0.809523809524
qwen3_5_35b_a3b_fp8,halterman_keith_cmp,policy_domain,Fabric of Society,9,5,0.714285714286,0.96,0.72949553987,1,0.555555555556
qwen3_5_35b_a3b_fp8,halterman_keith_cmp,policy_domain,Social Groups,5,6,0.181818181818,0.91,0.135242030701,0.166666666667,0.2
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Anti-Far-Right,6,10,0.625,0.94,0.617578075449,0.5,0.833333333333
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Anticapitalist,1,1,0,0.98,-0.010101010101,0,0
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Church,1,1,1,1,1,1,1
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,COVID,1,2,0.666666666667,0.99,0.703526470681,0.5,1
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Democracy,3,2,0.8,0.99,0.81232010044,1,0.666666666667
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Economy,1,3,0,0.96,-0.017674908041,0,0
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Education,6,5,0.909090909091,0.99,0.908053634709,1,0.833333333333
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Environment,3,3,1,1,1,1,1
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Far Right,3,4,0.571428571429,0.97,0.562400557584,0.5,0.666666666667
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Foreign Rights,2,2,0.5,0.98,0.489795918367,0.5,0.5
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Gender,1,2,0.666666666667,0.99,0.703526470681,0.5,1
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Infrastructure,13,7,0.6,0.92,0.593192956448,0.857142857143,0.461538461538
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,International,3,0,0,0.97,,,0
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Labour,24,22,0.869565217391,0.94,0.832025719272,0.909090909091,0.833333333333
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Media,0,1,0,0.99,,0,
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Migration,18,7,0.56,0.89,0.585569191791,1,0.388888888889
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Nuclear Power,1,1,1,1,1,1,1
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Other,0,7,0,0.93,,0,
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Peace,6,7,0.923076923077,0.99,0.920882357367,0.857142857143,1
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Peasants,1,1,1,1,1,1,1
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Political System,3,4,0.571428571429,0.97,0.562400557584,0.5,0.666666666667
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Repression,0,2,0,0.98,,0,
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Religion,0,1,0,0.99,,0,
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Rights,2,0,0,0.98,,,0
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Social,1,1,0,0.98,-0.010101010101,0,0
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Solidarity,0,0,0,1,,,
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Tolerance,0,3,0,0.97,,0,
qwen3_5_35b_a3b_fp8,haunss_papea_claims,protest_claim,Unclear,0,1,0,0.99,,0,
qwen3_5_35b_a3b_fp8,haunss_papea_fgz_forms,protest_form,Demonstration / Assembly,58,57,0.991304347826,0.99,0.979746788229,1,0.98275862069
qwen3_5_35b_a3b_fp8,haunss_papea_fgz_forms,protest_form,Petition,10,10,1,1,1,1,1
qwen3_5_35b_a3b_fp8,haunss_papea_fgz_forms,protest_form,Strike,4,4,0.75,0.98,0.739583333333,0.75,0.75
qwen3_5_35b_a3b_fp8,haunss_papea_fgz_forms,protest_form,Non-verbal Protest / Cultural Event,10,11,0.857142857143,0.97,0.841616983266,0.818181818182,0.9
qwen3_5_35b_a3b_fp8,haunss_papea_fgz_forms,protest_form,Leaflet / Resolution / Open Letter,9,8,0.941176470588,0.99,0.937671079398,1,0.888888888889
qwen3_5_35b_a3b_fp8,haunss_papea_fgz_forms,protest_form,Attack with Damage to Property,5,5,1,1,1,1,1
qwen3_5_35b_a3b_fp8,haunss_papea_fgz_forms,protest_form,Blockade / Sit-in,4,5,0.888888888889,0.99,0.889756521003,0.8,1
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,Referendum unspecified,0,0,0,1,,,
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,Coronavirus,30,29,0.983050847458,0.99,0.976243639258,1,0.966666666667
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,COVID-economy,0,0,0,1,,,
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,BLM and responses,0,0,0,1,,,
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,health,2,2,1,1,1,1,1
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,education,0,0,0,1,,,
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,election outcome,0,0,0,1,,,
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,pol-neg,5,5,0.6,0.96,0.578947368421,0.6,0.6
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,partisan-neg,3,2,0.8,0.99,0.81232010044,1,0.666666666667
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,societal divides,0,0,0,1,,,
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,morals,0,1,0,0.99,,0,
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,"nat ident, goals-loss",0,0,0,1,,,
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,racism/discrimination,0,0,0,1,,,
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,welfare,0,0,0,1,,,
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,terrorism,1,1,1,1,1,1,1
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,immigration,8,8,1,1,1,1,1
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,asylum,0,0,0,1,,,
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,crime,1,1,1,1,1,1,1
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,europe,6,5,0.909090909091,0.99,0.908053634709,1,0.833333333333
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,constitutional,0,0,0,1,,,
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,international trade,0,0,0,1,,,
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,devolution,0,0,0,1,,,
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,scot-ind,1,0,0,0.99,,,0
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,constitution,0,0,0,1,,,
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,foreign affairs,0,0,0,1,,,
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,war,2,2,1,1,1,1,1
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,defence,0,0,0,1,,,
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,foreign emergency,0,0,0,1,,,
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,domestic emergency,0,0,0,1,,,
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,economy-general,8,9,0.941176470588,0.99,0.937671079398,0.888888888889,1
qwen3_5_35b_a3b_fp8,mellon_bes_mii_2024,issue,economy-personal,0,0,0,1,,,
